,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X000725.SZ,X002304.SZ,X000063.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X000661.SZ,X600703.SH,X600741.SH,X600809.SH,X002241.SZ,X000100.SZ,X300003.SZ,X000596.SZ,X002236.SZ,X601877.SH,X300014.SZ,X600183.SH,X300124.SZ,X000157.SZ,X300142.SZ,X000066.SZ,X002007.SZ,X002456.SZ,X000625.SZ,X002371.SZ,X300136.SZ,X002179.SZ,X000977.SZ,X002008.SZ,X600271.SH,X002463.SZ,X600584.SH,X002180.SZ,X600177.SH,X000050.SZ,X600066.SH,X600487.SH,X600498.SH,X002129.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,-0.0967007782258547,0.0952456832236798,0,0,0,0,0.0330704481559331,0,0.514761685926687,0,0,0,0,0,0,0,0.106934457831636,0.178801230598533,0,0,-0.0728019305503999,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0386681806930368,-0.0337516169626164,0,0,0,0,0,0,0,0,0,0,-0.00626959119687657,1.0842021724855e-19,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0620207800841137,0,0,0,0,0,0,0.521862066847563,0,0.0134100084410135,0.032605183120591,0,0,0.0123595325864883,0,0,0.0496369109201919,0,0,0,0.0188859446863227,0,0,1.73472347597681e-18,0.00674175893084571,0,0,0,0,0,0,0.0313198117472456,0,0,0,0,0,0,0.0132495264547331,0,0,0,0,0,0,-0.0135536753100526,-0.00493334736312815,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.154752476033366,0,0.152498219923574,0,0,0.244259303270405,0,0,0,-0.0847902736982322,0,0,0,0.0682229260166587,0.0752781908090567,0.0130836449418821,0,0,0,-0.146243009240371,0,0,0,0.00721769127253302,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.0281164945539341,0,0,0,0,0,0.259716615295385,0,0,0,0.00798253463272551,0,0,0,-0.0177459171409059,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.122732314828081,0.0350352085649249,0,0,0.372542307781843,0,0,0,0,-0.0567965893602114,0.0163483945361407,0,0,0,-0.0311487195160949,0,0,0.0201349498076159,0,0.0176576928348018,0,0,0.091320224208007,0,0,0,0,0.0961243171343144,0,0,0,0,0,0,0,0,0,0.0233111026906564,0,0,0,-0.0364992596724587,0,0,0,0.0167251257482586,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.000844599399504462,0,0,0,0,0.140680721030944,0,0,0.0325648255032767,0,0,0,0,0,0,0,0.58978808548738,0,0,0.0122240899074656,0.0450578075784242,0,0,0,0,-0.106862885021044,0,0,0,0,0.0596702074502339,0.10461259359304,0,0,-0.0447131126983424,0,0,0,0,-0.0371752635428831,0,0,0,0,0.0749966835193236,-0.0770033547555276,0,0,0,-0.0745236422744852,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0977745892081608,0,0,0,0,0,0,0,0,0.00871730691806517,0.0117326982862467,0,0,0,-0.0358123730993767,0,0,0,-0.0456357851756456,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.0587877530790455,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0503508250408756,0,0,0,0,0,0,0,0,-0.0254284322678428,0,0,0.292038826246934,0,0,0,0,0,0.018713294178109,0.0254308884412571,0,0,0,0.221107656243085,0,0,0,-0.141651271902665,0,0,-0.0743822087481362,0.280682115059477,0,0.0492956716993395,-0.0184499942619175,0,0,0,0,0,0,0,0,0,-0.0429213363451717,0,0,0,0,0.024192299812593,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.183624617767074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00650908789933,0.0207757452278283,0,0,0,0,0,3.46944695195361e-18,0,0,0.179781554147441,0,0,0,0,0,0,0.0955036700300962,0.00680797392378129,0,0,0,-0.0951021588123891,0,0
X000725.SZ,0,0,0,0,0,0,0.0119027150118862,0,0,0,0,0,0,0,0.0738050347820402,0,0,0,0,0.023908405541607,0.154969833993774,0,0,0,0,0.0591835061087172,-0.0185885658792915,0,0,0,0.0344464728177687,0,0.0313236502271897,-0.00748387941520394,-0.00843821612136203,0,0,0,0,0.0209819639420396,0,0.121502149211946,0,0,0,0,0.0419523235263115,0,0.0890690873433217,0,0,0.00107097329568094,0.0164048563233,0,0,0,0.0292835765117085,0,0
X002304.SZ,0,0,0.0650129821208273,0,0,0,0,0,0,0,0,0,0,0,-0.0239653300260488,1.73472347597681e-18,0.0095707390093101,0,0,-0.02010982273683,0,0,0.244749592114219,0,0,0,0.0352997963337459,0,0,0,0,0.0445532120319738,0,0,0,0,0,0.0571382973890061,0,0,0.0492089329688519,0,0,0,0,0,0,0,0,0,0,0.0017930132657577,0.042525970166338,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.219692868324429,0,0,0,0,0,0,0,0.0487016970307897,0.134536129724566,0,0,0,0,0,0,0,0,0.0374328651148422,0.0798735588422856,0,0,0,0,0,-0.0145253179914119,0,0,0.14645422845553,0,0.0196375748537041,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,-0.0618190748916704,0,0
