,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X000338.SZ,X600741.SH,X600031.SH,X600703.SH,X000568.SZ,X300003.SZ,X600271.SH,X601877.SH,X600487.SH,X300124.SZ,X002008.SZ,X002236.SZ,X600809.SH,X000100.SZ,X000661.SZ,X002456.SZ,X000596.SZ,X600867.SH,X002179.SZ,X000625.SZ,X600498.SH,X300142.SZ,X002007.SZ,X600066.SH,X000977.SZ,X000157.SZ,X600566.SH,X300136.SZ,X002294.SZ,X002241.SZ,X600522.SH,X002180.SZ,X600177.SH,X300146.SZ,X600089.SH,X600372.SH,X000869.SZ,X002506.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.405199550944438,0.0458212290897922,0,0,0,0,0.00908607892692515,0.021950009576489,0,0,0,0.0231560205020558,0.0228859305018392,0.0561968294285654,0,0,0,0.0550527151766604,0.000798308972818389,0,0,0,0.0241782437459658,0,0,0.0349426808565933,0,0,0,0,0,0.0498656823157855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000993951730997759,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.0916088287695025,0,0,0,0,0,0,0.0782512650748694,0.261401896893175,0.139450334975173,0,0,0.157769657612232,0,0,0,0,0,0,0,0,0,0,0,0,0.0109733101145189,0,0,0,0,0,0,0,0,0,0,0,0.0440816383249922,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.0284544554787148,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.206983338427213,0,0,0,0.0360431829904762,0,0,0,0,0,0,0,0,0,0,0,0,0.432329895651927,0,0,0,0,0,0,0,0,0,0,0,0,0.0640044294638016,0,0,0,0,0,0,0,0,-0.0822177017566652,0,-0.109226295517089,0,0,0,0,-0.00419091382581998,0.0156986071222213,0,0,0,0,0,0
X000858.SZ,0.251246060895252,0,0,0,0,0,0.123549837735068,0,0.174774318018821,0,0,0,0,0,0,0.217572859715703,0,0,0,0,0,0,0,0,0,0,0,0.15936939876076,0,0,0,0,0.0955941619183453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00499665584957481,0,0,0,0,0,0,0
X000651.SZ,0.316024032478037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224740995972439,0,0,0,0,0.0545550270949798,0.230444568844948,0,0,0,-0.00933478889621921,0,0,0.0408914103790954,0,0,0,0,-0.0314351703678173,0.0486495768286517,0,0,0,0,0,0,0,0,0,0,0,0.00410896828968072,0,0,0,0,0.000695328617089683,0.00241603445468089,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132269767382174,0,0,0,0.00167147548754553,0,0.0874568985931748,0,0,0.0477750984808563,0,0.0783829054413374,0,0,0,0,0,0.0600957212078535,0,0,0,0.29660204345924,0,0.34917900787504,0,0,0,0,0.158415315480687,0,0,0,0,0,0,0.0134498593691515,0.00218248173448364,0,0,0,0,0,0
X002304.SZ,0,0,0,0.365411097293385,0,0,0,0,0,0.0491124648058033,0.033518433299751,0,0,-0.0871692568358534,0,0.576691220272298,0.121060867440535,0,0,0,0,0,0,0.138651654531137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.177772826646036,0,0,0,-0.12561476142477,0,0,0,0,-0.00369539139524816,0.0105554861830643,0,0,0,0,0,0
X000725.SZ,0,0,0.0420647955364033,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0454246386818602,0,0,0.113565537648856,0,0,0.0224185878293065,0,0.418104764040753,0,0,0,0,0,0,0.0858472752642618,0,0,0,0.106303974696441,0,0,0,0,0,0.147986695104707,0,0,0,0,0.137313642528199,0,0,0,0,0.0137195344429022,0.0413272141768774,0,0,0,0,0,0
X600690.SH,0,0,0,0.225598090475861,0,0,0,0,0,-0.0437066481901426,0.204311332922739,0,0,0,0,0,0,0,0,0,0,0,0.0570154481991613,0,0,0,0.108434557181807,0,0.12884401196711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00373130669628048,0,0.0293907994807023,0.181594015302141,0,0,0,0.0125319268711096,0,0,0,0,0,0,0
X000063.SZ,0,0.198543339490296,0,0,0,-0.0287382823275654,0,0,0,0,0.208486384537197,0,0,0,0.120602553631861,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261137156447098,0,0,0,0.166461112817428,0,0,0,-0.134792873501488,0,0,0,0,0.0668424739254265,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0830445656008785,0,0.101407193141657,0.0681455272957526,0,0,0,0,0,0,0,0.0143530805558167,0,0,0,0,0.216398693751374,0.314146620750931,-0.113508205595779,0,0,0,0,0,0,0,0.0627949101939863,0,0,0.219631975599657,0,0,0,-0.0833100922409457,0,0,0,0,0.363830261486031,0,0,0,0,0.0253648558726945,0,0,0,0,0,0
