,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X000568.SZ,X002475.SZ,X600741.SH,X601877.SH,X600703.SH,X600271.SH,X002236.SZ,X000100.SZ,X300124.SZ,X000625.SZ,X300003.SZ,X600498.SH,X600487.SH,X002008.SZ,X000661.SZ,X600809.SH,X002007.SZ,X300142.SZ,X002179.SZ,X000157.SZ,X600089.SH,X600066.SH,X600867.SH,X000596.SZ,X600177.SH,X600522.SH,X002506.SZ,X600566.SH,X600372.SH,X002180.SZ,X002456.SZ,X300146.SZ,X002241.SZ,X600118.SH,X600183.SH,X002294.SZ,X000977.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.27567131347184,0.0665814978058743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.504670054023843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00902753770712271,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,-0.0613934718191951,0,0.152741946441232,0,0.0460236956409657,0,0,0,0,0,0,0,0,0,0.0145859215787313,0,0,0,0.125108933469361,0,0,0.0735403101943459,0,0,0,0,0,0,0,0,-0.147401527154126,0,0,0,0,0.176089577179754,0,0,-0.0397965990884252,0,0,0,0,0,0.117199415779697,0,0,0,-0.0538127966895845,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0322364228646068,0,0,0,0,0.671459369869632,0.0176913653258278,0,0,0,0,0,0.0312845570967367,0,0,-0.075655070090003,-0.0378928847096504,0.106643497279221,0,0,0,0,0,0,0,0,0,0.0203269411638396,0,0,0,0,0,0.237871362057377,0,0,0,0,-0.00337845204229184,0.0155677021146907,0,0.0367256880211836,0,0.0854239685500349,0,0
X000651.SZ,0.0355259520608474,0,0,0,0,0,0.322272077762106,0,0.171959144395296,0,0.0426106201522967,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396343988270831,0,0,0,0,0.0391982522429748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00907244444593919,0,0,0,0,0.0927321471221261,0,0
X600276.SH,0.0424609607994142,0,0.0549686631489723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347683567820513,0,0,0,0.0515793555358009,0,0,0.035955276747693,0,0,0,0,0.0373397132565269,0,0,0,0,0.0204224685349649,0,0,0,0,0,0.284504779645559,0,0,0,-0.0503060966156258,0,0.0162024233459255,0.024457279729738,0,0,0,-0.0253492537099401,0,0
X000858.SZ,0.308684436038696,0,0,0,0,0,0.34555662491078,0,0.0170899222140718,0,0,0,0,0,0.0349178839929522,0,0,0,0,0,0,0,0,0.0157305358871847,0,0,-0.036367764544696,0.119454286718424,0,0,0,0,0,0.104756414970232,-0.0587400941105535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00368842658083564,0.0256261982966317,0,0,0,0,0,0
X002304.SZ,0.018241896805939,0,0,0,0,0,0,0,0,0,0,0,0.417457324286146,0,0,0,-0.0815879594962025,0,0,0,0,0,0.147762797505848,0,0,0,0,0.165509731605477,0,-0.106416399174605,0,0,0,0,0,0.289985296157887,0,0,0,0,0,0,0,0.0271303105918174,0,0,0,0,0,0,0,-0.0119657653931298,0.0481156408238375,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.148793961828428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0551641136206182,0,0.02016650608884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230902879537363,0,0,0.0812578962972553,0,0.220569230994535,0,0,0,-0.00772035876144611,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.244661933535417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166480185136277,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.495787968041401,0,0,-0.0348175938767397,1.73472347597681e-18,0,0,0,-0.0666230182001134,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135743984495816,0,0,0.052204112970878,0,0,0.294017319252776,0.0706283689921098,0,0,0,0,0.0131064228607521,0,0,0,0,0,0,0,0.29039627585434,0,0,0.140983954362487,0,0,0,0,0,0,0,0,0,0,0.0211706343546155,-0.0342791784841516,0,0,0,0.0984289194244805,0,0
X600031.SH,0,0,0.19366126291554,0,0,0,0,0,0,0,0,0,0,-0.093015473344728,0.413812478096872,0,0,0,0,0,0,0,0.112983107468324,0,0,0,0,0,0,0.163869552544437,-0.129187105448114,0,0,0,0,0,0,0,0,0.0353622129034647,0.210967066349548,0,0,0,0,0,0,0,0,0.0185800066615644,0,-0.00461615580684284,0.005600876009825,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0.084265770036429,0,0,0,0,0,0,0.0177404147352055,0,0,0,0,0,0,0,0,0.0496454662114088,0,0,0,0.0565675549873681,0,0.112347460994655,0,0.0766797724386891,0,0,-0.0629462924316616,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515963381954109,0,0,-0.00664870260628091,0.00952838525611845,0,0,0,0,0,0
X000568.SZ,0.143441215272202,0,0,0,0.102113307419164,0,0.123757569281072,0,0,0,0,0,0,0,0,0.083454107898399,0,0,0,0,0,0,0.0639462387344076,0,0,0,0,0.371486832506657,0.0173565303512687,0,0,0,0,0,0.056521017609813,0,0,0,0,0,0,0,0,0.0683841044601125,0,0,0,0,0,0,0.0404405555670038,-0.0210578981633862,0.0277782818117826,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.397886402247985,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.177638869130971,0,0,0,0,0,0,0,0.487966429164088,0.0831537802988752,0,0,0,0,0,0,0,-0.0393432686810899,0.018839744450624,0,0,0,-0.283818526666025,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711785615462584,0,0,0,0,0,0,0,0,0,0.0872062903183063,0,0,0,0,0,0.010951024563959,0,0,0,0.26094458281623,0.118241726300928,0.164575217871589,0,0,0,0,0,0,0.0154371694482644,0,0,0,0,0,0.0798749502866029,0,0,0.00116948246333744,0,0,0,0,-0.0729049700452252,0,0
X601877.SH,0,0,0,0,0,0,0,0,0.0465213759038448,0.0278096202800108,0,0,0,0,0,0,0,0,0,0,0,0.0599878048110582,0,0,0.0842412689220793,0,0,0,0,0.165783257022723,0.00777194612579587,0,0,0,0.0924465843500338,0,0,0.0461066572018008,0,0.0556893625117797,0,0,0.0757640567268778,0,0,0,0,0,0,0,-0.0370260920804032,0.0109664798660674,-0.0142093567617995,0,0,0,0,0,0
