,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X002475.SZ,X600031.SH,X000651.SZ,X600809.SH,X002304.SZ,X600690.SH,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X000338.SZ,X300124.SZ,X000063.SZ,X600703.SH,X003816.SZ,X000100.SZ,X000596.SZ,X002241.SZ,X000157.SZ,X002371.SZ,X000625.SZ,X600741.SH,X002007.SZ,X002129.SZ,X601877.SH,X002179.SZ,X002236.SZ,X002049.SZ,X002414.SZ,X300142.SZ,X600584.SH,X601799.SH,X000799.SZ,X600183.SH,X300003.SZ,X000066.SZ,X000800.SZ,X002074.SZ,X600089.SH,X002008.SZ,X600779.SH,X000050.SZ,X000977.SZ,X002185.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.122003706005647,0,0,0,0,0,0,0.229900938937152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10582309218256,0,0,0,0,0,0.0131954012635505,0,0,0,0,0,0,0,0.00945129716034277,0,0,0,0.0747283100344285,0,0,0.00620330761615179,0,0,0,-0.00583359825027988,0,0
X000858.SZ,0,0,0,0,0.302009073113815,0,0,0,0.136670636720601,0.0421574102827121,0,0,0,0.00898076028286155,0,0,0,0,0,0,0,0.0137621694151554,0,0,0,0.00822061402239442,0,0.0742523457583467,0,0,0,0,0,0.0285551702100331,0,0,0,0.141350852569493,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0030182248928114,-0.0318840686002955,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.156848645026344,0,0,0,0,0,0.00427394275653659,0,0,0,0,0,0.146085554831896,0,0,0,0,0,0.106527401781452,0,0,0.211614454654201,0,0,0,0,0,0,0,0,0,0,0.00797330690972346,0,0,0,0,0,0,0,0,-0.004120795373177,0,0,0,0,-0.0201527650747033,0,0
X600276.SH,0,0,0.161510167775513,0,0,0,0,-0.0908609993294826,-0.0319369218930005,0,0,-0.00525344942156068,0,0,0.118160506791996,0,0,0,0,0,-0.0219517689459172,0,0,0,0,0.0106606192463423,0,0,0,0,0.052712632227018,0,0.0672449965289893,0,0,0,0,-0.0129443299302679,0,0,0,0.0301778918111219,0,0,0,0,0,0,0,0.138895946258692,0,-0.00589039406295414,0,0,0,0,-0.0255647710967563,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.424193355529722,0.0713583408225049,0,0,0,0,0,0,0,0,0,0,-0.0995193401479253,0,-0.0609132321339311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11077436675045,0,0,0,0,0,0,0,0.00867514552341466,0,0,0,0,0,0,-0.0253213361355498,0,0,0,-0.0145557410217843,0,0
X002475.SZ,0,0,0,0,-0.0740903493652133,0,0.131636092154802,0,0,-0.0526041200433453,0,0,0,-0.0058208673138309,0,0,0,0,0.117408090039883,0,0,0,0.444290749263626,0,0,0,0,0,0,0,0,0,-0.0013339045504974,0,0,0,0.0335121342939652,0,0.13429164400246,0,0,0,0,-0.070823860362926,0,0,0,0,0,0,0,-0.00868776320073393,-0.0278712143227241,0,0,0,0.0139103508046723,0,0
X600031.SH,0,0,0.01083478360003,0,0,0,0,0,0.0299738922844609,0.105877841132644,0.129902434809605,0,0,0,0,0,0,0,0,0,0.0365591211821094,0,0,0.203613981478009,0,0,0,0,0.000330102863394757,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101581647049275,0,0,0.00685157813038723,0,0,0,0,0,-0.02050389188003,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.269815017987904,0,0,0,0,0,0,0,0,0,0,0,0,0.154179528286442,0,-0.00438161063903242,0,0,0.0206321676245199,0,0,0,0,0,0.0367582455642086,0,0,0,0,0,-0.0333728834573844,0,0.0728529709884044,0,0.0298462502496326,0,0,0,0.276298633632554,0,0,0.00826600535661829,0,0,0,0,-0.0327607742592121,0,0
X600809.SH,0,0.461413403412089,0,0,0.0453995801416696,0,0,0,0,0,0.173880005742421,0,0,0,0,0,0,0,0.168946732394045,0,-0.0411550118849699,0,0,0,-0.100500717388497,-0.0823342623494788,0,0,0,0,0,0,0,0,0,-0.0966228535278951,0,0.0621175306652464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00575917508361786,0,0,0,-0.0242580326283375,0,0
X002304.SZ,0,0.0710968541129977,0,0,0.220528667195241,0,0,0,0.213350119020346,0,0,0,0,0,0,-0.0299035934809403,0,0,0,0,0,0,0,-0.0213667371659766,0,-0.0725885931744646,0,0,0,0,0,0,0,0,0,0,0.25836831695186,0.0820452822386687,0,0.203409768601581,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,-0.0649608230529864,0.0324339608060006,0,0,0,0.0223707773787695,0,0
X600690.SH,0,0,0.0202244631152697,0,0,0,0.0885165969989218,0,0.324380843728775,-0.0130706960410214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0849699671365086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00869734334207193,0,0,0,0,0.17600480737515,0,0,0,0,0,-0.015447051584751,0.0637667251216332,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.0659493574190958,0,0,0,0,0,0,0,0,0,0.00452346756319074,0.0208265790151154,0,0,0,0,0,0,0,0,0.2424599920346,0,0,0,0,0,0,0,0,0,0,0,-0.0777034059391569,0.0529065635329287,0,0,0.100976359317937,0.243711111613998,0,0,-0.0269791433911889,0,0,0,0,0,0,0,0,0,0,-0.00289073857750644,0,0
X000725.SZ,0,0,0,0,0,0.133023652633369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303125605760946,0,0.119854656051782,0,0.103278970028104,0.0988403251765708,0,0,0.0650169775749031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759627264668902,0,0,0,0,0,0,0,0,-0.0182697611402803,0,0,0,0,-0.00355583091202302,0,0
