,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X002304.SZ,X000568.SZ,X600031.SH,X600809.SH,X000725.SZ,X000063.SZ,X600690.SH,X000661.SZ,X003816.SZ,X002241.SZ,X000338.SZ,X300124.SZ,X000596.SZ,X002007.SZ,X600703.SH,X300014.SZ,X600741.SH,X000625.SZ,X300142.SZ,X000100.SZ,X002371.SZ,X002129.SZ,X002049.SZ,X000157.SZ,X601877.SH,X002236.SZ,X600584.SH,X002179.SZ,X300003.SZ,X000800.SZ,X600183.SH,X002414.SZ,X300136.SZ,X000066.SZ,X000977.SZ,X601799.SH,X002456.SZ,X600118.SH,X002185.SZ,X600066.SH,X300146.SZ,X000547.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0580372504909019,0,0.050268342960402,0,0,0,0.270773737611393,0,0.177305778057463,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0770324785263871,0,0,0,0,0,0.030966190957849,0,0,0,0,0,0.0210111869481376,0,0,0,0.0525967363204591,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.175517532752944,0,0,0.340265135850108,0,0,0,0,0,0.0761537582115083,0,0.0489584931167505,0.0779779778756276,0,-0.0105953005725663,0,0,0,0,0.00931596123557737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287713445034853,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.181258936464262,0,0,0,0,0,0,0,0,0,0.0377164470920721,0.0595211782980567,0,0,0,0,0,0,0,0,0,0,0.167347236596977,0,0,0,0,0,0,0.0427239974614814,0,0,0,0,0,0,0,0,0,0,0,0,-0.0253326662726853,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.015944062747174,0,0,0,0,0,0,0,0,0.31182344252181,0,0,0,0,0,0,0,0.0618503628011376,0,0.0647023338944516,0,0,0,0,5.42101086242752e-20,0,0.146539508764297,0,0,0,0,0,0,0,0,0.052035921372386,0,0.0251763590618668,0,0,0,0.0178547087831511,0.132433750409241,0,0,-0.00943893249869129,0,0,0,0,0,0
X002415.SZ,0,0,0,0.19263097218612,0,0,0,0,0,0,0.0289089077477366,0,0,0.177375409066271,0,0,0,0,-0.143137244322034,0,0.0039049517870699,0,0,-0.0195520690131955,0,0,0,0,0,0.0902639562797575,0,0,0.133826408525489,0,0.103660039663624,0,0,0,0,0.0505741532634716,0,0,0,0,0,-0.0455326442704794,0,0,0,0,0,0,-0.0192052922054498,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626313462907385,0.0135204087332943,0,0,0,0,0,0,0,0,0.0548719374777812,0,0,0.0347837948656078,0,0,0,0,0,0,0,0,-0.0755649478876366,0.0603935146662303,0.219689813968726,0,-0.0172036286540611,-0.0417011706083528,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.170454269080511,0,0,0,0,0,0,-0.0188323266290107,0.0587074726722253,0,0,0,0.0477176697818675,0,0.116234519133606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116395325755986,0,0,0,0,0,0.0984279080833263,0.00884662849653755,0,0,0,0.00135204923230364,0,0,0,0,0,0,0
X002304.SZ,0,0.140672808807194,0,0,0.0570560059850592,0,0,0,0.329134761490915,0,0.00849466133131249,0,0,0,0,0,0,0,0,0,-0.078595734742104,-0.00304052542095268,0.128837032312835,0,0,0,0,0,0,0,0,0,0,0,0.103373244376614,0,0,0,0,0,0,0,0,0,0,0,0,0.073761195652482,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.00194636876618867,0,0,0,0,0,0.198760572127611,0,0,0.173308063903627,0,0,0,0,0,0.115979300154962,0,0,0.0972647771714949,0.0688185097142431,0,0,0,0,0,0,0,0.0247659921177613,0,0,0,-0.0474089719338101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0394718633818312,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.0191084230579518,0,0,0.0370569954313085,0,0,0.36948925194574,0,0.0658990400680688,0,-0.00727552773928745,0,0.055859992031308,0,0,0,0,0,0,0.189963638484798,0,0,0,0,0,0,0,-0.00339084377925364,0,0,0,0,0,0,0,0,0.104389967110984,0,-0.0840053844107511,0,0,0,0,0,0,0,0,0
X600809.SH,0.156302876341194,0.232232670485455,0,0,0.0109312998610336,0,0,0,0.129339846365311,0,0,0,0,0,0,0,0,-0.133249411649031,0,0.0248297434276863,0.19744263435092,0,0,0,0,0,0,0,0,-0.0809206222126583,0,0,0.0683657659414425,0,0,0,0,-0.0504474322408072,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040323119993077,0.00529621531403127,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.0546783778829645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10795958633561,0,0,-0.0185517557691369,0.496886730920256,0.0661976525940321,0.133833452627651,0,0.147848849804764,0,0,0,0,0,0,0.0180016560330548,-0.0092033014159741,0,0,0,-0.218373965228409,0,0,0,0.0269257570751895,0,0,0,0,0,0.0172719334670196,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.254110603891165,0,0.0175536282650149,0,0,0,0,0,-0.0906861125674412,0.0857734570413686,0,0,0,0,0,0.159352154583096,-0.0626223225169339,0,0,0,0,0,0,0,0,0,0,-0.122479936429647,-0.0376757753060994,0,0,-0.00325265500755556,0,0.0319641361211259,0.0819713799143805,0,0,0.0831533916158219,0.0413125575375443,0,0.080672684063528,-0.0362221993983107,0,0,0,0,0,0
X600690.SH,0,0,0,0.150466582463365,0.00826797581205875,0,0,0,0,0.124471362560401,0,0,0,0,0,0,0.0732783848969765,0,0.070960118050776,0.0680276577641994,0,0,0,0.0988318290753373,0.0355524834017288,0.0417834848937547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0435069310871235,0,0,-1.73472347597681e-18,-0.00790055771779017,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147413081481735,0,-0.316271901574898,-0.0525782616331355,0,0,0.216806740579639,0.167983753921142,0.244730918090167,-0.0964135925235956,0,0,0,0.113219834913366,0,0,0.0330206301617825,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,-0.0640541676267426,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0112082106022275,0.0091505302723874,0,0,0,0,0.0248699324452227,0,0,0,0,0,0,0.00120174630264539,-0.0184108296431208,0,0,0.0340314304025558,0,0,0,0,0,0,0,0.00724732764952014,0,0,0,0,0,0,0,0.195300979172121,0,0,0.0253622771717234,0,0,0,0,-0.0115505746272499,0,0,0,0,0,0
X002241.SZ,0,0,0,0.476488208822711,0,0,0,0,0.159155652441803,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.152372278284322,0.124098965944836,0.0116997222930327,0,0.0673783559764793,-1.73472347597681e-18,0,0,0,0.088583532824132,0,0,-0.0227767316577286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416165708230617,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.296262288419571,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0123609489697946,0,0,0,0,0,0,-0.0270746730951023,0,0,0,0,0,-0.100198454447427,0.300710957867814,0,0,0,0,0,0,0,-0.0572396967113315,0,0.1058057668337,0,0,0.0702653366205451,0,0,0.0151894333366977,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149217589155396,0,0,0,0.195285797383419,0,0,0.00297129289877452,0,0,0,0,0,-0.0338455975825906,0.059435843707343,0,0.0504828074067165,0,0,0.0282834975562296,0,0.1043744266743,0,0,0,0,0,0,0,0.25469615775385,0,0.0993671018025593,0,0.0520356233227433,0,0,0,0,-0.0196856198128831,0,0,0,0,0,0,0
