,X600519.SH,X002415.SZ,X600104.SH,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X600741.SH,X002236.SZ,X002475.SZ,X002241.SZ,X000338.SZ,X002456.SZ,X600031.SH,X601877.SH,X000625.SZ,X002008.SZ,X000100.SZ,X600487.SH,X600066.SH,X300136.SZ,X300124.SZ,X600809.SH,X002508.SZ,X600522.SH,X300003.SZ,X600089.SH,X600498.SH,X002294.SZ,X600699.SH,X600867.SH,X000981.SZ,X002085.SZ,X600271.SH,X000596.SZ,X000050.SZ,X600584.SH,X000157.SZ,X600177.SH,X600566.SH,X300142.SZ,X000559.SZ,X600118.SH,X002180.SZ,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.13495257908519,0,0,0.0984393687925476,0.189504855499611,0,0.0374861170778267,0,0,0,-0.0778509622156416,0,0,0,0,0,0,0,0,0.123646388628159,0,0,0,0,0,0,0.107946526784718,0,0,0,0,0.0347507502117461,0,0,0,0,0,0,-0.0103691352142846,0,0,0,0,0.0886994237186662,0.0418664352266141,0,0,0,0,0.0177646461920848,0,0,0,0,0,0
X002415.SZ,2.16840434497101e-19,0,0,0,0,0,0,0,0.00560387980950619,0,0,0,0,0.0255247449207872,0,0.0836803556422387,0,0,0,0,0,0.0441782248299631,0,0,0,0.0200802681603845,0.150247812508942,0,0,0,0.0257833870919035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490796061949174,0,0,0.0118267083385235,0,0,0,0,0,0,0
X600104.SH,0,-0.0883870087649631,0,0,0,0,0,0,0,0,0,0,0.332875556809215,0,0.10107304768652,0.0556619897310584,-0.0443515451026169,0.0305680282246912,0,0,0,0,0.0592603167001125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109754187008578,0,0,0,0,0,0,0.100502798514405,0,0,-0.0216285865238475,0.0180711737565926,0,0,0,0,0,0
X000858.SZ,0.0525074142358108,-0.0223420483205136,0,0,0.0326728257086927,0,0,0.0937801485907264,0,0,0,0.363004202756505,0,0,0,0,0,0,0,0.0441606805933751,0,0,0,0.0212105882819246,0,0,0,0.228815022082411,0,0,0,0,0,0,0,0,0,0,0,0,0.0020411397737749,0,0,0,0,0,0.100532262585008,0,0,0,0,-0.0165578155539273,4.33680868994202e-19,0,0,0,0,0,0
X000651.SZ,0,-0.0402469156439987,0.210204427934863,0.161546859928418,0,0,0,0.0107335289515478,0,0,0,0,0,0.0714514424818807,0,0.0428975171064358,-0.00433583318228855,0,0.227627851882377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0563720448898066,0,0,0,0,0,0,0,0.0132285915784185,0,0,0.00691129513367939,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,-0.0771714059864808,0.155726150096136,0,0,0,0,0,0.254616805723793,0,0,0,0,0,0,-0.107171331609781,0,0,0,0.0338442699454277,0,0,0,0,0,0,0,0,0,0.317209649071719,0,0,0,0,0.359806267611441,0,0,0,0,0,0,0,0,0,0,-0.0185612793395488,0.0343244323092105,0,0,0,0,0,0
X600276.SH,0.0988294798153275,0,0,0,0,0.131551454809902,0,0,0,0.290854452634505,0,0,0,0,0,0,0,-0.198037630151466,0,0,0,0.00533261798495584,0,0,0,0,0.208354491151232,-1.73472347597681e-18,0,0,0,0,0.0434266103406614,0.189919784397127,-0.0222799379994083,0,0,0,0,0,0,0,0,0,0,0,-0.183871130050172,0,-0.0133303301766263,0,0,0,0.0185938815955943,0,0,0,0,0,0
X002304.SZ,0,0,0,0.392363821676738,0,-0.0280111245263739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0737098833901651,0,0,0.0276604947531169,0,0,0,0.0817201954607517,0,0,1.38777878078145e-17,-0.0117633692028899,0,0,0,0,0.0222547479958331,0,-0.0670307374339436,0,0,-0.0737249622330591,0.0665958999955392,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.32845972409619,-0.238843777370034,-0.215371450952059,0,0,0,0,-0.191567541025607,0.15788365801976,0,0,0.0257875047109581,0,0.0567573064952415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100121283381432,0,0,0,0,0,0.00486098920454282,0.173912339525563,0,0,0,0,0,0,0,0,0,-0.0559807140553235,0.0422319088052931,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0479072158995357,0.164796977060531,-0.186412857185125,0,0,0.292548475668881,0,0,0.0335288622339675,0,-0.0786648972180168,-0.0617898444810789,0,0,-0.253823286600001,0,0,0,-0.0704446949671183,0,0,0,0,0,0,0,0,0.0474113153282105,0,0.122107929027146,0,0,0,0,0,0,-0.044617676255988,0,0,0,0,0,0,0,0,0,0,-0.00857675998165976,0,0,0,0,0,0
