,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600066.SH,X600703.SH,X002241.SZ,X002236.SZ,X000568.SZ,X000100.SZ,X600271.SH,X600031.SH,X600118.SH,X600177.SH,X002456.SZ,X002475.SZ,X002292.SZ,X002007.SZ,X600372.SH,X000338.SZ,X000559.SZ,X300003.SZ,X000157.SZ,X600867.SH,X002506.SZ,X002074.SZ,X600522.SH,X002180.SZ,X300124.SZ,X002294.SZ,X002426.SZ,X002085.SZ,X600089.SH,X000981.SZ,X002508.SZ,X601877.SH,X000050.SZ,X600498.SH,X002465.SZ,X002249.SZ,X000869.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.404676845769834,0,0,0,0,0,0,0.256707434946797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.101475134679454,0,0,0,0,-0.0844714858340344,0.160215194943552,0,0,-0.165363132983755,0.0395790263399454,0,0,0,-0.0257182722678926,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0.0383746334439405,0,0.253147832253467,0,0,0,0,0.152318585159178,0.166947332918524,0,0,0,0,0,0,0,0,0,0,0,0,-0.129071856407491,0,0,0,0,0,0,0,0,0,0,0,0,0.0675844972910443,0,0,0,-0.0264251975905544,0,0.102262568606412,0,0,0,0,0,0,0.0162324762572912,0,0,0.0611207268670788,0,0,0,0,0,0,0
X002415.SZ,0.0596589919790937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541736384306174,0,0.0723933001132808,0,0.136334609309649,0,0,0,0,0,0,0,0.111406111753689,0,0,0,0.0415995827758991,0,0,0,0,0,0.0157126157532235,0,0.0763413182932714,0,0,0.127216939168069,0,0,0.0275079321787902,0,0,0,0,0,0,0
X000858.SZ,0.159895281820351,0,0,0,0.141862437472897,0.131264371317908,0,0,0.125072271493857,0,0.10456694128973,0,0,-0.00474680328156375,0,0.379147201799157,0,0,0,0,0,-0.00655747078848975,0,0,0.0316245759441657,0,0,0,0,0,0,0,0,0,0.00713007150936996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.722965093682899,0,0,0,0,0,0,0,0,0,0.0420708645682767,0,0,0,0,0,0,0,0,0,0,0,0.0607467673137077,0,0,0,0,0,0.0167233773468141,0,0.00710477621342273,0.0350413796982359,0,0,-0.0216713074485245,0,0,0,0,0.014996725780083,0,0,0,0,0,0,0,0.00155855139776301,0,0,0,0,0,0,0
X600276.SH,0.0412007752680163,0,0.114151086138954,0,0,0,0,0,0,0,0.128321967536936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131178718395157,0,0,0,0,0,0,0,0,0.0249948707775861,0,0,0,0,0,0.029241622067923,0,0.0612725846624675,-0.0454093045836695,0,0,0,0,0,0,0,-0.0376787229795231,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,-0.022107580870732,0,0,0.0642621901785721,0,0,0.0762056043950702,0,0,0,0,0,0,0,0,0,0,0.0931840363533228,0,0,0,0,0,0,-0.0171699697407449,0.0236454669798927,0,0,0,0,0,0.00990301742532669,0.0668947797831662,0,0.117153738952894,0,0,0,0,0,0,-0.0409885396713348,0.0202053659435086,0,0,0,0,0,0
X000625.SZ,0,0.135623344617403,0,0,0,0,0,0,0,0,0.133690014935354,0.014867307907363,0,0.0257334730537587,0.118576878305456,0,0,0,0,0,0,0,-0.0764971525145692,0,-0.0115995446214243,0,0,-0.023377600583477,0,0,0,0,0,0.059338951079509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103976260013024,0,-0.0208193756577819,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.142371414950144,0,0,0,0,0,0,0.0164548797725662,0,0,0,0,0.000301690292453957,0,0,0,0,0,0,0,0,0.153555738099435,0,0,0.0101793539697944,0.0271335907857653,0,0,0,0,0.077560762716508,0.0105450236446506,0,0,0,0,0,0.0431437484497921,0,0,0.0158470883243124,0,0,0,0,0,0,0,0.0774176600307372,0,0,0,0,0,0
X000063.SZ,0,0,0,0.101439601993312,0,0,0,0,0,0,0,0,0,0.0903703430193311,0,0,0,0,0,0,0,0.141393020897289,0,0,0,0,0,0,0,0,0,0,0,0.00137433233163749,0.0607662805735103,0,0,0,0,0,3.46944695195361e-18,0,0.033700858361008,0.0438850225657005,0.192410155388845,0,-0.00451852715773274,0,0,0,-0.00529225712119985,-4.33680868994202e-19,0,0,0,0,0,0
X600741.SH,0,0.408850174688795,0,0.158946148740472,0,0,0,0,0,0,0,0,0,0,-0.0162433837971671,0,0,0,0,0,0.286987033474129,0.0956193320349706,0,0,0,0,0,0.0302815231241968,0.0487416838401427,0,0,0,0.00152658729221684,0,0.0923726074233054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114352783567128,0,0,0,0,0,0,0
X600066.SH,0,0,0,-8.67361737988404e-19,0,0,0,0.170616196007811,0,0,0,0,0,0,0.0505414230590891,0,0,0,0,0,0,0,-0.0256187675890055,0,0,0,0,-0.137702341214983,0.138895574364005,0,0,0,0,0.130751713456346,0,0,0,0.112265489219077,0,0,0,0.021790979018644,0.0478540089969962,0,0,0,0,0.0861967994140156,0,0,0,0.101433717303068,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154110935867112,0,0,0.183297131507609,0,0,0,0,0,0,0.0345437307469119,0,0,0,0,0,0.0543270855958904,0,-0.147975452897247,0.119180530152539,0,0,-0.0317431492973622,0,0,-0.117580498177628,0,0,0.131287847868751,0,0,0,0,0,0,-0.0357041011364369,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011421038794346,0,0,0,0,0,0,0,0.284867145768842,0,0.0609421358572935,0,-1.73472347597681e-18,0,0,0,0,0,0,0.107324603496716,0.0234723478466527,0,0.00568243644417719,0,0,0,0,0,0.197532432875122,0,0,0.0159394563697476,0,0.04641092681765,0,0,0.0539696436275144,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01484368121277,0.0363691186561487,0.160606805897544,0,0,0,0,0,-0.0376640433550008,0,0.0468921511222406,0.0532728567228017,0,0,0,0,0,0.0310552274209728,0.0785496324578291,0,0.134595892979939,0,0,0,0,0.108819573120076,0,0,0.0572245773117392,0,0,0,0,0,0
X000568.SZ,0.080859310552755,0,0.110905620034844,0.480140052841534,0.093774452448618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0786057033459402,0.067610540490754,0,0,0,0,0,0,0,0,-0.0691723295801943,0,0,0,0,0,0.000560678901882536,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139249242231356,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0.053233401012338,0,0,0,0.0843011853543966,0,0,0,0,0,0,0.00906824199649567,0,-0.00190727132664622,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.030128793150578,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.143047023852309,-0.0253190033620278,0,0,0,0.00853038432848209,0,-0.0444743053650812,0.119397158555229,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0878885873556852,0,0,0,0.044059476355516,0,0.323886550214193,0,0,-0.0671168079282113,0,0,0,-0.0304541570463644,0,0.102908934454876,0,0,0,0,0,0,0,-0.0828116382826807,0.1872395988447,0,0,0.0637940734730054,0,0,0,-0.0591477731182828,0,0,0,0,0,0,0
X600031.SH,0,0,0,-0.000266938538618901,0,0,0,0,0,0,0,0,0.0864332180669396,0,0,0,0,0,0,0.145307303417859,0,0,0,0,0,0,0,0,0,0,0,0.0241010398743397,0,0,0.0635348458811124,0,0,-0.0199629085336767,0,0,0,0,0.0443851339803379,0.0631930028459146,0,0,0,0,0,0,-0.00963222178081478,-0.0553400739377608,0,0,0,0,0,0
X600118.SH,0,0,0,0.00987456561745908,0,0,0,0,0,0,0,0,0,0.0150542795441121,0,0,0,0.0553552002249141,0,0,0,0,0,-6.93889390390723e-18,0,0.40562088826645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.0727179539240175,0.0497972170910555,0,0,0,0,0,0.0214677600103248,0,0,0,0,0,0,0
X600177.SH,0.100336672815197,0,0,0,0,0,0,0,0.207222225451163,0,0.20553158441011,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0302888965691269,0,0,0,0,-0.0655131702980078,0.074588504001775,0,0,0,0,0,0,0,0,0,0.085068182511905,0,-0.011949335908354,-0.0769242154006708,0.119045128536166,0,0,-0.0158620633641651,0,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194960363206434,0,0,0,0.246834944186824,0,0,0,0,0.0721174562026688,0,0.099762072608148,0,0,0,0,0,-0.0538353208014502,0,0.0783031120071088,0.234725772723711,0,0,0,0,0,0,0,0,0,0,0,0,0,0
