,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X003816.SZ,X002475.SZ,X600104.SH,X000625.SZ,X000725.SZ,X300124.SZ,X002371.SZ,X000338.SZ,X002304.SZ,X000596.SZ,X600031.SH,X000063.SZ,X000100.SZ,X300014.SZ,X000157.SZ,X600089.SH,X002179.SZ,X600703.SH,X002236.SZ,X002463.SZ,X600741.SH,X000977.SZ,X600372.SH,X002241.SZ,X002049.SZ,X600066.SH,X000661.SZ,X002028.SZ,X002129.SZ,X000921.SZ,X600584.SH,X600522.SH,X601877.SH,X000800.SZ,X601799.SH,X600183.SH,X002074.SZ,X600566.SH,X600418.SH,X002223.SZ,X002007.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.250007619491858,0,0.104052550673982,0.121605980849119,0,0,0,0.157425511971187,0,0,0,0,0,0,0,0,0,0,0,0.0292656113387719,0,0,0,0,0,0,0,-0.0647793538476611,0,0,0,0,0,0,0,0,0.00635571497594053,-0.00588722362687698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.50150890727701,0,0,0,0.000617299818922756,0,0,0,0,0,0,0,0.0241781340596187,0,0,0,0,0,0,0,0,0,0.0222420715136691,0,0,0,0,0,-0.00952261477203993,0,0,0,0,0.104196158508581,0,0,0,0,0.0249141066799182,0.0626752773704548,-0.017780479468599,0,0,0,0,0,-0.0417476162322456,0,0,0,0,0,0,0
X600809.SH,0.372108993940518,0,0,0,0,0.0600940433337925,0,0,0.0121300841834518,0,0,0,0,0.0764660530051417,0,0,0.143081265712145,0.142338100448056,0,0,0,0.142308279453514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0553419661539282,0,0,0,0,0,0.00348032966431552,0,-0.0166661453494933,-0.0121604506370047,0.00902636389747688,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.132253902349025,0,0.00701195784418681,0,0,0,0,0,0,0,0,0,-0.0376613006895496,0.0149519591998919,0,0.163795744523436,0,0,0,0,0,0,-0.0416006572324451,0,0,0,0,4.33680868994202e-19,0,0,0.13186720681028,0,0,0,0,0.0255022697646866,0,0,0.00608732178714063,0,-0.0150488990640541,-0.0107703945181093,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,-0.154075255478713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241740466679859,0,0,0,0.071177297087277,0,0,0,0.210153450160677,0,0,0,0.08271901648995,0.0113684981717571,0,0,0,0,0,0.0984145828134424,0,0,0,0.0627914301729773,0,0.0107813478302296,0,0,0,0,0,0,0
X000568.SZ,0,0.901915833447117,0.138534559377174,0,0,0,0,0,0,-0.00462970215457312,0,0,0,0,0,0,0.015546038920255,0,0,0,0.0676521959259751,0,0,0,-0.031792802792804,0,0,-0.100501405567636,0,0,0,0,0,0,0,0,0.114963658395475,0,0.0251222842917601,0,0,0,0,0,0,0,0,0,0,0,0,0.000996056341187991,0.0220816152734543,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.160975188243336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135725612559179,0,0,-0.14643872543479,0,0,0,0,0,-0.0100629494832601,0,0,0.0288859935760388,0.171849904364968,0.0259115166705575,0,0,-0.0511500336230147,0,0.0736399788043932,0,0,0,0,-0.0238377377263273,0,0,-0.060540786595342,0.0634586334031117,-0.0416523437757458,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.154544806316909,0.0505842558554124,0.174665018605202,0,0,0,0,0,0,0.101986912296348,0,0,0,0,0,0,0.0114926952805199,0,0,0.303307860974682,0,0,0,0,0,0,0,-0.0366874105181331,0,0,0,0,0,0.128525522952224,0,0,-0.134455606853955,0,0,0,0,0,0,0,0,0,0,0,0.000941963692588105,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.2033113099442,0,0,0,-0.0375761992093897,0,0,0,0,0,0,0,0,0,0.0270921500869521,-0.0229842449727655,0,0,0.244804225989254,0,0,0,0,0,0,0,-0.0524496290119405,0,0,-0.0889383683165674,0,0,0.261825592462268,0,0,0,0.140645313821117,0,0,0.183162343235645,0.238943319532234,-0.127705082169319,0,0,0.0342616759150804,0,0,-0.0894153728687029,0,0,0,0,0,0
X002475.SZ,0.36321723308756,0,0,0,0.0295081687411741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0861264207709764,0,0.226497362954324,0,0,-0.0197264258323266,0,-0.0188983173130965,0,0.384838267799317,0,-0.0630666166030389,0,0,0,0,0,0,0,0,0.12411741163176,0,0,0,0.0807593301841775,0,0,0,0,-0.00395005422020313,0,-0.189179007041777,-0.208124379344111,0,0,0,0
X600104.SH,0,0,0.0440150601554683,0,0,0,0,0,0,0.0231915009703079,0,0,0,0,0.0634050832114321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136847017275577,-0.0244428854566229,0,0,0,0,0.0535699389274939,0,0,0,0,0.0109979721546408,0.022393534447227,0.0862652853668382,0.0232905034622508,0.00911797230195183,0,3.46944695195361e-18,0,-0.0086919365827535,0,0,0,0,0,0,0
X000625.SZ,0.0648939371058437,0,0,0,0.186327527623863,0,0,0,0,0,0,0,0,0.0657177636374977,0,0,0,0,0,0,0,0.10344549636717,0,0,0,0,0,0,0,0,0,0.186961595438398,0,0.0572439425594482,0,0,0,0,0,0,0,0,0,0.015869987757039,0,0,0.417399895005774,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0.00434235830382637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238284351976579,0,0,0.169168967716077,0,0,0,0,0.17629895573646,0.119936337291659,0,0,0,0,0,0,0,0,0,0,-0.0807751711559862,0,0,0,0,-0.0326880453778803,0,0,0,0,0,0,0,0,-0.00487245123862275,-0.00158544499006818,0,0,0,0,0,0
X300124.SZ,0,0,0,0,-0.0569121580074806,0,0,0.213093724485151,0,0,0,-0.0192956482140618,0,0,0,0,0,0,0,0,0.0890857943035962,0,0,0,0,0,0,0.107154222148094,0,0,0,0.100084670951713,0,0,0,-0.00897900454866604,0,0,0,0,0,0,0.0919419569359712,0.00861573965360686,0,0,0,0,0.297972763166141,0,0,0.000125411602119817,0,0,0,0,0,0,0
X002371.SZ,0,0.102661325339058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342486768626664,0.236999738167366,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0139781847299217,0,0.0346729696156673,0.23365294946662,0.037017462824771,0.0846532832296644,0,0,0,0,0,-0.118692120458305,0.0481677737689268,1.38777878078145e-17,0,0,0,0,0,0.028405255944782,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.0575477793825529,0,0,0.0404344383865013,0,0,0.0439030182570859,0,0,0,0,0.021228045282385,0,0,0.32956651283339,0,0,-0.026548196206586,0,0,0,-0.0755785379386974,0,0,0,0.0809220136641209,0,0,0,0,0,0,0,0,0,0,0,0.0685906876967493,0.126958347461203,0,0,-0.0723053967666477,0,-0.0118578756936822,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.251423524548981,0,0,0,0,0,0,0,0,0.0114891444780807,0,0,0.0684105831301225,0,0,0,0.164369757099533,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0599406296380067,0,0,0,0.0190219379722305,0,0,0.0432420087790451,0,0,-0.0733554865619529,0,0,0,0,0,0,0,0,-0.0188498019125923,0,0,0,0,0,0,0
X000596.SZ,0,0.232000530353182,0.0656356438566651,0,0,0.322446672876976,0,0.0803771825620952,0,0.151340490081898,0,0.085505520253219,0,0,0,0,0,0,0,-0.0829451744628646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.0141237512833851,0.0373308205957768,0,0,0,0,0,0,0.168892133315896,0,0,0,0,0,0,-0.0269806175192055,0.0717603143816875,0,0,0,0,0
