,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X000568.SZ,X600741.SH,X002241.SZ,X002475.SZ,X002236.SZ,X600066.SH,X000338.SZ,X000100.SZ,X601877.SH,X002456.SZ,X600271.SH,X002085.SZ,X600118.SH,X600089.SH,X300124.SZ,X000157.SZ,X600522.SH,X600177.SH,X002508.SZ,X600372.SH,X002007.SZ,X000066.SZ,X300136.SZ,X600487.SH,X600699.SH,X000981.SZ,X300003.SZ,X600867.SH,X002294.SZ,X002180.SZ,X000559.SZ,X002008.SZ,X002292.SZ,X002074.SZ,X000623.SZ,X000050.SZ,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.00425547494341571,0,0,0,0,0,0,0,0,-0.129333541777984,0.192617701868702,0,0,0,0.0645419741513406,0,0,0,0,0,0,0,0,0.0184900316372944,0,0,0,0,0,0,0,0,0.0292033259530213,0.114169962682231,0,0,0,0,0,0,0,0,0,0,0.00485336288894163,0,0.000894625619497042,0.0294012734516972,0.00911680408443156,-0.00335901316437597,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.304883788936087,0,0,-0.0790839722047199,0,0,0,0,0,0,0,0,0.248886834829328,0,0,0,0,0.0327154222682589,0,0,-0.0510277099766249,-0.0105774129554943,0.252975122134687,0,0,-0.013495230902921,0,0,0,0,-0.121989741969082,0,0,0,0,-2.16840434497101e-19,0,0.00723915880662596,-0.00755070073070409,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0524070036467351,0,0,0,0,0,0,0,0,0,0.279960719048591,0,0.0540333613318928,0,0,0,0,0,0,0.0642308053253976,0,0,0,0,0.226134119460059,0,-0.32997499717231,0,0,-0.0194451828213355,0,0,0,0,0.0906606814133466,0.068379848262693,0,-0.0289668159919273,0,0,0,0,0,0,-0.0277399856675008,0.00842505439140598,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0551341417015307,0,0,0,0,0,0,0,0.283258376859174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308864739004454,0,0.0172485607010679,-0.00351627784214067,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0702287616830349,0,0.0846565895594003,0,0,0.0406001472704682,0,0,0,0,0.31371769902199,0,0,0,0.0705910717026626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0630220743946501,0,0.0759502794106012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108432830174645,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.175945953271404,0,0,0,0.00161729956714393,0,0,0,0,0.0275819985792747,0.256469408651995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488219369978206,0,0,0,0,0,0,0,0,0,0,0,0,0.139887153958697,0,0.0462710896057638,0,0.00197804925231145,-0.00209918295451177,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,-0.0155964132288657,0,0.174962050249972,0,0,0,0,0,-0.0377110923647094,-0.207809330244428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806136221975692,0,0,0,0,0.0771877174172016,0,0,0,0,0,0,0.13903857656811,-0.0695083399825354,-0.0137580556654789,0.00867864342214034,0,0,0,0,0,0
X000725.SZ,0,0,0,0.49963985957456,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,-0.426775675795622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0980063281413279,0.22916282090359,0,0.0871483132346307,0,0,0,-0.0769213213218846,0.0231068988580095,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.0717406639134807,0,0,0.019179349016736,0,0,0,0,0,0,0.248076614917862,0,0,0.1815338299573,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.206604734932645,0,0,0.160619601325142,0,0,0,0,0,-0.00491061142940057,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.162427122372498,-0.0618132440645178,0,0,0,-0.30912075353268,0,0,0,0,0,0,0,0,0,0,0,0,0.0747431113905655,0,-0.146468839297967,0,0,0,0.11635934146168,0,0,0,-0.0399635516065954,-0.0273542334746237,0.130110624341617,0.0244493481019438,0,0,0,0,0,0,0,0,0,0,0,0.0322458610709289,0,0,0,0,0.00720159768332172,0.0074481254842632,0,0,0,0,0,0
