,X600519.SH,X000858.SZ,X000568.SZ,X600809.SH,X002415.SZ,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X300124.SZ,X000651.SZ,X600104.SH,X300014.SZ,X000725.SZ,X600031.SH,X000596.SZ,X002129.SZ,X000063.SZ,X003816.SZ,X000625.SZ,X002371.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X600089.SH,X000661.SZ,X002180.SZ,X002241.SZ,X000100.SZ,X600702.SH,X601877.SH,X300142.SZ,X600741.SH,X000157.SZ,X002074.SZ,X000733.SZ,X000977.SZ,X600522.SH,X600584.SH,X600460.SH,X000799.SZ,X300003.SZ,X000066.SZ,X600183.SH,X600884.SH,X600779.SH,X002294.SZ,X002236.SZ,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.076600693041412,0.0640380412714902,0.264342880173676,0,0,0.0829011771155181,0.0124247655301092,0,0,0,0,-0.0292608320805214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418874891084289,0,0,0,0.0830170973885585,0,0,0,0,0,0,0.0364442972032159,0,0,0,0.0202027444052322,0,0,0,0,0,-0.059009812094711,0,0,0,0.0116425389179666,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.171726046819036,0.0903805381237938,0,0.614975595238503,0.00214854344764434,0,0,0.170435422238089,0,0,0,0,0.0470258587645539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280854652771398,-0.0389802666732674,0.00147106932292495,0,0,0,0,0,0,0,-0.0327695152352425,0.00929020233531988,0,0,0,0,0,0
X000568.SZ,0,0.689777607881956,0,0,0,0,0.088694232034855,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0151563688578507,0,0,-0.181245633470959,0,0,0,0,-0.00808194989068475,0,0,0,0,0,0,0.0745932902735202,0,0,0,0,0,0,0,-0.118225100461301,0.210378978196915,0,0.0987246333029081,0,0,0,0,-0.0180488775577689,-1.73472347597681e-18,0,0,0,0,0,0
X600809.SH,0,0,0.309457084405803,0,0,0,0.110196583581333,0,0,0,0,0,0.00947239594698635,0,0.141359834773522,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0166183785275229,0,0,0,0,0,0,0,0,0,0,0,0,0.158997223054043,0,-0.0273709847049523,-0.11458752775629,0,0,0,0,0,0,0,0.00199867128451604,0,0,0,0,0,0
X002415.SZ,0,0.159830628512168,0,0,0,0,0,0,0,0,0,0,0.0368202126460868,0,0,0,0,0,0,0,0.0653817249820062,0,0,0.0759390955616409,0,0,0,0,0,0,-0.0196340951174629,0,0.0162696600028922,0,-0.0896149061749601,0,0,0.183477595587693,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213084478312747,-0.04137360535508,0,0,0,0,0,0
X600276.SH,0,0,0.0410061163262898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117985018432108,0,0,0,0,-0.155071555150059,0,0.107213776445475,0,0,0,0.0397902719774981,0,0,0,0,0,0.132570107360361,0,0,0.132565366076942,0.0690376597559186,0,0,0,-0.0168968101647994,0.0136273255136594,0,0,0,0,0,0
X002304.SZ,0,0.438530382455793,0.309531105990976,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.132801900330509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609428421152912,0,0,0,0,0,-0.0431006967109482,0,0,0,0,-0.0926898534765542,0,0,0.0144416150350551,-0.0221713632654936,0,0,0,-0.0196438104561997,0.0233362782088322,0,0,0,0,0,0
X600690.SH,0,0,0.0405584301354844,0,0.0828484373969207,0,0.0462842853248789,0,0,0,0,0,0,0,0.333610782926139,0,0,0,0,0,0,0,0,0,0,0,0.0336685481751881,0,0,0,-0.00257993200738152,0,0,0,0,0,0,-0.0198967544447396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000901834703807965,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.287753274121384,0,0,0,0,0,0,0.0586313538665488,0,0,-0.000915398439682047,0.219571623552691,0,0,0,0,0,0,0,0,0,0,0.00456766210743631,0,0,0,0,0,0,0.105548203104484,0,0,0,0,0,0,0,0,0,0,0,0.174982648960761,0,-0.0344670466950237,0,0,0,0,0,0
X300124.SZ,0.0073511273785602,0,0,0,0,0,0,0,0.114820436829136,0,0,0,0.194000026501271,0,0.0310835473949975,0,0,0,0,0,-0.00419808151103832,0,0,-0.293582406912857,0,0.284636784342484,0,0.0581331640698816,0,0,0.229426581719576,0.0166627532407812,0,0,0,0,0,0,0,0,0,-0.113060953370534,0,-0.00461947729515778,0,0,0,0,0,0,0,-0.0204788435407469,-0.00452283223063357,0,0,0,0,0,0
