,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600690.SH,X600031.SH,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X000661.SZ,X601877.SH,X600809.SH,X000100.SZ,X600271.SH,X300003.SZ,X600703.SH,X000157.SZ,X002007.SZ,X300124.SZ,X300142.SZ,X002236.SZ,X002008.SZ,X002179.SZ,X600177.SH,X000625.SZ,X600776.SH,X000977.SZ,X002371.SZ,X600498.SH,X300146.SZ,X600487.SH,X000066.SZ,X002506.SZ,X600183.SH,X600066.SH,X000050.SZ,X600867.SH,X600118.SH,X002129.SZ,X600522.SH,X002049.SZ,X002180.SZ,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0148404585705997,0,0,0,0,0,0.213732119089791,0,0.0342061532841888,0,0,0,0,0,0.0570581941454327,0,0,0,0,0,0,0,0,0,0,0.138116736037011,0.028655359843908,0,0,0,0,0.0235442018210245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391302769523322,0,0,-1.0842021724855e-19,-0.036102418588476,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.247784518777261,0,0,0,0,0,0.446631354377589,0,0,0,0,0,0,0,0.113962999622307,0,0,0,0,0,0,0,0.0820805969878508,0,0,0,0,0,0.0322065200038769,0,0,0,0,0,0,0,0,0,0,-0.0189564965373479,0,0,0,0,0,0,0
X000651.SZ,0,0.0285902208176234,0,0,0,0,0,0,0,0,0,0.307849521801677,0,0,0,0.061227799257026,0,0,0,0,0,0,0,0,0,0,0,0.0271031613537913,0,0,0,0.0922303460736101,0,0,0,0,0,0,1.73472347597681e-18,0.0113684946358798,0,0,0,0,0,0,0,0,0,0.0975385129778664,0,-0.0406250668738238,0,0,0,0,-0.0219769637934709,0,0
X600104.SH,0,0,0.144386394932488,0,0,0.079895512893832,0,0,0,0,0,0,0,0,0.019260016947004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336140529471425,0,0,0.0732763245547188,0,0.0807012525647832,0,0,0,0,0.0687321302539141,0,0,0,0,0,0,-0.0171433907009909,0,0,0,0,0,-0.0190895480938182,-0.00675236795479092,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177355744705723,0.0819081711161485,0.0393507324574223,0.139582583929738,0,0,0,0,0.128255336123733,0,0,0,0,-1.35525271560688e-20,0,0.0267143717188309,0,0,0,0.00639379291989811,0,0,0,0.0507639742429766,0,0,-0.0490144451166292,0,0.0515145022380157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0726373064894781,0.118223152306665,0,0,0,0,0,0,0,0,0,0,0,0,0.324276083110877,0,0,0,0,0,0,0,0,0,0.202948865271663,0,0,0,0,-0.0185123456091418,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0539421828692455,0,0
X002304.SZ,0,0.202229684962684,0.170232170883626,0,0,0,0,0,0,0,0,0.0140901129990011,0,0.0229917820390224,0,0.178204866848133,0,0,0.075841212633542,0,0,0,0,0,0.125746930894534,0,0,0,0,0,0,0,0,0.0217582337705186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00295120354115679,-0.0195258730682789,0,0,0,0.00800847360505406,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.0220249033880453,0,0,0,0,0,0,0,0,0,0,0,0,0.164710936490906,0,0,0,0,0,0,0,0,0.0118737740756777,0.154474051503807,0,0.104189225450565,0,0,0,0,0.0820291157052525,0.191403304099248,0,0,0,0,0,0,0,0,0,0,-0.053600198127569,-0.0680449027543342,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0289401686963777,0,0,0.194941499895721,0.020513799729341,0,0,0,0,0,0,0,0,0,0,0,0,0.0456567036018689,0,0,0,0.0364885082784902,0.0123424399413434,0,0.183753726296278,0,0.201353685845649,0,0,0.110540119048612,0,0,0,0,0,-0.0315744746014147,0,0,0,0,0.041481603054649,0,0
X000568.SZ,0,0.322770375567207,0,0,0,0,0,0,0,0,0,0,0.166827511922033,0,0,0.0571515804954697,0,0,0.114045586444485,0,0,0,0.04312483834975,0,0,0,0,0,0,0,0,0.101886857416345,0,0,0,0,0,0,0,0,0,0.0327406167723235,0,0.0137715753105053,0,0,0,0,0,0,0,-0.0205464796076955,0,0,0,0,-0.0329676181759863,0,0
