,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002304.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X000063.SZ,X002371.SZ,X300124.SZ,X000596.SZ,X000725.SZ,X600031.SH,X002129.SZ,X300014.SZ,X000625.SZ,X000338.SZ,X002179.SZ,X600089.SH,X600703.SH,X002049.SZ,X002236.SZ,X600372.SH,X000100.SZ,X000661.SZ,X601877.SH,X002241.SZ,X000157.SZ,X600702.SH,X000977.SZ,X002180.SZ,X600741.SH,X300142.SZ,X002074.SZ,X600522.SH,X600584.SH,X000733.SZ,X600460.SH,X300003.SZ,X002007.SZ,X002294.SZ,X002463.SZ,X300146.SZ,X000800.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.355493123079019,0,0,0,0.0982909211825658,0,0,0,0,0,0,0,0.00805847070247942,0,0.0114828384920466,0,0,0,0.163296176674324,0,0,0,0,0,0,0,0,0,0,0,-0.042961749326582,0,0.0951613726119717,0,0,0,0,0.0257615468893147,0.0194922452181949,0.0157145421313051,0,0,0,0,-1.73472347597681e-18,0,0.130553275478096,0,0,0,0,0.0161257780154342,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.308051973827809,0,0,0,0,0,0,0,0,0.146059476720915,0,0,0,0,0,0,0,0,0,0,0.0689299711207494,0,0,0,0,-0.0384153026496999,0,0.00583628144780486,-0.0014714785409944,0,0,0,0,0,0,0.00353456814933494,0,0,0,0,0,0.0465249913989018,0,0,0,-0.0688570490639087,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0322563919090818,0,0,0,0,0,0,0.0160696649686003,0,0,0,0.0502853549389658,0,0,0,0,0,0,0,0,0,0,0.040457325065413,0,0.0718187104091094,0.246890156287827,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.1013729046819,0.149453037242779,0,0.0477670738787826,0,0,0,0,0,0,0
X000568.SZ,0,0.535031563143336,0,0,0,0,0.0735335020825264,0,0.0163404616306906,0,0,0.0463174601912173,0,0.0460572222148129,0,0,0,0,0,0,0,0,0,0,-0.0301549408392108,0,0.0934385101955862,0,0,0,0,0,0,0.164410541149741,-0.00134497049507097,0,0,0,0,0,-0.0995286787758606,0,0,0,0,0,0,0,0,0,0,-0.0177630720315486,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0255714792057893,0,0.0427868020724197,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.05587274555178,0,0,0,0,0,0,0,0,0.0600099915370963,0,0,0.0235434381473144,0,0,0.0395008865306011,0,0,0,0,0,0.0303773486177097,0,0,0,0,0,0.341504941820527,0,0,0,0,0,0,0.0441659170924382,-0.013230886696765,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.300525642175987,0,0.152735285486983,0,0,0,0,-0.0352449974882333,0,0.0894086325592153,0,0,0,0,0,0,-0.16410469638885,0,0,0,0,-0.0672122155418305,0,0.0421793940272281,0,0,0,0,-0.0240165683343838,0.301957092541136,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010231396744977,0,-0.032161509957125,-0.0226634640266048,0,0,0,0,0,0
X002304.SZ,0,0.17740702786363,-0.0684409199834518,0,0,0.0186217458933592,0,0.119855988741905,0,0.00109784054639526,0,0,0,0,0,0,0,0.0689800286338706,0,0,0,3.46944695195361e-18,0,0,0,0,-0.0674956921369886,0,0,0,0,-0.0758455478269241,0,0.403469084593327,0,0,0,0,0,0.0201686574787236,0.0406142410706647,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.0202843894329016,0.01079936392595,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.0287889835200544,0,0,0,0,0,0,-0.271762415959109,0,0.161377637265178,0.0535190544297428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485369164008877,0,0,0,0,0,0,0.00474658828477216,0,0,0,0,0,0,0,-0.11387897057296,0,0.0238287512805858,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.361691020574454,0.0765697663937913,0,0,-0.0517024087454001,0,0,0,0,0,-0.569087955101596,0,0,0,0,0,0.0949932422020136,0,0,-0.0399262809629884,0,0,0.0243661892418154,0,0,0,0,0,0,0,0,0,0,0,0,0.134048101950697,0,0,0,0,0,-0.0400030332872204,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24323139095337,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0.0349752606293671,0,0,0,0,0,0.115059192443109,0,0,0,0,0,0.124471677657408,-0.139522013743941,0,0,0,-0.0186302654502265,0,0,0,0,0,0,0
