,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600031.SH,X000568.SZ,X600741.SH,X002241.SZ,X002475.SZ,X000338.SZ,X600066.SH,X002236.SZ,X000100.SZ,X601877.SH,X600118.SH,X600271.SH,X000157.SZ,X002456.SZ,X300124.SZ,X600372.SH,X600177.SH,X002007.SZ,X600089.SH,X600522.SH,X002085.SZ,X000066.SZ,X002508.SZ,X000981.SZ,X300003.SZ,X600867.SH,X600699.SH,X002292.SZ,X000559.SZ,X002294.SZ,X002074.SZ,X300136.SZ,X002180.SZ,X600809.SH,X600498.SH,X002426.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.059258232296591,0,0,0.113827758729412,0,0,0,0,0,0,0,0,0,0,0.0796341725075585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00253878549249935,0,0,0.055331036858254,0,0.178870690240107,0,0,0,0,-0.0167362973832416,0.00411772200280932,0,0,0,0,0,0
X600104.SH,0,0,-0.183822281198875,0,0,-0.0193474251854726,0,-0.0445967309950473,0,0,0,0,0,0,0.725512147105511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100515560670928,0,0,-0.0375130820220728,0.116396758993913,0,0,0,-0.213611865616692,0,0,0,0,0,0,0,0,0,0,0,-0.0183038913959588,0.00988438805512414,0,0,0,0,0,0
X002415.SZ,0,0,0,0.125893014423388,0,0,0,0,0,0,0,0.127058548975243,0.0206544758430779,-0.0413460034016505,0,0.122648175930715,0,0.212010234310209,0,0.201128852041828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00322033013482908,0.00078735050246969,0,0.0493599269334379,-0.235958881475457,0,0,-0.0510824431174074,0,0.00255075737466306,0,0,0,0,0,0
X000651.SZ,0,0.161826236182231,0,0,0,0,0,0,0,0.23837453455819,0.26855115332682,0,0,0,0,0,0,0,0,0,0,0,0,0,0.531559118883457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024447926497774,0,0,0,0,0.0708631467024637,0.0486390934976783,0,0,0.440187523704103,-0.0570548553512419,0,0.0138039351041292,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0473377631327413,0,0,0,0,0.135550981344832,0,0,0,0,0.400591725934023,0.144685512917542,0,0,0,0.0688565668151376,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,-0.00889710326360646,0,-0.0159562879887337,0,0,0,-0.0616697696930005,0,0,0,0.00227207903698805,0,0,0,0,0,0,0,0.00272156256245675,0,0,0,0,0,0
X002304.SZ,0,0.183175350332184,0,0.00893965123595501,0,0,0,0.0646103389480398,0,0,0,0,0,0.14129387160329,0.273154373245153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324944412212984,0,0,0,0,0,0,0,0,0,0,0,0.0994870788980497,0,0,0,0,-0.00136523288470484,-0.00132924626733478,0,0,0,0,0,0
X600276.SH,0,-0.0875266298325067,0,0,0,0,0,0,0,0,0,0.238140713403891,0,0,-0.000597784843460048,0,0,0,-0.111592280132125,0,0,0,0,0,0,0.0218786171131679,0,0,0,0,0,0,0,0.0571863466955275,0,0,0,0,0,0,0,0,0,0,0,-0.0164494527222921,0,0,0,-0.138141161239007,0.0177778090734609,-0.000238362158438742,0,0,0,0,0,0
X000725.SZ,0,0,0,0.109324308200937,0,0,0,0,0,0,0.0859896316001251,0,0,0.200706097817523,0,0,-0.62513123825241,0,0,0,0.132155095886564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180794206898944,0,0,0,0,0,0,0,0,0,0.17830986951797,-0.0437404579504878,0.0107745136157678,0,0,0,0,0,0
X000625.SZ,0,0.105805413054141,0,0.116277439182513,0,0,0,0,0,0,0,0,0.0947670477218445,0,0.312341757773722,0,0,0,0,0,0,0,0,0,0,0,0,0.131867824840165,0,0,0,0,0,0,-0.0717082067740082,0,0,0,0,0,0,0,0,0,0,0.0545658108418436,0,0,0,0,-0.0241618073489408,0.00899238044911537,0,0,0,0,0,0
X600690.SH,0,0,0,0.20395325338316,0.0568097127560729,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449177776755986,0,0,0,0.0854137367722057,0,0,0,-0.0232342024059801,0,0,0,0,0,0,0.00529029287600343,0,0,0,-0.0573304239663183,0,0,0,0,0,-0.0780004215819766,0,0,0,0,0,0,0.000860417446956755,-0.00372314078402373,0,0,0,0,0,0
X000063.SZ,0.0788201683917563,0,0,0.312651530915887,0,0,0,0,0,0,0,0,-0.0440171393205143,0,0,0,0,0,0,0,0,0,0,-0.138205734242901,0,0,0.158075088573168,-0.0502534693924958,0,0.141440331803974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00117117155235587,0.00583230854414655,0,0,0,0,0,0
