,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X600276.SH,X002304.SZ,X000858.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600703.SH,X600690.SH,X000100.SZ,X002292.SZ,X600066.SH,X600741.SH,X600031.SH,X002049.SZ,X002241.SZ,X002236.SZ,X002506.SZ,X002475.SZ,X600118.SH,X000559.SZ,X000157.SZ,X600372.SH,X000338.SZ,X002074.SZ,X000568.SZ,X002294.SZ,X300003.SZ,X002085.SZ,X600089.SH,X600867.SH,X300124.SZ,X600177.SH,X002180.SZ,X600582.SH,X002465.SZ,X002007.SZ,X600584.SH,X601877.SH,X600498.SH,X000869.SZ,X002512.SZ,X002426.SZ,X000550.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.283505230619697,0,0,0,0,0,0,0,0,0,0.259445522937367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0646566500063275,0,0,0,0.054028193437131,0,0,0,0,0.0734946675674556,-0.00354775573799604,0,0,0,0,0,0
X600104.SH,0,0,0.0492462699595009,0.367520332949076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167468994359628,0,0.0661089639754767,0.0156078244999728,0,0,0,0,0,0,0,0,0,0.0635122050058106,0,0,8.67361737988404e-19,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.110635196631117,0,0,0.0897667076308409,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0.280968616163397,0,0.235287209428761,0,0,0,0,0,0,0,0,0,0,0.0183439850261513,0,0,0.011633064616357,0,0,0,0,0,0
X002415.SZ,0,0.088311045196778,0,0,0,0,0,0.0224568158099041,0,0,0,0,0.440632622794041,0,0,0,0,0,0.0562628639522088,0,0,0,0,0,0,0,0,0,0,0,0,0.127111950782324,0,0.141313579965013,0.0663361696065737,0,0,0,0,0,0,0,0,0.0550834512748271,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0.0118655097062315,0,0,0,0,0,0.0470208843752551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0669264831115536,0,0,0,0.032037166896159,0,0,0,0.020054120367244,0,0,0,0,0,0.102436223719801,0,0,0,0.00134868352744677,0.0354704926405202,0.0670883899069191,0,0,0,0,0.00222998886100005,0.0139032115894308,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.046326964596629,0,0,0,0,0,0,0,0,0.0624146575900125,0,0,0,0,0,0,0,0,0,0,0,0,0.167651166159566,0,0.0463015996751829,0,0,0.105954078950757,0,0,0,0,0,0.0800580626546357,0.192926863669403,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0738357522532251,0,0.0324867190659951,0,0,0.0917822783189433,0,0,0,0,0,0,0.0219764567200152,0,0,0.0196490508171988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151434467592584,0.104218923829214,0.266091549778024,0,0,0,0,0.0195032983842408,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.171282024984345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754885699161119,0.0271412553427006,0,0,-3.46944695195361e-18,0.038905802196163,0,0,0.00500833297321977,0,0,0,0,0.226079375086023,0,0.119765026385896,0.173678585913979,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0105147565394982,0,0,0,0,0,0
X000625.SZ,0,0,0.0860497408710781,0,0,0,0,0,0,0,0,0,0,0.0367303153618973,0,0,0,0,0.0572806133508217,0,0.0894883579169513,0,0,0.0375817164156488,0,0.0509316754517506,0,0,0,0,0,0,0,0,0,0.122587174791349,0.019995219480398,0,0,0.182083957933734,0,0,0,0,0,0,0.171037336216558,0,0,-0.0170171220775424,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0247489561510624,0,0,0,0,0.388535760176817,0,0,0,0.110521752443542,0,0,0,0.0323390041764794,0,0.0385708749339573,0.0287338745386437,0.0498737197130437,0.0191900177162308,0.00730333436408837,0,0.123837459376317,0,0,0,0,0,0,0,0,0,-0.00226647544060468,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107030395082235,0,0,0,0,0,0,0,0,0.154404473717052,0.0909681324774751,0,0,0,0.0397781485376099,0,0,0,0.177984557344022,0,0,0,0,0.0509428028800846,0.102544864041684,0,0,0,0.0377279877316877,-8.67361737988404e-19,0,0,0,0,0,0,-0.000638902973298105,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331330899209598,0,-0.123210019856327,0,0,0,0.431459609905948,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,-0.199087982811207,0,0,0,-0.0613981736886363,0,-0.118307951339064,0,-0.307876477654575,0,-0.181674009062803,0,0,0,0,-0.172649191995582,-0.0785996098666743,0,0,0,0,0,0
X000100.SZ,0,0,0,0.140643057750625,0,0,0,0,0.00762487998581383,0,0,0,0,0.00968576621816881,0,0,0,0,0.0821778003686153,0,0.0754293910512916,0,0,0.241143662474998,0,0,0,0,0,0,0,0,0,0.0764160402127253,-1.73472347597681e-18,0,0.0122185538612862,0,0,0,0,0,0,0,0,0,0,0,0,-0.0448614260104517,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237727274584603,0,0.349785179056228,0.335693777150953,0,0,0,0.0108452637505472,0,0,0,-0.245064187098962,0,0,0.193364380902258,0,0.0268388262019563,0,0,0,0,0,-0.16135687306158,0,0,0,0,-0.594423467032274,0,-0.0966669050755434,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111925252108592,0,0.0825069443024441,0,0,0.135525455221235,0,0,0,0.130596796242251,0,0,0,0,0.121178997471265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0.221399389238055,0,0.15299497206229,0,0,0,0,0,0,0,0,0.00453502412208238,0,0,0,0,0,0.0456505944040317,0,0.0406679298378343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245594740455224,0.0219749916161804,0,0,0,0,0.0349591769808523,0,0,0,0,0.0170639556331483,0,-0.0150423341031498,0,0,0,0,0,0,0
X600031.SH,0,0,0.05787365229903,0,0,0,0,0,0,0,0,0.00776280303641276,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.0451949117083399,0,0.229014361737711,0,0.168960504980532,0.00913053108530145,0,0,0,0,0.266629470760072,0,0,0.138975033819086,0.0204918486745781,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142792728301632,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0103930118709417,0,0,0,0,0.0229516724689693,0,0,0,0,0,0.00772792750880505,0,0.0890274922527474,0,0,0.00676437508234766,0,0,0,-0.120424585877929,0,0,0,0,0,0,0,0,0.519899093946561,-0.00153517156010496,0,0,0,0,0,0,0,0.0968440203564973,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0170138199577018,0,0,0,0,0,0,0.118274819283066,0,0,0.314341251864199,0,0,0.151515247819414,0,0,0,0,0,0,0,0,0.0469703973509004,0,0,0,0,0.095059339734993,0.00760379274486874,0,0.0119958478695205,0,0,0,0.226365461945073,0,-0.0704738728133278,0.0100621765405385,0,0,0,0,0,0
