,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X000568.SZ,X002475.SZ,X600066.SH,X002241.SZ,X600031.SH,X000100.SZ,X002236.SZ,X002456.SZ,X600271.SH,X000338.SZ,X002085.SZ,X600118.SH,X600177.SH,X002292.SZ,X002180.SZ,X000157.SZ,X002007.SZ,X600867.SH,X600372.SH,X000559.SZ,X300124.SZ,X300003.SZ,X002294.SZ,X002074.SZ,X002506.SZ,X002426.SZ,X600498.SH,X600089.SH,X601877.SH,X600522.SH,X600566.SH,X002508.SZ,X002465.SZ,X000981.SZ,X000050.SZ,X000869.SZ,X300115.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0979399890050304,0.0280642717355356,0,0.135932832854239,0,0.124665597518682,0,0,0,0,0,0,0.0148989293545789,0,0,0.00967638961498346,0,0,0,0.089099645271945,0,0,0,0,0.0573010273412587,0,0,0,0,0.108898047167931,0,0,0,0,0,0,0,-0.0514723202935982,0,0,0,0.149305137323244,-0.081994243055068,0,0,0,0,0,0.0197768507897802,0,0.067673878876767,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0435613016140267,0,0,0,0,0,0,0,0.024930163570651,0,0,0.0380113535267704,0.00804433999610596,0,0,-0.0466814066294408,0,0.319355206871005,0,0.117901917224086,0,0,0,0,0,0.0628728173596084,0,0,0,0,0,0.0389462450081468,0,0,0,0,0,0,0.1481411686823,0,0,0.00611735881306733,0,0.0158497027324219,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.220643657009256,0,-0.0274722807678712,0,0,0,0,0,0,0,0,0,0,0,0.0686911488778871,0.0513725212908019,0,0.224010880002138,0,0.0748704222182218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458968187616018,0,0.0396242785715113,0,0.0691590861125974,0.0376179906633505,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0662769430224982,0,-0.00293459988152406,0.0104355827454502,0,0,0,0,-0.0692859900075787,0,0.0384939199075739,0,0,0,0,0.111969769867715,0,0,0,0,0,0,0,0.0964523659000484,0,0,0,0,0.118022230623231,0,0.0181115956076869,0,0.202874382916333,0,0,0,0,0,-0.0910111285559007,0.0843996977569066,-0.105967523545644,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0524155878841017,0,0,0.305934748466152,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0390349477322478,0,0,0,0,0,0.137537209587706,0,0,0,0,0,0,0.0773676329228905,0,0,0.127934693012263,0,0,0,0.0140264413320868,0,0,0,0,0.0784945766650617,0.0342566535294791,0,0.00370117848880703,0,0,0,0,0,0,0
X600276.SH,0.0551751556795132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194212821583082,0,0,0,0.114096304172143,0,0,0,-0.209172457819713,0,0,0,0.335145673855228,0.107353399629145,0,0,0.0242763792936649,0,0.0551340918269572,0,0.0717074991092474,0,0,0.0059465548216301,-0.0194733681715944,0,0,0,-0.044796184054158,-0.0271468345243961,0,0,0,0,0,0
X002304.SZ,0.221033899732762,0,0,0,0.0831180807158064,0,0,0,0,0,0,0,-0.0293424320704561,0.0470488865416942,0,0,0,-0.0790592753588824,0,0,0,0,0,0.0508434143767886,0,0,0,0,0,0,0,0,0,0.0401539969566009,0,0,0,0,0,0,0,-0.0110286903939483,0.127794712251913,0,0,0,0,0,0.158885873228626,0,0,-0.00959581107761242,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0372654205704452,0,0,0,0,0,0,0,0,0,0,0,0,0.00888642235622526,0.0378808347399324,0,0,0.0795004242609348,0,0,0.0983849522467543,0,0,0.0729780113694545,0,0,0,0,0,0,0,0,0,0,0,0,0.114221670856149,0,0,0,0,-0.0785745362867986,0,0.00954857682601605,0,0,0.00828884282335183,0,-0.0895887235053109,0,0,0,0,0,0,0
X000625.SZ,-0.0695860645682765,0,0,0.0086325622128588,0,0,0,0,0,0,0,0,0,0,0,0.00912897916550798,0,0,0,0,0,0,0,0.0447591373778186,0,0,0,0,0,0.0095650355141304,0,0,0.0985213886190089,0,0,0,0,0,0.16287176836492,0,0,0,0,0,0.237336839565499,0,0.048697743940141,0,0,0.0792522082654106,0,0.0793287823171978,-0.0048454583606599,0,0,0,0,0,0
X000063.SZ,0,0,0.0930597503189032,0,0,0,0,0,0,0,0,0,0,0.0894620652490037,0,0,0,0.0788499205686849,0,0,0,0,0.0275425567994799,0.121403056517833,0,0.0761400573764758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161210243978709,0,0,0.0880198156465011,0,0,0,-0.0297825419174732,0,0,0.0132610651427783,0,0,0,0,0,0,0,0,0
