,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600690.SH,X600276.SH,X002475.SZ,X600104.SH,X002129.SZ,X000651.SZ,X300014.SZ,X000625.SZ,X300124.SZ,X600031.SH,X002371.SZ,X000725.SZ,X003816.SZ,X002049.SZ,X000596.SZ,X000063.SZ,X002241.SZ,X600089.SH,X000338.SZ,X600703.SH,X002179.SZ,X000661.SZ,X601877.SH,X600522.SH,X300142.SZ,X002074.SZ,X002180.SZ,X600460.SH,X000733.SZ,X600741.SH,X600884.SH,X000100.SZ,X600702.SH,X000799.SZ,X000157.SZ,X002176.SZ,X600584.SH,X600563.SH,X002236.SZ,X601799.SH,X002007.SZ,X600779.SH,X000800.SZ,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-8.67361737988404e-19,0,0.326100686064063,0,0,0,0,0,0,0,0,0,0,0,0,0.0424244892132116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016484901021133,0,0.053115277784744,0,0,0,0,0.0215702384162036,0,0,0,0.0371353329220531,0,0,0,0,-0.00559277341822934,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.489501166221292,0,0,0,0,0,0,0,0,0,0,0,0,0.00962013460396289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171109587777893,0.0018931075927375,0,0.0261475609225126,0,0,0,0,0,0.115933170295842,0,0,0,-0.00668210733618898,0.0313675127902139,0,0,0,0,0,0
X600809.SH,0,0.178139322253742,0,0.0930090486167312,0,0,0,0,0,0,0,0,0.0875672880072566,0,0,0,0,0,0,0,0.0647971123859255,0,0,0,0,0,0.0635081358227809,0,0,0,0,0,0,0,0,0,0,0,0.293672154063909,0,0,0,0,0.0571787891373558,0,0,0,0,0,0,0.223434586002052,-0.0135931347578224,0,0,0,0,0,0,0
X000568.SZ,0,0.087239921774064,0,0,0,0.0765457296142492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328592066142382,0.209508614483774,0,0,0,0,0,0,-0.0166022992096474,0,0,0,0,-0.018018695353539,0.00844643999485814,0.0397403730040432,0,0,-0.0250925172423926,0,0
X002415.SZ,0,0,0,0,0,0.501359510430957,0,0,0,0,0,0,0,-0.18628650359349,0.101799827792048,0,0,0,0,0,0.00745935533650578,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.0734811683719359,0,0,0,0,0.0499353981597969,0,0,0,0,0.668077112062587,0,0,0,0,0,0,0.0793111050671418,0.136473539404016,0,0,0,0,0,0
X002304.SZ,0,0,0.133857031025591,6.93889390390723e-18,0.00866843763314336,0,0.105598001215321,0.0603978412210024,0.0420569308448633,0,0,0,0,-0.0294408745522082,0,0,0.107334873745741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187239942830089,0,0,0,0,0,0,0,0.0455468742366086,0,0,0,0,0,0,0,0,0,-0.0251036503082172,0,0
X600690.SH,0,0,0.0566491035994486,0,0,0.0516000146520515,0,0,0,0,0,0.0973051343173486,0,-0.0282162289108438,0.0716924615709103,0,-1.38777878078145e-17,0,0,0,0,0,0,-0.101022475995157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14124533352642,0,0,0,0,0,0,0,0,-0.0556799729288678,0,0.167230453915387,0,-0.0074933897994546,0,0,0,0,-0.0710991195382103,0,0
X600276.SH,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.141224761568655,0,0,0,0,0,0,0,0,0,0,0,0.260386349852165,0,0,0,0,0,0,0,0,0,0,0,0,0.105651300202023,0,0,0,0.011069368940858,0.00594376129856474,0,0,0,0.227601986285952,0,0,0,0.0417947799902017,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.025018033841992,0.100953962781253,0,0,0,0,0,0.0634641016812202,0,0,0.10227626795746,0,0,0,0.0815740483663141,0,0,0,0,0,0,0,0,0.104291808353019,0.00483976143601076,0,0,0,0,0.137526592467173,0.110211231667757,0,0,0,0,0,-0.0375495334700848,0,0,0,0,0.0219642848748624,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103319036885834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205957637632768,0,0,0.0197245609000556,0,0,0,0,0,0,0.0692993191426368,0,0,0.0528077477611292,0,0.0379107976165718,0,0,0,0,0,0.0236269200218266,0,0
