,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600703.SH,X600066.SH,X002241.SZ,X002475.SZ,X600031.SH,X000568.SZ,X002236.SZ,X000100.SZ,X600271.SH,X002456.SZ,X600118.SH,X600177.SH,X002085.SZ,X000338.SZ,X002292.SZ,X000157.SZ,X002180.SZ,X600372.SH,X002007.SZ,X000559.SZ,X300003.SZ,X600867.SH,X300124.SZ,X002294.SZ,X002074.SZ,X002506.SZ,X002426.SZ,X600498.SH,X601877.SH,X600089.SH,X600522.SH,X002508.SZ,X002465.SZ,X000050.SZ,X600566.SH,X300115.SZ,X000869.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.105856686696335,0,0,0.0841185770368201,0,0,0,0,0.0525611458452629,0,0,0,0,0.0712899378656034,0,0,0.209120601898316,0,0,0,0,0,0.0683347320324991,0,0,0,0,0,0,0.0401238652651693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128417509342082,0,0,0,0.088068627578597,-0.00769224406609807,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.191555892581452,0.0993989406950756,0,0.0467186549602657,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.245311148967555,0,0,0,0,0.0309056671961545,0,-0.032251259938347,0,0,0,0.123111102586944,0,0,0,0,0.0881302396920721,0,0,0,0,0,0,0,0,0,0.120387140836182,0,0.0260575938405225,-0.0770636149400795,0,0,0,0,0,0
X002415.SZ,0,0,0,-8.67361737988404e-19,0,0,0,0,-0.254476110160382,0,0,0,0,0,0.00841522032412192,0,0,0,0,0,0,0,0,0.34457803912375,0.00967049385141324,0.147484724838251,0,0,0,-0.0985130400875452,0,0,0,0,0,0,0,0,0.11204304662132,0,0,0,0,0.458909320900941,0,0,0,0.0178331157988946,0,0.0789859826740863,0,-0.0140593645360408,-0.000236394827557655,0,0,0,0,0,0
X000651.SZ,0,0,-0.0231808434918883,0,0,0,-0.0624414810248407,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15711858347389,0,0,0,0.0216458658070561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112494573567532,0,0.108673540347593,0,0,0,-0.0314432884733569,-0.00879597970003764,0,0,0,-0.114723673043725,0.0793459791007701,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.0413057825447112,0,0,0,0,-0.0208420230436425,0,0,0.523700953933433,0,0,0,0,0,0,0,0,0,0,0,0,0.0913938682087553,0,0,0,0,0,0.107069921082688,0,0,0.0880419171754465,0,0,0,0.0541498700580354,0,0,0.00115211712889805,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.0571798387627969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565241497750779,0,0,0,0,0,0,0.0874877663447005,-0.0869287309088141,0,0,0,0,0,0.191168949765772,0.0497030524886763,0,0,0.00786179034621329,0.085180106693204,0,0,0,0,-0.170483443118076,0.154411746826725,0,0,0,0,-0.0500515567776106,-0.0404984489928177,0,0,0,0,0,0
X002304.SZ,0.224250969246938,0,0,-0.0634322112908449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114795725468786,0,0,0,0,0,0,0,0,0.056729734440536,0,0.0748408762627492,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0255387864384414,0,0,0,0.0534558252561319,0.0733622891353544,0.220425843999178,0,0,0.00300685218167035,0.0592621007066116,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.162233913525783,0,0,0,0.154552817363665,0.10165602906715,0,0,0,0,0,0,-2.16840434497101e-19,0.0493927802146138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352651606020471,0,0,0,-0.102386695977758,0,0,0,0,0,0,0
X000625.SZ,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0919878165565845,-0.0780752565787944,0,0,0.00893503094422729,0,0,0,0,0,0,0.0771457110760815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146040162124087,0,0,0,0,0.131481807884105,0,0,0,0.0671996270393608,0,0.0342530324695754,0,0.0480801112904491,-4.33680868994202e-19,0,0,0,0,0,0
X600690.SH,0,0.194050643217793,0,0,0.0469321778170117,0,0,0,0,0,0,0,0,0,0.0972963394179386,0,0,0.207790322940254,0,0,0,0,0,0,0,0,0,0,0,0,0.164355641557162,0,0,0,0,0,0,0,0,0.0208492625045204,0,0,0.139185070307187,0,0,0,0,-0.00712765824945108,0,0,0,0,0.0419105003394783,0,0,0,0,0,0
