,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X600690.SH,X000100.SZ,X600031.SH,X600276.SH,X000338.SZ,X600372.SH,X000157.SZ,X600741.SH,X002241.SZ,X600271.SH,X600703.SH,X600089.SH,X600066.SH,X002236.SZ,X600118.SH,X601877.SH,X600177.SH,X000559.SZ,X000550.SZ,X000581.SZ,X002129.SZ,X300124.SZ,X600582.SH,X000568.SZ,X600060.SH,X000623.SZ,X002475.SZ,X000050.SZ,X300003.SZ,X300146.SZ,X000800.SZ,X000977.SZ,X600839.SH,X002294.SZ,X002292.SZ,X002456.SZ,X000400.SZ,X002465.SZ,X000869.SZ,X600166.SH,X600435.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.0900754332770078,0,0,0,0,0.110741645001155,0,0,0.0556640798157689,0,0,0,0,0,0.405559452749885,0,0,0,0.136349784634307,0,0,0,0,0.00515231806850386,-0.0208170855590152,0.131408541273693,0,-0.178981862454176,0,0,0,0,0,0,0,0,0,0.0904031941680208,0,0,0,0,0,0,0,0,0,0,0,0,-0.0331002180076882,0,0,0,0,0,0
X600519.SH,0,0,0.0694009860208696,0,0,0,0.169607053032011,0.0111794681374999,0,0.0765228218627771,0,0,0,0,0,0,0,0,0,0,0,0,-0.00791524925092097,0,0.0602456667541746,0.0893569871464195,0,0,0,0,0,0,0.0934039825891754,0,0.0267301084494651,-0.0763970633100223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0503567881182084,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.22504151257551,0,0.216979752315992,0.0218909178407613,0,0,0,0,0,0,0.0680576109413006,0,0,0,0.0886165678054889,0.0418319514845702,0.0344759385477181,0.107137315287106,0,0,0,0,0,0,0.112311190045158,0,0,0,0,0,0,0,-0.0514376182763134,0,0,0.097067930073407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0.0794328373502441,0,0,0,0,0,0,0,0,0,0.0678163556235556,0,0,0,0,0,0,0,0.0856150456252286,0,0,0,0.0411104229906474,0,0,0,0,0.209458070072565,0.0490583189409176,0,0.158558211223049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410800395816659,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0146628226962121,0,0,0,0,0.127694106300119,0,0,0,0,0,0.102642406977117,0,0,0,0,0,0.187367816659468,0,0,-0.161748327629204,0,0.229388562161879,0,0,0.157171627630188,0,0,0,0.0161692599233346,0,0,0,0,0.225925226791583,0,0,0,0.0109730488318271,0,0.123559197924678,0,0,0,0,0,0,-0.0152285291196934,0,0,0,0,0,0
X000625.SZ,0,0,0.099145128371018,6.93889390390723e-18,0,0,0.21507113506576,0,0,0,0,0,0,0,0,0,0.110932014288273,0,0,-0.150267901581822,0,0,0,0,0,0,0,0.404332664045248,0,0,0.00162238757601687,-0.0569848797597949,0,0,0,0,0.00827404991530641,3.46944695195361e-18,0,0,0,0,0.209952611773668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0.133021045409634,0,0,0,0,0.2001981497929,0.0870819226236745,0,0.0398134790703705,0,0,0,0,0,0,0,-0.119992147073886,-0.035310684750331,0,0.165386327958993,0.105147811850817,0,0,0,0,0.297340338517163,0,0,-0.0734496241602333,0,0,0,0,0,0,0,0,-0.164498657616284,0,0,0,0,-0.21987640692873,0,0,0.123751909661813,0,0,0,0.0544108393715185,-0.025637779516448,0,0,0,0,0,0
X000858.SZ,0,0,0.063291074797197,0,0,0,0.0912890821542997,0,0,0.0675305199685489,0.0443573357585185,0.187320565861269,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0961986719494275,0,0,0,0,0,0,0.0918094017488923,0,0,0,0,0,0,0.067442990387081,-0.0436459560078827,0.0902925595284434,0,0,0,0,0,0.0242792466317571,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0.00409939015585942,0,0,0,0.026644027677701,0,0,0,0.0427180929202777,0.174548343039886,0,0.157602261582372,0,0,0,0,0,0.0817899457239455,0,0,0.0109128343860813,0,0,0.0839282096338678,0,0,0,0,0,0,0,0,0.0717894482899643,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118622341640374,0,0,0,0,0,0,0,0,0,0
X600690.SH,0.198082497157273,0,0.14116279914555,0,0,0,0,3.46944695195361e-18,0,0,0.166892224540992,0,0,0.0813954029684874,0,0,0,0,0,0,0,0,0,0,0,0.177701997423289,0,0,0,0,0,0,0,0.0261864446647137,0,0,0,0,0,0,-0.025687037977357,0,0,0,0,0,0,0,0,0,0,-0.0376014936802078,0,0,0,0,0,0,0
X000100.SZ,0.028202371625118,0,0.171044465008741,0,0,0,0,0,0,0,0,0.0897287625770935,0,0,0,0,0,0,-0.0355695201784831,0,0.0682595806412621,0,0,0,0,0,0,0.0952489204706637,0.0466566406483397,0,0,0,0,0.314279254951104,0.0298700133447261,0,0,0,0,0,0,0.0511198800768093,0,0,0.017929676832585,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0.0975543188329947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714467176305485,0,0,0,0,0,0,0,0,0,0.0929192679037084,0,-0.0358409823812323,0,0,0,0,0,0,0.0514799129910847,0,0.0057651295144669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0950623367737388,0,0,0,0,0,0.0930287460026912,0,0,0,0,0,0,0,0,0.0803899269703107,0,0.135105010883813,0.0352899672401864,0.0190794745091566,-0.0863106219497532,0,0,0,0,0,0,0,0,-0.0406256287479677,0,0,0,0,0,0,0,0,0,0,0,-0.0271869392446654,0,0,0,0,0,0,-0.00136231489161063,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.0849764665794494,0.063026828328916,0,0,0,0,0,0.589270843464314,0,0,0.00797935232258025,0.141852276524801,0,0,0,0,0,0.0462055833543796,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244976106782803,0,0,0,0,0,0,0,0,0,0,0,-0.0111687938066618,-5.42101086242752e-20,0,0,0,0,0,0
