,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600031.SH,X000651.SZ,X002475.SZ,X000568.SZ,X600690.SH,X002304.SZ,X600809.SH,X600104.SH,X000725.SZ,X000338.SZ,X300014.SZ,X000661.SZ,X300124.SZ,X000063.SZ,X600703.SH,X003816.SZ,X000157.SZ,X000100.SZ,X002241.SZ,X000596.SZ,X002371.SZ,X000625.SZ,X002129.SZ,X600741.SH,X002179.SZ,X002007.SZ,X601877.SH,X002049.SZ,X300142.SZ,X002236.SZ,X600584.SH,X002414.SZ,X600183.SH,X300003.SZ,X000800.SZ,X601799.SH,X000066.SZ,X002074.SZ,X002008.SZ,X000977.SZ,X600089.SH,X000799.SZ,X600460.SH,X002294.SZ,X000050.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.253227311396569,0,0,0,0,0,0.194395707065254,0,0.00361332358560246,0,0,0,0,0,0,0,0,0,0,0.0560751261600564,0,0,0,-0.0341260863408522,0,-0.0082862449987757,0,0,0,0,0,0,0,0,0,0,0.0365245027079339,0,0,0,0,0,-0.00512918233990081,0,0.010768764188572,-0.0437253167446416,0,0,0,0.0251402902569537,-0.0222688017124219,-0.00593339451077919,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.324305330969666,0,0.123039680634025,0.121644295430166,0,0,0,0,0,0,0,0,0,0.0333292354613291,0,0,0,0,0.0682055661818722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105858224399404,0,0,0,0,0,-0.00289499900479901,-0.0271419966963257,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0188926674810737,0,0,0.0641677738107934,0,0,0,0,0.096529930978331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184024703778205,0,0,0,0.516373430919415,0,0,0,0,-0.00290508681850225,0,0,0,0,-0.0648219764496131,0,0.119160435126687,0,0,0,0.0485764025039671,0,-0.00563042072889686,0,0,0,0,0,0,0
X600276.SH,0,0,0.111209564922256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796355214421961,0,0,0,0,0,0,0,0,0,0,0.0406075200074981,0,0,0,0,0,0,0,0.222685002509819,0,0,0,0,0.000743713834700069,0,0,0,-0.0741714171132063,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.141710273530336,0,0.135354384542069,0,0,0,0,0,0.0429401198652549,0,0.166574086652907,0,0.163005048659723,0,0,0,6.93889390390723e-18,0.00719798600940584,0,0,0,0,0,0.0635789394008757,0,0,0,0,-0.0436687109735155,0,0,0,0,0.0223208599764732,0,0,0,0,0,0,0,0,0,-0.0214265278261914,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0448864037771864,0,0,0,0,0,-0.0608499925547511,0,0,0,0.064432025301935,0,0.104499577604864,0,-0.0815845558674599,0,0,0,0,0,0,0,0.113969727909321,0,0.00111372242944358,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112076891919946,0,0,0,-0.00732493969809569,0,-0.00022024452447224,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0747344655408898,0,0,0,0,0,0,0,0.00147196672060362,0,0.075296984073197,0,0.121517869518685,0,0,0,0,0,0,0.198778795306746,0,0,0,0,0,0,0.0153857853240777,0,0,0,0,0,0,0,0,0,-0.00590460835907837,0,0,0,0,0,0.0268341908941969,0,0,0,-0.0882349931871452,0,0
X000568.SZ,0,0.656184619140893,0.0540187040069976,0,0,0,0,0,0,0,0.0266929322095875,0,0.0137267989998984,0,0,0,0,0,0,0,0,0,0,0,-0.0466268141260449,-0.122728068344678,0,0,0,0,0,0,0,0,-0.0248979770061917,0,0,0,0,0,-0.0597715219794355,0,0,-1.73472347597681e-18,0,0.304644545087102,-0.0254485716571764,0,0,0,0,0,-0.0223725144665844,0,0,0,0.00454463319666593,0,0
X600690.SH,0,0.0814105405700072,0.141382134290978,0,0,0,0,0,0,0,0.306152963565985,0,0,0,0,0.0765147469002339,0,0,0,0,0,0,0,0,0,0,0,0.128176461132988,0.0130371180558054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079109981970874,0,0,0,0,0,0,0,0,0,0,0.00213568607508855,0,0
X002304.SZ,0,0.161800757640494,0,0,0,0,0,0,0,0,0.0308224436058605,0,0,-0.022549556034653,0,0,0,0,0.0247772049830774,0,-0.0362541126194764,0,0,0,0,0,0,0,0,0,0,0,0,0.0390965806074474,0,0,0,0,0,0.0870035536261601,0,0.152647807253094,0,0,-0.0257237430858027,0.175002153566668,0,0,0,0,0,-0.0442195098504731,0,0,0,0,0,0,0
