,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X000651.SZ,X002475.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X600809.SH,X600690.SH,X000725.SZ,X000063.SZ,X000661.SZ,X300124.SZ,X003816.SZ,X002241.SZ,X000338.SZ,X300014.SZ,X600703.SH,X000596.SZ,X600741.SH,X000100.SZ,X000625.SZ,X002371.SZ,X002007.SZ,X300142.SZ,X002129.SZ,X600584.SH,X002236.SZ,X601877.SH,X002179.SZ,X600183.SH,X000157.SZ,X002049.SZ,X000800.SZ,X300003.SZ,X002414.SZ,X601799.SH,X002008.SZ,X300136.SZ,X000066.SZ,X002456.SZ,X300146.SZ,X002185.SZ,X000977.SZ,X002508.SZ,X600066.SH,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.223785991860011,0,-0.0719485092059333,0,0.0810086308618854,0.0138052400413777,0,0,0,0.344669718608744,0,0,0,-0.0103968369722822,0,0,0,0,0,0,0,0,0.0749123784933397,0,0,0,0,-0.0798465244444698,0,0,0,0,0,0,0.0462631202499831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275856435820738,0.0203428659904104,0,0,0,0,0,0
X000858.SZ,0.00820637323911876,0,0,0,0,0,0,0,0.183990539771898,0,0.0919136233984175,0,0,0,-4.33680868994202e-19,0,0,0,0,0,-0.11964220101815,0,0.0785057489274957,0.150602165452141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297831277669608,0,0,0,0,0,0,0,-0.00137970845317431,0,0,0,0,0.0198347048061142,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.224887636710063,0,0,0,0,0,0,0,0,0,0.00380316983545234,0,0,0,0,0,0,0.0260127927490179,0,0,0.0744329722661828,0,0,0,0,0,0,0,0.0386570242754225,0.0159695757932933,0,0.0864981856839488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0288425508355031,0,0
X002415.SZ,0,0,0,0,0,0.237145881881934,0,0,0,0,0.0324326830838104,0.0845716405296748,0,0,0,0,0,0.00536318192505893,-0.107611354678206,0,0,0,0,0,0,0.00926444433845595,0,0,0,0,0.16799250740318,0,0,0,0,0,0,0,-0.0511419582849925,0,0,0,0,0,0,0,0,0,0.112359370240495,0,0,-0.0374862722225562,0,0,0,0,-0.0106771557783504,0,0
X000651.SZ,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,-0.0679556877993672,0,0,0,0,0,0,0,0,0,0.119518411272198,0,0,0.0702609187207507,0,0,0.103341877475824,0,0.055961585895594,0,0,0,0,0.00200499573360026,0.0170352579375349,0,0.0233255702732892,0,0,0,0,0.0147064399369346,0,0,0,0,0,-0.0129113781391792,0,0,0,0,-0.00672980964726454,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0782463563655716,0,-0.0247363140809115,0,0,0,0,0,0,0,0.402251160698053,0,1.73472347597681e-18,0,0,0,0.0714322157537005,0,0,0,0,0,0,0.0148763672662865,0.125019511285626,0,0,0,0,0,0,0,0.0631359330582277,0.0531195676240038,0.0928149096478779,0,0.0136335458840668,0,0,0,0,0,0,0,0.0324857840714143,0,0,0,0,0.0277462582952432,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,-0.0513163284797062,0,0,0,0,0,0,0,0.198548461510168,0,0.142837925393097,-0.0658312262787707,0.204533238234513,-0.029237918177359,0.0204831710573111,0.0564565331738335,0.01150953942746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144386580964381,0,0,0,0,0,0,0,-0.0567621666247134,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.465067648765056,0,0,0,0,-0.0496839000202673,0,0.0740163056510836,0,0.164003904645593,0,0,0,0.156624109054051,0,0,-0.146274080608857,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0730542576163665,0,0,0,0,0.12553226442355,0,0,0,0,0,-0.133064616133017,0,0.0706092757623918,0,0,0,0.0295514576096516,0,0
X002304.SZ,0,0,0,0,0,0,0,0.248484965488652,0,0,0.0932203988723921,0,0,0,0,0,0,0.00547442617317306,0,0.268784018356213,0,0.0415305670777356,0,0,-0.0192363216289353,0,-0.0202076570562829,0,0,0,0,0,0,0,0,0,0,0,0,0.0221593990101132,0,0.0403883557986908,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0365265965517171,0,0,0,-0.0260565167406729,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.185749363054843,0,0,0,0.181618274710298,0,0,0,0.382925945958807,0,0,0,0.0591555305619562,0,0,0,0,0.0431105280404365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00123238781932135,0,0.114139284252034,-0.00243313944964844,0,0,0,0.0677752594648763,0,0
X600809.SH,0.166076645286699,0,0,0.0123314943759441,0,0,0,0.092897873782126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205711368320327,0,0,0,0,0.127012567317147,0,0,0,0,0,0.179580699939068,-0.319994705277037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0465627018882585,0,0,0.0426308655071281,0,0,0,0.0444689237086073,0,0
X600690.SH,-0.244398071247275,0,0,0.000793236559721681,0,0,0,0,0,0,0,0,0,-0.0770838535644831,0,0,0,0.114358413285208,0,0,0,0.0910699001539912,0.269551619424323,-0.0319017572925789,0,0,0,0,0.0524763105760875,0,0,0,0,0,0,0,0,0,0,0,0.0812607962899817,0,0.0021498275569124,0,0,0,0,0,0,-0.0170623766986309,0,-0.0545532186440313,0.0403773999637828,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.0631190886602953,0,0,0,-0.100831622585242,0,0,0.0289738456281387,0,0,0,0,0,0.0243417079665615,0,0,0,0.326830043241336,-0.0257666629926669,-1.0842021724855e-19,0,0,0.232951130332285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311887547893774,0,0,0,0,0,0,0,0,0.0215960735843856,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,-0.139682845492777,0,0.113341937565026,0,0,0,0,0,0,0.0239836578978496,0.0256325309463895,-0.100011803560298,-0.0762341877387146,0,0,0,0.0569619338234287,0,0,0,0.070912614999873,0,0,0,0,0,0,0.0339191566762857,0,0,0,0,0,0,0,0.226755399758267,0.0399527326833658,0,0,0.0412193566183623,0,0.0636319557914184,0,0,0,0,0.0336455321409802,0,0
X000661.SZ,0,0,0,0,0,0,-0.158291895631012,0.164105107286065,0,0.0959164246844616,0,-0.0210402026417127,0,0,0,0,0,0,0,0,-0.438788006927356,0,0,0,0,0.163260802176948,0,0.548602758947603,0,0,0,-0.229959410611616,0,0,0,0,0.197987796476183,0,0.0436549537613216,0,0,0,0,0,0,0,0,0,-0.118054396697286,0,0,0,0,0,0,0,0.0612234126416545,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0654382471626418,0,0,0,0,0,0,0,0,0,0.0786390332543606,0,0,0.0353929657162294,0,0.0191209154099235,0,0,0,0,0,0,0,0,0.119000350105204,0,0,0.0438825414738659,0.0737451636383885,0,0,0,0,0,0,0,0.0593834051441474,0.118693884250081,0.102694616287305,0,-0.0575171004237972,-0.00965144547208973,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.0498892079590702,0,0,0,0.00596061081096854,0.116449423726342,0,0,0,0,0.0172995856911786,0.0460033574862279,0,0,0,0,0,0,-0.033714525211325,0,0,0,0,0,-0.0348193228441343,0,0,-0.0252911007286031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123228080234868,0,0.00950424736001568,-8.67361737988404e-19,0,0,0,-0.00014816302344683,0,0
X002241.SZ,0,0,0,0.184756778499833,0,0.570088028353391,0,0.329911543155283,0,0,0,0.165492921883354,0,3.46944695195361e-18,0,0,0,0,-0.111352374766599,0,0,0,-0.117284634495781,0,6.35266306672167e-05,0,0,0,0,0,-0.119993648385122,0,-0.0296281745902638,0,0,0.0136207288039703,0.342691030423484,0,0,-0.0493084721649897,0,-0.0993555431972579,0,0,0,0,0,0,0,-0.0679219219273897,0,-0.0263941134435258,0.00211292504851076,0,0,0,-0.0390161048957106,0,0
X000338.SZ,0,0,0,0,-0.0926294536300826,0,0.0937045958962833,0,0,0.162463992444827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155909465835733,0,0,-0.0232377570985948,0,0,0,0,-0.0544621836943881,0,0,-0.029275568318899,0.192567438475631,-0.0649914919952584,0,0,0.210314682795204,0,0,0,0,0,0,0.20835511601111,0.0745446947267928,0,0,0,0.00614745691507808,0,0,0,0.0149987263022964,0,0
X300014.SZ,0,0,0,0,0,0.193442808053421,0,-0.146167724462564,0.303772770743566,0,0,0,0.0624535474048971,0,0,0,0,0,0,0,0,0,0,0,0,0.289308313343031,0,0,0.0496038058382918,0,0,0,0.224876990245318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0728008035319271,0,0,0,0.050963147407611,-0.00393445327170677,0,0,0,0.0481622282488786,0,0
