,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000568.SZ,X600690.SH,X000338.SZ,X000661.SZ,X600741.SH,X600703.SH,X600809.SH,X000596.SZ,X002241.SZ,X000100.SZ,X002236.SZ,X300003.SZ,X601877.SH,X002371.SZ,X300124.SZ,X000625.SZ,X600183.SH,X300014.SZ,X000157.SZ,X002007.SZ,X000066.SZ,X002456.SZ,X002008.SZ,X600271.SH,X300142.SZ,X300136.SZ,X002463.SZ,X002179.SZ,X000977.SZ,X002129.SZ,X600584.SH,X002180.SZ,X600177.SH,X000050.SZ,X600487.SH,X600066.SH,X002049.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.17811857962731,0,0,0,0,0,0,0,0,0,0,0.0859935454842911,0.0164335919320367,0,-3.46944695195361e-18,0,0,0.104532001586559,0.181240439044782,0,0,0,0.119813251354059,0,0,0,0,0,0,0,0,0,0,0,0,0.0904073200641609,0,-0.00608018413554564,0,-0.00596845580162261,0,0,0,0,-0.120584074697094,0,0,0,0,0,-0.032584977640138,-0.035221908037375,0,0,0,-0.0172842058119893,0,0
X000858.SZ,0,0,0,0,0,0,0.0481665107218375,0,0,0,0,0,0.35335692156988,0.00912643648509843,0,0,0,0,0.0757808822717719,0.0311076020076478,0,0,0,0,0,0.0806858398770146,0,0,0,0.0220779761529136,0,0,0.0223176367395963,0,0,0,0.0653074329979358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371273055218056,0,0,0,-0.0168601633037041,-0.0561850981223706,0,0,0,0,0,0,0,0,0,-0.10943161703275,0,0,0,0,0,0,0,0,0.0251091911529861,-0.0255309692425238,0,0,0.0818411580717767,0,0.142178724838155,0,0,0,-0.163185874807319,0,0.11992821156654,0,-0.016886741341275,0.0360798283689745,0,0,0,0.0134909853383429,0,0
X600276.SH,0.303047902525211,0,0,0,0,0,0,0,0,-0.00574497984379955,0,0,0,0.138071147876341,0,0.182146942997853,0,0,0,0,0,0,0,0,0,0,0,0.0479665091498951,0,0,0,0.210557183571164,0,-0.0106438924147914,0,0,0,0,0,0,-0.120239726214828,0,0,0,0,0,0,0,0,0,0,0.0303377849222363,-0.00822300227241679,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.121069423743429,-0.121269558717108,0,0,0,0,0,0,0,0,0,0,0,-0.0310612119965761,0.0231863705174434,0,0.221921249002342,0,0,0,0,0,0,0,0,0,0,0,0.072957523593947,0,0,0.173769700299836,0,0,0.0941829032382361,0,-0.159441583896116,0,0,0,-0.0154606534809331,0,0,0,0,0.0552947899647015,-0.0128192334343461,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192262449395885,0,0,0,0,0,0,0,0.0717098841654158,0,-0.0323423056043903,0,0,0.00781777849954364,0,0,0.211430148103705,0,0,0,0,-0.0218831795012269,0,0,0,0,0,-0.0376852046602666,0,0,0,0,0,-0.0660895841629453,0.0458041192374655,0,0.00648021671129461,-2.16840434497101e-19,0,0,0,0.00891300268177862,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0835906451650829,0,0,0,0,0,0.324062240768473,0,0,0,0,0,0,0,0,0,0,0,0.13250705334023,0,0,0,0,0.0775271120303723,0.165618161234669,0,0,0,0,0,0,0,0,0,0,-0.0390183722564095,0,-0.0188006685941716,0.0681764931507224,0,0,0,0.0629599115282982,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.147578235454258,0,0,0.176644478597948,0,0,0,-0.043271045952327,0,0,0,0,0,0,0,-0.00935804852264029,0,0,0,-0.0601469187234038,0,0,0,0.0983501139812926,0,0.0195220832765053,0,0.0517558306785954,0.10792149420549,0,0,0,0,0,0,0.0920375469562911,0,0,0,0,0,0,0.0221642268646644,0,0,0,0,0,0
X002304.SZ,0,0,0.0338920968628457,0,0,0,0,0.0601152003287543,0,0,0,0,0,0,0,0,0,0.0165131089732078,0,0.0982860500264285,-0.0144612685662552,0,0,0,0,0,0,0.00361086588103718,0.0375913042369467,0,0,0.210579383639115,0,0,0,0,-0.0534304295613674,0,0,0,0,0,0,0,0,0,0,0,0.00301379689968315,0,0,-0.0371185804656619,0.024484240117654,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178141496449373,0,0,0,0.0450945778517151,0,0,0,0.102380088641486,0,0,0.0428185034733827,0.0134709774128031,0,0,0,0,0.0686261868072148,0,0.0667383503963292,0.0124031759589458,0,0,0,0,0,0,0,0,0,0,-0.0182799275488059,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376591411316025,0,0.0433100809278551,0,0,0.018769703670302,0,0,-0.183405756417624,0,0.0326242757470232,0,0,0,0,0,0,0,0,0,0,0,0.236087654731467,0,0,0.0491575964851884,0.0458486377201681,0,0,0,0,0.234066151088226,0,0,0,0,0,0.00768125820561744,0,0,0,-0.00937027392228445,0,0
