,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000858.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600703.SH,X600118.SH,X600271.SH,X000559.SZ,X600031.SH,X002241.SZ,X000100.SZ,X600066.SH,X002236.SZ,X600372.SH,X002292.SZ,X002475.SZ,X600741.SH,X000157.SZ,X600089.SH,X000338.SZ,X002465.SZ,X002049.SZ,X601877.SH,X300124.SZ,X002506.SZ,X600177.SH,X300003.SZ,X600582.SH,X000568.SZ,X002294.SZ,X002074.SZ,X002129.SZ,X000547.SZ,X300001.SZ,X002085.SZ,X600498.SH,X600839.SH,X600867.SH,X000050.SZ,X002498.SZ,X000977.SZ,X002276.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.181369949109438,0,0,0,0,0,0,0,0,0,0,0,-0.0783232650577619,0,0,0,0,0,0,0,0.0831438393670881,0,0,0,0,0,0,-0.050369578308925,0,0,0.0487176150789845,0.01960479698951,0,0,0,0,0,0,0.0250627926218605,0,0,0,0,0,0,0,-0.0268177055948571,0.0222901428081516,0,-0.0209275573669064,0.0245065306982464,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.318626236092763,0.231038033649464,0.120504187254881,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0672800594114285,0,0,0.0090894263153432,0,0,0,0,0,0,0,0,0,0.0204034151931407,0,0,0,0,0,0,0,0,-0.0844360121310841,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10075875118498,0,0,0,0,0.098895789841353,0.0768685273854487,0,0,0,0,0.0185817130641193,0.0836978912580021,0,0.150586651744942,0,0,0,0,0,0,0,0,0.0485529384728843,0,-0.0432843002020634,0,0,0,0,0.0514766269839257,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00469765346650777,0,0,0,0,0,0,0,0,0,0.151188201584079,0,0,0,0,0,0,0,0,0,0,0,0,0.00175858125121317,0,0,0,0,0,0.0296949644797041,0,0,0.0280196867226522,0,0,0.0546225831660221,0,0,0,-0.0245604338132901,0.0255668039629455,-0.0833887286239277,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331004770111954,0,0.0658911888269168,0.0117576082551414,0.0489789189470501,0,0,0,0,0,0.0853330857674359,0,0,0,0,0.173147875664766,0,0,0.0240853961801606,0,0.050720329051666,0,-0.0130831394385161,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.135445048447832,0,0,0,0,0,0.00292207826074096,0,-0.199658599516889,0,0,0,0,0,0,0.0325517258393996,0,0,0,0,0,0,0,-0.0246762979865223,0.132933361847839,0,0,0,0,0,0,0.0451051766669684,0,0.0965760412829731,0.16136345477541,0,0,0,0,-0.101880493522017,0,0,-0.0469236536866213,0.0584148819002717,0,-0.229121922299968,0,0,0,0
X002304.SZ,0,0.147118895521597,0,0,0,0,0,0,0,0,0,0,0.0761560415785303,0,0,0,0,0,0,0.0831230859390051,0,0.127120018583717,0,0.079740199270478,0,0,0,0,0,0,0,0,0,0.109453927623683,0,0,0,0,0,0,-0.0380793838308806,0,0,0,0,0,0,-0.0436958548364508,0,0,0,0.00443884702871623,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0943362461512989,0,0,0,0,0,-0.0241461078569861,0,0.0863272773838642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401627801463609,0,0.0839199774662994,0,0,0,0,0,0,0,0,0,0,0.0137099405544083,0.0106495917512876,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538652108290068,0,0,0,0.0476459894535798,0,0.00551610366880334,0.137364491203774,0,0,0,0,0,0,0.208137325288718,0,0.022085534085998,0,0,0,0,0,0.0680694313208336,0,0,0,0,0,0,0,0.0868208512687111,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X000625.SZ,0,0.041170295775081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0920748540203487,0.334755392512071,0,0,0,0,0.00158286713438412,0,0,0,0,0,0,0,0,0,0.135820400119462,0.103398744629699,0.00989906688151866,0,0,0,0,0,0,0,0,0,-0.00365794066121668,0,0,0,0,0,0,0
X600690.SH,0,0.112399958883211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23661031286868,0.0171749180430273,0,0,0,0,0,0,0,0.0461449188595526,0,0,0,0,0,0,0,0,0,0.0108269308642428,0,0,0,0,0,0,0,0,-0.061478433958815,0,0,0.00420611889875946,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427899412404844,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299774116447433,0,0,0,0,0,0,0,0.0707521956443323,-1.73472347597681e-18,0,0.123578502638634,0,0,0,0,0,0,0,0,-0.0509563115349711,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453759379976899,0,0,0,0,0.202586714658768,0.131639569737973,0,0,0,0,0,0,0,0,0,0.0451291830841972,0,0,0.112137620415792,0,0,0,0,0.168845956349593,0,0,0,0,0,0,0,0.110216435689853,0.137760627601655,0,0,0.0110690700598174,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0739762784781163,0,0,0,0,0,0,0.0329933945048136,0,0,0,0,0,0,0,0,0,0,0.137700970809432,0,0,0.0948255491241996,0,0,0,0,0,0,0.0611008718491076,0,-0.0925553414477775,0,0.0338790303182079,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141482399771561,0,0,0,0,0,0,0.125154643373221,0,0,0.232907536001442,0,0,0.0458868840252061,0,0,0,0.163524804121781,0,0,-0.0178311992011658,-0.0149145408746833,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0148240649534056,0,0,0.377691437374385,0.0395003927689181,0,0,0,0,0.0451809381332622,0,0,0,0,0,0,0,0.0315056487452605,0.0370168848905492,0,0,0,0.195603425216937,0,0,0.0686841661099712,0,0,0,-0.0134577976152253,0,0,0,0,0,0,0
X002241.SZ,0,0,0.250025662593466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588866103993609,0,0,0,0.0308107574404307,0,0,0.0644415881238719,0,0,0,0,0.261583460855327,0,0.172974715209242,0,0,0,0,0.101496900197263,0,0,0,0,-0.0288537035032789,0,0,0,0,0,0,0
