,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X002475.SZ,X600031.SH,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X601877.SH,X600271.SH,X002236.SZ,X000100.SZ,X300124.SZ,X002008.SZ,X000625.SZ,X600776.SH,X600809.SH,X600487.SH,X300003.SZ,X600498.SH,X002456.SZ,X000596.SZ,X000661.SZ,X000050.SZ,X002007.SZ,X000157.SZ,X002179.SZ,X600066.SH,X600522.SH,X600177.SH,X300142.SZ,X002241.SZ,X300146.SZ,X600089.SH,X002180.SZ,X300136.SZ,X002129.SZ,X000977.SZ,X600867.SH,X600372.SH,X002506.SZ,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,-3.46944695195361e-18,0,0,0.00190236269521047,0.0728765670842267,-0.0198605523035196,0,0,0,0,0,0,0,-0.0619379590907655,0,0,0.00710450024182585,0,0,0,0,-0.024392437998147,0,0,0.0536530146870988,0.0944284715265502,0,0,0,0,0,0,0,0,0,0,0.00849645900357047,0,0.0922378777024735,0,0,0.103726334010563,0,0,0,0,0,0,0,-0.00777227760909296,0.0173788339581689,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.144081397619467,0,0,0,0,0.142311574983414,0,0.0160954314420405,0.0756543622985593,0,0.146240600591261,0,0,0.0339221512759191,0.0932068794214717,0,0,0,0,0,0,0,0,0,0,0,0,-0.0503649372560678,0,0,0,0,0,0,0,0,-0.0351164003950408,0,0,0,0,0,0,0,0,0.20196746139958,0,0.0246053861616308,-0.046789083736171,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.0261531168575145,0,0.211735371052649,0,0,0,0,0,0,0,0.569240866778728,-0.0205355181978095,0,0,0,0,0.191230372302525,0,0.0273780541256458,0,0,0,0,0,-0.171164293060982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0384738131324895,0.0367511571324088,0,0,0,0,0,0
X000651.SZ,0,0.200682252678972,0,0,0,0,0,0,0,0.0521076665646193,0,0,0,0,0.147469534484655,0,0,0,0.0746707968094671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056932390332678,0,0,0,0,0,0.0340448750947622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0836967935733636,0,0,0.0491222037764468,0.093275747355025,0,0,0,0,0,0,0.320980473603918,0,0.0069194022597842,0,0,0,0,0,0.0124596178443203,0,0,0,0,0.0404198554592556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197925890463319,0,0,0.018553488045085,0,0,0,0,0,0,0,-0.00576415865801929,0,0,0,0,-0.0262594427398644,0,0
X600276.SH,0.24490114173445,0,0,0,0,0,0,0,0,0,-0.352840515182342,0,0,0,0,0.2843138400906,0,0,0,0,0,0,0,0,0,0,0.243477151791921,0,0,0,0.261352325971103,0,0,0,0,0,0,0,0,0,0.0512996122288828,0,0,0,-0.0546278800327478,0,0,0,0,0.232140495812949,0,0.0566139917000084,0.0483839837168011,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.179527757577355,0,0,0,0,0.10011647818369,0,0,0,0.0707909480080442,0,-0.0426111332410946,0,0,0,0,0.227762325548325,0,0,0,0,0,0.0888319905880455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224453776053935,0,0,0,-0.0240775249395231,0,0,0,0,0,0,0.024933975224484,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0825014833887024,0,0,0,0,0,0,0,0,0.0870721518835929,0,0.0114260410663618,0,0,0.0761671651226807,0,0,0.239217997738399,0,0,0,-0.0154304017263179,0,0,0.00038392080956496,0,0,0,0,0.172968445220372,0,0,0.0359817124289583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000577343694863946,0.00863329393507079,0,0,0,-0.000584398272652732,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252123856931298,0,0.201659061980225,0,0,0,0,0,0,0,0,0.0860795833596277,0,0,0,0,0,0,0.0499056800217042,0,0,0.0178435196071932,0,0,0,0,0.00763827529691729,0,0,0,0,0.137518826859368,0,0
X600690.SH,0,0.319339564509629,0,0,0,0,0.0183974143961139,0,0,0,0,0,0.156486916136612,0,0,0,0,0,0,0,0,0,0,0,0.0668583145846106,0,0,0,0,0,0,0,0,0,0.0898940649577662,0,0,0,0,0,0,0,0,0.0466979208835127,0.0511827859146313,0,0,0,0,0,0,-0.00899798371925614,-0.0128767644130259,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0910422544530243,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153625587034119,0,0.126906714837328,0,0,0,0,0,0.0168755614822972,0,0.216318636821752,0,0,0.124432500600479,0,0,0,0,0,0,0,0.02789186796164,-0.0765389142921673,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.175962142140586,0,0.00620871056980239,0,0,0.183038560013008,0,0.103404528594954,0,0,0,0,0.0155548808340909,0,0,3.46944695195361e-18,-0.0245725419756639,0,0,0,0,0.0152310687143428,0,0,-0.0308528442141203,0,0,0,0,0,0,0,0,0,0,0,0,0.0568721922197045,0,0,0,0,0.180436523978713,0,0,0.0206939034142531,0,0,0,0,0,0
X000338.SZ,0,0.128127596259552,0,0,0,0,0.026348949667841,0,0,0.0173181167201566,0,0,0,0,0.229737513046386,0,0,0,0.111562356752896,0,0,0,0.0563661355079553,0,0,0,0,0,0,0,0,-0.124780987146394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00326662047208873,0.0164814164269937,0,0,0,0,0,0
