,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X000725.SZ,X003816.SZ,X002304.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X600703.SH,X000661.SZ,X000100.SZ,X600741.SH,X002241.SZ,X600809.SH,X300014.SZ,X002371.SZ,X000596.SZ,X601877.SH,X002236.SZ,X600183.SH,X000977.SZ,X300003.SZ,X002007.SZ,X002129.SZ,X300124.SZ,X000625.SZ,X000157.SZ,X002456.SZ,X002180.SZ,X600584.SH,X300142.SZ,X000066.SZ,X600118.SH,X300136.SZ,X600271.SH,X002008.SZ,X002179.SZ,X002463.SZ,X002049.SZ,X002414.SZ,X000050.SZ,X002185.SZ,X600699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,-0.0486081969846301,0,0,0,0.181258754104115,0,-0.149171044986628,0,0,0,0,0,0.146899827172059,0.0291806226767722,0,0.109280123069307,0,0,-0.0391152025619567,0,0.108074621501509,0,0,0,0,0,0,0,0,0.170820319499748,0,0,0,0,0,0,-0.1492933074886,0,-0.0459156023063053,0,0.0510416398512277,0.101840531975936,0,0,-0.0514921244803472,0,0,0,-0.0649454196810105,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0680931760900953,0,0.436886688452198,0,0,0,0,0,0.00023047794092528,0.0332645858544146,0,0,0,0,0,0,0,0,0,0,0,0.0345001967172645,0,0,0,0,0.0342718316804025,0.133614301787372,0,0.00574011628882998,0,0,0,0,0,0,0,0,0.04080267594668,0,0,0,0,0,0,0,0,0
X600276.SH,0.176063272565736,0,0,0,0,0,0.0257737056878558,0,0,0,0,0,0,0,0,0,0.12439109959043,0,0,0,0,0,0.0213618145899675,0,0,0,0,-0.0891228343947227,0.151089535042126,0.10458161822221,0,0,0,0,0,0,0,0.021660839346019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139349710181382,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14188211822815,0,0,0.0327258690200273,0,0,0,0.0541244027389421,0,0.00676002313029125,0,0,0,0,0,0,0.0964996436980455,0,0,0,0,0.00213478515866825,0,0,0,0,0.0265735707642554,0,0.075941149470818,0,0,0,0,0,0,0.0457675280660213,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0894850964658717,0,0,0,0,0,0,0.0497186519218837,0,0,0,0.0190483745400492,0,0.158477626710119,0,0,0.0130222584564315,0,0,0.322050509203155,0,0,0,0,0.0199671671289002,0,0.150111260868779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245654128626543,0,0,0,0,0.0231601963494702,0,0,0,0.0164053200540929,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.226927420443594,0,0,0.0378840763691956,0,0,0,0,0,0,0.17663645263695,0,0,0,0,0,0,0,0.0181072029682123,0,0,0,0.10177520854008,0.204565468593101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133576641800144,0,0,0.00277047666430756,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0091167816475861,0,0,0,0,0,0,0,0,0,0,0,0.145936793355723,0,0.152913146283343,0.291140191323049,0,0.0376395010278206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598218577223647,0,0,0.0662616228831025,0,0.122377453721033,0,0,0,0,0,0.0169709922628138,0,0,0,0,0,0,0,0.0385990443107485,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0329762148837379,0,0,0,0,0.222987548286948,0,0,0,0,0.0516057413446731,0,0,0,0,0,0,0,0,0.0459135712309887,0,3.46944695195361e-18,0,0,0,0.0438491931180147,0,0,0,0.187824708728685,0,0,0,0,0,0,0,0.114180368781643,0.129362572915675,0,-0.00329879858825033,0.0266623852102495,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.186318638817521,0,0,0,0,0,0,0,0.418338015921086,0,0,0,0.0443065449768671,0,0,0,0,0,0.0560708648402067,0,0,0,0,0,0,0,0.0637779122021742,0,0.00880381381937068,0,0,0.0832156069958945,0,0,0,0,0,0,0,0,0,0,0,-0.0151512538773723,0,0,0,0.00813919146288923,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0402652632846982,0,0,0,0,0,0,0,0,0,0,0.131631954482374,0,0,0.161707959055249,0,0,0,0,0,0,0,0.0114949809587526,0,0,0,0.135175017628153,0,0.0981472376059548,0,0,0,0,0,0,0,0.101027372184006,0,0,0.00119784688310812,-5.42101086242752e-20,0,0,0,0,0,0
