,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X000661.SZ,X002304.SZ,X000063.SZ,X600031.SH,X000568.SZ,X000725.SZ,X600809.SH,X003816.SZ,X600690.SH,X300142.SZ,X002241.SZ,X000338.SZ,X002007.SZ,X600703.SH,X300014.SZ,X002371.SZ,X000596.SZ,X300124.SZ,X000100.SZ,X002049.SZ,X300003.SZ,X600584.SH,X002129.SZ,X601877.SH,X002414.SZ,X600741.SH,X000157.SZ,X600183.SH,X000800.SZ,X002236.SZ,X000066.SZ,X300136.SZ,X002456.SZ,X000977.SZ,X000625.SZ,X002179.SZ,X600118.SH,X002185.SZ,X002008.SZ,X002463.SZ,X601799.SH,X300146.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.435512294849299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577130954031901,0.0161311555452946,0,-8.67361737988404e-19,0,0,0,0.0584581019239414,0,0,0.0502708374913812,0,0.00829741663526458,0.0192518131928454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00882426208334965,-0.0059988903971375,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0698969352809173,0,0,0.204697338371227,0,0.454209488196365,0,0,0.0149910912995994,0.0689211994523914,0,0,0.0556097882846332,0,0,0,0,0,0,0,0,0.0243447800361559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051475568163097,0,0,-0.00269686693391121,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.272442228636286,0.158061061524253,0,0,0,0,0.0197374977676607,0,0,1.73472347597681e-18,0,0,0,0,0.0112669540638021,0.00557951229556929,0,0,0,0,0,0.0767980702324673,0.0653608470174855,0,0,0,0,0,-0.103228512561373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0191531283607869,-0.00164357184060133,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31106876200012,0,0.0588617946228093,0,0,0,0.0415329199061713,0,0,0.0177041224276719,0,0.0610124930857662,0.0285883047868643,0,0,0,0,0,0,0,0,0.0579424987551883,0.0873326243442372,0,0,0,0,0.0360944863431498,0.0173270494326832,0,0,0.0213299398724709,0,0,-0.00139183044625535,-0.0222412607784384,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0915018720063467,0,0,0,0.0970957999642064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00290161093406759,0,0,0,0,0,0,0.289958481495055,0,0,0,0.0989111070391322,0,0,0.0639680766948968,0,0.0358821881692868,0,0,0,0.0386989694985855,0,-0.00678745205849088,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.044144740509183,0,0,0,0.0380783990791223,0.0822344368038349,-8.67361737988404e-19,0.181351237248022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279747271647119,0,0,0,0.0242147210647491,0,0,0,0,0,0.0273746702529002,0,0,0,0,0.00639374310183209,0.0183134170871074,-0.0154526677672742,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,-0.0530031298496585,0,0,0,0,0,0,0,0.0507711245575968,0,0,0,0,0,-0.102223105858607,0,0,0,0,0,0,0,0,0.0550366262418486,0,0,0,0,0.0534337095938745,0.15448295555635,0.0763798512513256,0,0,0,0.122577033015568,0,0,0.0701297767697978,0.0274820799194026,0,0,0,0,-0.0811007612785813,-0.0150656236855367,0.00700013902309675,0,0,0,0,0,0
X000661.SZ,0,0,0,0.222640416541322,0,0,0,0,-0.121679430257991,0,0,0,0,0.072591794597871,0,0.00974314546642904,0,0,-0.0429694013342651,0.245551444363115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420177784117241,0,0,0,0,0,0,0,0.0169172711392884,0,0,0.028756114587589,0,0,0.0122067866131169,-0.0264695001529626,0,0,0,0,0,0
X002304.SZ,0,0.229115686301169,0,0,0,0,0,0,0,0,0,0.394065606577406,0,0,0,0,0.0327625198799044,0,0,0,0,0,0,0.16701188343237,0,0,0,0,0,0.00120625553095273,0,0.00508942845164889,0,0,0,0,0,0.0166061270257658,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010453958790042,-0.000625280141181131,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0772189596718072,0,0,0.167449156903657,0,0,0,0,0.0318283937190996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0819803478260265,0.088008172748086,0,0,0,0,0,0,0,0.218608308533762,0,0,0,0.145407669949275,-0.0284705281932759,0.0121488076273014,-0.0206585532603536,0,0,0,0,0,0
