,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000568.SZ,X000625.SZ,X002236.SZ,X002475.SZ,X600031.SH,X002241.SZ,X000338.SZ,X600066.SH,X002456.SZ,X000100.SZ,X002508.SZ,X300124.SZ,X601877.SH,X300136.SZ,X300003.SZ,X600089.SH,X600177.SH,X600271.SH,X002008.SZ,X002294.SZ,X002085.SZ,X600522.SH,X000157.SZ,X002007.SZ,X600118.SH,X600487.SH,X600867.SH,X000981.SZ,X600809.SH,X600699.SH,X600566.SH,X600372.SH,X002074.SZ,X000559.SZ,X300115.SZ,X000623.SZ,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0.077417847022919,0,0,0,0,0,-0.0279022634621253,0,0,0,0,0,0,0,0,0,0,0.144624018290687,0,0,0,0,0.171366266651614,0,0,0,0,0.0450410449337498,0,0,0.15261815532815,0,0,0,0,0,0.106115425281849,0,0.281677758025124,0,0.0161877714024267,-0.0156639405316316,0,0,0,0,0,0
X600104.SH,0,0,0,0.145936643682138,0,0,0,0,0,0.0571543482057717,0,0.478870709465024,0,0.101453175763451,0,0,0,-0.0226592642847039,0,0,0,0,0.00104261585016624,0,0,-0.0393957917743202,0,0,0,-0.145712949745423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037758447183102,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0639673225106833,0.0484635751963174,0,0,0,0,0,0,0.0871440675292996,0,0.426413901919866,0.0582337841149625,0,0,0,0,0,0,0.246044174923157,0,0,0.0116761733370753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.195065850881285,0,0,0,-0.0826401301780858,0,-0.0256874472493356,0,0,-0.00155246941759099,0,0,0,0,0,0,0
X000651.SZ,0,0.0869104025150798,-1.73472347597681e-18,0,0.164047035051299,0.0570386741151434,0,0,0,0,0,0,1.0842021724855e-19,0.0161537524754815,0.146791877449436,0,0,0,0,0.0271270816461887,0,0,0.0904806603936917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0116262566090371,0,0,0,0,0,0,0
X000858.SZ,0.043919439057266,0,0,0,0,0,0,0,0,0.0582415700715384,0,0,0.660465884984404,0,0.0298950441759518,0,0,0,0,0,-0.0201392263719931,0,0,0,0.0636254721039551,0,0,0,0,0,0,0,0,0,0,0,0,0.0125660847444057,0,0,0.0799069760955063,0,0,0,0.0313983619746215,0,0,0,0,-0.00165566413568893,0.00289836968083468,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0880411256567129,0,0,0,0,0,0,0,0,0,0.150066379975187,0,-0.0317916985203458,0,0,0,0.288399545583457,0,0,0,-4.33680868994202e-19,0,0,0,0,0.276659651823835,0,0.39923753566935,0,0,0.312978576846142,0,0,0,0,0,0,0,0,0,0,0.127953168718774,0,0,0,0,0,0,-0.0022647787513659,0.0278793489947531,0,0,0,0,0,0
X600276.SH,0,0,0.0855064545718886,0,0,0,0,0,0,0,0,0.153254110223099,0,0,0,0,-0.0651736290759781,0,0,0,0,0,0,0,0,0,0.0178167163851525,0,0,-0.148797605143855,0,0,0,0.0082111589964578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0751010722061635,0,0.0104991853485893,0.0202205934489529,0,0,0,0,0,0
X002304.SZ,0,0.0942642656961697,0,0,0.0959717628801549,0,0,0,0,0.417651023521314,-0.0569144435957664,0,0,0,-0.140825319372633,0,0,0,0,0,0,0,0,0,0,0,0.140339032561343,0,0,0,0.0609295954400785,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,-0.0662073982113859,0,0,-0.209310908953466,0,0.713403731266601,0,-0.0415258268179588,0.0293920676450558,0,0,0,-0.300599158632109,0,0
X000063.SZ,0,0,0,0,0,0,0,-0.0484848618509235,0,-0.0650391178369178,0.148829752424842,0.041896290182595,0,0,0,0,0,0,0,0,0.108909835703712,0,0,0.30448354995203,0,0,0.0423382702027788,0,0,0,0.0749861668032268,0,0,0,0,0,0,0.0800616852655354,0,0,0,0.0369865388925298,0,0,0,0,0.151975916137645,0,0,0,-0.00183407872493773,-0.0232780360695976,0,0,0,0,0,0
X600690.SH,0,0.31356423978827,0.00151253294809938,0.0780221705814413,0,0,0,0.0461254016861617,0,0,0,0.287674449136133,0,0,0.180185992143141,0,0,0,0,0,0,0,0,-0.0503914486385539,0,0,-0.155886540809725,0,0,0,0,0.0369919094050215,0,0.0162327840845917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220823426875173,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0610637215510484,0,0,0.103895053013254,0,0,0,0,0,0.0336945580551092,0,0,0.0157528364068676,0,0,0.0888928472701267,0,0,0,0,0,0,0.00601265508062372,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.153916357946623,0,0,0,0.0430280575243972,0,0,0,0,0,0,0,0,0.0271157514435889,0.0169269304352314,0,0,0,0,0,0
X600741.SH,0,0.574038518181069,0,0,0.042312061370423,0,0.0232281585712861,0.00879956191885275,0.0584907011122939,0.117146793794436,0,0,0,0,0.0697781284343939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0653588073061482,0,0,0,0,0,0,-0.0428668552107191,0,-0.0611663112090382,0,0,0,-0.0140735865334444,0.0345262843578468,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.697633121340487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246723062290698,0,0,0.0549914168180584,0,0,0,0,0,0,0,0.0488752372379134,0,0,0,0,0,0,0,-0.0215915653735045,0,0,0,0,0,0,0,0,0.0074754767691449,-0.00659103968322371,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0831869667426226,0,0,0,0,0,0.0622477437584318,0,0.232552133055058,0,0,0,0,0,0,0,0.307252276855598,-0.250552608600506,0,0,0,0,0,0,0,0,0,0,0,-0.0260302675244354,0,0,0,0,0,0,0,0,0,0,0,0.211601456413753,0,0,0,-0.0258903783044092,0,-0.00750983034530482,0.026178140274851,0,0,0,0,0,0
X002236.SZ,0,0,0.484362635374816,0.0386127350007353,0,-0.388360266282746,0,0,0,0,0,0,0,0,0,0.0608610236858713,0,0,0,0.02315402375146,0,0,0,0,0,0,0,0,0,0,0.215149122010042,0,0,0,0,0.0561819483547761,0,0,0,0,0,0,0,0,0.0864308991662091,0,0.455824972454574,0,1.73472347597681e-18,0,0.0130339165539839,-0.00480596262859277,0,0,0,0,0,0
X002475.SZ,0,0,0.0373592749392686,0,0,0,0,0,0,0,0,0,0,0,0.0161807397793071,0,0,0.0849928274165569,0,-0.0406674414166995,0,0,0,0,0,0.119997117135399,0,0,0,0.115992457307716,0.444486138218305,0,0,0.00967173329942309,0,0,0,0,0,0,0,0,0,0.0100068533441793,0,0.0587149191788887,0,0,0,0,0,0.0190237979162722,0,0,0,0,0,0
X600031.SH,0,0,0,0.0757697360776079,0,0,0,0,0.150221622304656,0,0.107490011391997,0,0,0.0243031840472132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0947641069566049,-0.0782300433849926,0,0,0,0.336720731382678,0,0,0,0,0,0,0.112388338725105,0.042801475758819,0,0,0,0,0.18890551327408,-0.0886973138020813,0,0.00694644966289264,-0.0374947123560437,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,-0.0182107703049659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326184313522657,0,0.0308040884763476,0,0,0,0.127286028364473,-0.34410861675972,0,0.201416025541947,0.273007934099248,0.287331899239755,0.0448761502839581,-0.199271918492689,0,0,0,0,0.0804670966913403,0,0,0,0,0,0,0.0882065466542842,0.125726916209964,0,0,0,0,0.0199605896402667,0,0,0,0,0,0
X000338.SZ,0,-0.0393718085345201,0,0,0,0.235565771240822,0,0,0,0,0,0,0,0,0,0,0.337475993778125,0,0,0,0,0,0,0,0.0569987741104677,0,0,0,0,0,0,0,0,0,0,0,0,0.0117148741008939,0,0,0,0,-0.0419469266557728,0,0.214428639587899,0,0,0,0,0,4.21730405081734e-05,-0.00751289671211748,0,0,0,-0.100948618479089,0,0
X600066.SH,0,0,0,0,0,-0.0419558525257308,0,0,0,0,0,0,0,0.0559752347748031,0.101903252877596,-0.508063629610337,0,0,0,0,0,0,0.105088331472188,0,0,0,0,-0.0232581932155778,0,0,0,0,-0.0939234687918808,0,0,0,0,0,-0.109837082046232,0.187474472125381,0,0,0,0,0.128183696978076,0,-0.0261402416828309,0,0,0,0.0120160843181997,0.0122052983821607,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0.0717745171819429,0,0,0.122594548733816,0,0,0,0.0946097246236922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325082204089368,-0.184278863194154,0,0,0,0,0,0.14342528284969,0,0,0,0,0,0,0,0,0,0.107356918819632,0,0,0,0.025487854187326,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,-0.0286933772094436,0,0,0,0,0,0.0359631920694731,0,0.0880653395581292,0,0,0,0,0,0,0,0,0.142218985958154,0,0,0,0,0,0,0,0,0,0,0,0.0554852173787887,0,0,0,0,0.0636071908964346,0,0,0,0,0,0,0,0.0114151547784273,-0.0655352999050397,0,0,0,0,0,0
