,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X002371.SZ,X600104.SH,X003816.SZ,X000063.SZ,X000596.SZ,X000725.SZ,X300014.SZ,X002129.SZ,X600031.SH,X000625.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X002049.SZ,X002236.SZ,X000661.SZ,X600372.SH,X000100.SZ,X002241.SZ,X002180.SZ,X601877.SH,X600741.SH,X600702.SH,X000977.SZ,X000157.SZ,X600522.SH,X600584.SH,X002074.SZ,X000733.SZ,X300142.SZ,X600460.SH,X300003.SZ,X002007.SZ,X002294.SZ,X300146.SZ,X000800.SZ,X002028.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.106927206196366,0,0.10958931860575,0.0521133233844088,0,0,0,0,0,0,0.0206127456624359,0,0,-0.107061786351459,0,0,0.0758510294112987,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249699422466572,0,0,0,0.0841930523178716,0,0,0,0,0,0,0,0,0,0,0,0.0127696598264404,0,0,0,0,-0.0489735964576743,0.0261917353722651,-0.0942048187664343,0,0,0,0,0
X000858.SZ,0,0,0,0.116297482001945,0,0.055094458196887,0,0,0,0,0,0,0,0,0,0.101097235818207,0,0,0,0.0858319706695848,0,0,0,0,0,0.0187704001364812,0,0,0,0,-0.00143604100157299,0,0,0,0,-0.0275899379726609,0,0,-0.00479369769746238,0,0,0,0,0,0,0,0,0,0,0,0,-0.0362277497869641,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.19722687008991,0,0,0,-0.108844834812199,0,0,0.0402367903641646,0,0,0.215192592640899,0,0,0,0,0.0431523320766811,0,0,0,0.124139763691041,0,0,0,0.241001928452984,0.0502436807776652,0,0,0,0,0,0,0.0602802380470707,0,0,0,0,0,0.111404225396392,0,0,0.132963686691035,0.122147119568057,0.000214667144709699,0,0,-0.0383582960984456,0,0,0,0,0,0
X000568.SZ,0,0.580018143221468,0,0,0,0,0,0,0,0.0114001712480522,0,0,0.0712440019908316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0808251859665632,0,0,0,0,0,0,0,0.171500066641869,-0.0157042984202754,0,-0.0203935462133302,0,0,0,0,0,0,0,0,0,0,0,-0.0162070380900464,0,-1.73472347597681e-18,-0.0157698427309143,0,0,0,0,0,0
X600276.SH,0,0,0.134227223649193,0,0,0,0,0.0453781012420889,-0.0209435457157578,0,0,0.0390855911032864,0,0,0,-0.0248938084714433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201894565068797,0.286817969512146,0,0,0,0.199665538882069,0,0,0.0180396333867637,-0.00491081976354858,0,0,0,0,0,0
X600809.SH,0,0,-0.097952811398731,0,0,0,0,0,0,0.117478060489992,0,0.0199645509031367,0,0,0,0,0,0.0286245593745413,0,0,0,1.0842021724855e-19,0.194848220469266,0,0,0,0,0.0176181859009161,0,0,0,-0.0932696125740244,0,-0.00430642882256741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113353216426251,0,0.387788642180295,-0.117216370765666,0.0263884064233408,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.119345867465396,0,0.120608957224999,0,0,0,0,0,0,-0.0296174887752316,0,0,0,0,0,-0.0456391539289107,-0.0592448676555102,0,0,0,0,-0.0407428790074112,0.0389410686086532,0,0,0,0,0,0,0.195088908999155,0,0,0,0,0,0,0,0,0,0,0,0,-0.0179951779674583,0,0,0,-0.0379094839449131,0.0160979412131852,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.121611159932555,0,0,0,0,0.163028543437764,0,0,0,0,-0.114370221685342,-0.387719571840559,0,0,0,0.0978785142506481,0,0,-0.109235975650427,0,0,0,0,0,0.0751977924045702,0.0179936619708645,0,0,0,0,0,0.00103923219961339,0,0,0,0,0,0,0,0.129715560656191,0,0,0,0,0,0,0,0,-0.00430256194318533,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0175782617150642,0,0,0,0,0,0,0.309727504044867,0,0,0,0,0,0,0,0.013361126138513,0,0,0,0.155187598545681,0,0,0,0,0.106355304828712,0,0,0.105900891190392,0,0,0,0,0,0,0,-0.135231260386222,0,0,0,0,-0.0111176468896834,0.0564493277678529,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.12080550117216,0,0,0.0126692323198138,0.145265174783084,0,0.146052918735734,-0.0900268741943731,0,0,0,0,0.24566358735084,-0.621343457591405,0,0,0,-2.16840434497101e-19,0,0,0.113699399065595,0,0,0,-0.107408554113309,0,0.0330816052579916,0.0185453307743112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0337084203089615,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0.058498899509865,0,-0.012988410321059,0,0,0,-0.0616298508792348,0,0.0924738099513948,0,0.355966867367304,0,-0.0302589256901729,0,0,-0.133942955920163,0,0,0.122045761037229,0,0,0.206695729119769,0,0,0,0,0.00583730463586189,0,0,0,0,0,0,0,0,-0.0816533905870693,0,0,0,0,-0.0267795339947069,0,0.0415125993720562,-0.0393931792369741,0,0,0,0,0,0
X002371.SZ,0,0,0.0565139456043438,0,0.0749723278291474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132104806364372,0,-0.341787864228463,0,-0.0170010366939148,0,0,0,0,0.112740551439918,0,-0.565220152230341,0.0928174909208331,0,0,0,1.73472347597681e-18,0,0,0,0.16091439784486,0,0,0,0,0,0,0,0,0.0351328139738146,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.111987640120789,0,0,0,0,0,0,0.0641731261309277,0,0,0,0.37910438445024,0,0,0,0.0204861588621657,0,0,0,0,0,0,0,0,0.163589294787734,0,0.0205343888132038,0,0,0,0,0,0,0,0,0,0,0,0,-0.069812004625628,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,-0.032497696519198,0,0,0,0,0,0.0864817089702301,0,0,0,0,0,0.00445251692344432,0,0,0,0.0800633404179663,0,0.0408370762350609,0,0,0,0.0295193540266446,0,0,0.00947376317830001,0.0723361646788714,0.0359917686545478,0.230778841073067,0,0,0,0,0,0,0,0,0,0,0,-0.0169718350816433,0,0.100999785428418,0,0,0.106597898197545,0,0,0,0,0
X000063.SZ,0,0,0.149858782771922,0,0,0,0,0,0,6.93889390390723e-18,0,0.337997683682748,0,0,0,0,0,0,0,0,0,-0.0591776286839048,0,0,0,-0.352730043989405,0.384169147514959,0,0,0,0,0,-0.156532428644278,0,0,0.0383314129161383,0,0,0,0,0,0,0,0,0.220709531052655,0,0.0282435281638251,0,0,0,0,0.0520602925713386,-0.124987429672463,0,0,0,0,0,0
X000596.SZ,0,0.25218757948996,-0.0780265651869516,0.0842098037276055,0,0,0.0206790857677857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403334988321718,0,0,0.01190685130684,0,0,0.150975460461277,0,0,0,0,0,0,0.0671907104118665,0,0,0,0,0,0,0,0,0,0,0,0.0514166966370719,0,0,-0.106274154546649,0,0,0.0148550102441282,0,0,0,0,0,0
X000725.SZ,0,0,0.118291733696756,0,0,0,0,0.0690486625087813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380041766751432,0.203108128694813,0,0,0.0485575336549987,0,0,0,0,0,-0.0104912612919945,0,0,0.0337568881269574,0,0,0,0,0,0,0,0,0,0,0.00420823505600787,0,-0.0669134292623468,-0.0591678967828022,0,0,0,0,0,0
X300014.SZ,0,0,0.0269433402172412,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,-0.111520694894983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833623871778029,0,0.0188635016719563,0,0.0487527400847833,-0.0193398639910559,0,0,0,0.357919064034942,0.0898541457294751,0,0,0,0,0,0,0,0.0259848819361921,0,0,-0.00606259975761891,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0.148657158984417,0,0,0,0,0,0,0,0,0,0,0,0,0.00985389470455855,0,0.190243170309189,0.128656944242997,0,0,0,0,0,0,0,0.125179398785957,0,0,0,0,0.0811336912851716,-0.100891862150288,0.139762812435587,0,0,0,0,0,0,-0.145299023458034,0,0.0722320134389955,0,0,0.107051838269695,-0.0556735432361396,0,0,0,0,0,0
