,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002236.SZ,X002475.SZ,X300003.SZ,X600031.SH,X000338.SZ,X601877.SH,X300124.SZ,X002008.SZ,X600867.SH,X000625.SZ,X600809.SH,X002456.SZ,X600271.SH,X600066.SH,X600487.SH,X000100.SZ,X002294.SZ,X000981.SZ,X600566.SH,X002241.SZ,X300142.SZ,X000661.SZ,X000596.SZ,X002508.SZ,X002049.SZ,X002180.SZ,X000157.SZ,X000050.SZ,X000977.SZ,X002179.SZ,X002038.SZ,X300136.SZ,X600522.SH,X002129.SZ,X600089.SH,X600498.SH,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.539147473506831,0,0.0943333932055331,0,0,0.0161475590069927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107968668551135,0.0204590146996208,0,0,0,0,0,0
X600104.SH,0,0,-0.0292012956656943,0,0,0,0,0,0,0,0,0,0.310579322998258,0,0,0,0,0,0.223639194696748,0,0,0,0,0,-0.172047924889789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109630231685769,-0.0902195055552633,0,0,0,0,-0.0435110322455348,-0.013544984242627,0,0.45364624326632,0,0,0,0
X002415.SZ,0.311103093743107,0,0,0,0,0,0.00830706866640227,0,0,0,0,0,0,0.161844604802482,0,0.0567770007469638,0,0,0,0,0,0,0,0,0,0,0,0.337325554848662,0,0,0,0.0340514288302735,0.118328614947988,0.0235616570324704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0228526653505955,0,0,0,0,0,0,0
X000858.SZ,0.288155316708465,0,0,0,0.27913058916064,0,0.0473877259783238,0,0,0.0200908064120159,0.383735039328291,0,0,0.0520249560943338,-0.0300618687680607,0,0,0.0177112349538528,0,0,0,-0.0232395791494682,0,0,0,0.00308769260364175,0,0,0,0,0,0,0,0,0,0,0,-0.0413561880852072,0.052501766930718,0,0,0,0,0,-0.0576875262352049,0,0,0,0,0,0,0.0146758004031431,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.240322880628492,0,0,0,1.0842021724855e-19,0,0.547330970559584,0,0,0,0,0,0,0,0,0,0,-0.0203930331938708,0,0,0,0.116150754761993,0,0,0,0,0,0,0,-0.0935979655970457,0,0,0,0.00159341068208541,0,0,0,0,-0.0588657868720428,0,0,0,0.354199867660656,0,0,0,0,0,8.67361737988404e-19,0.0361985751932233,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0362502889034372,0,0.156169983795192,0,0.0959323224240083,0,0,0.0200727272827118,0,0.341334678892051,0,0,0.0876008769215249,0,0,0,0,0,0,-0.0470002495816752,0,0,0,0,0,0,0,0,0.175515932649409,0,0,0,0,0,0,0,0,0.149801855759454,0,0,0,0,0,0,0,-0.0508286235409109,0.0150097052267659,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.141184695334636,0,0,0,0.127370799302033,0.292893989640177,0,0.188189927775343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313252020163195,0,0,0,0,0,0,0,0,0,0,0,-0.0776380568575213,0,0,0.0236637518102812,-0.0326018778748009,-0.0311756312131238,0,0,0,0,0
X000725.SZ,0,0,0.0288467547432979,0,0,0,0,0,0.302704076661409,1.73472347597681e-18,0,0,0,0.109129584265387,0,0.0380667047476939,0,0.150134426049956,0,0,0,0,0,0,0,0,0,0,0.283697262808904,-0.0443901153548849,0,0,0,0,0,0,0,0,-0.0933960331480628,0,0,-0.0707224459353967,0,0,0,0,-0.000418963916663823,0.358755805218521,0.0332061332143852,0,0,-0.0148117306245638,0.0624197206600006,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.332237868441524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119615987219565,0,0,0,0.311391248397932,0.154944417825697,0,0,0.317154225918301,0,0,0,0.146130120245368,0,0,0,0,0,0,-0.0364239547613318,0,0,0,0.165935868562254,0,0,0,0,0.0330435281164725,0.0650631754704005,0,0,0,0,0,0
X600690.SH,0,0,0,0.311145191544945,0.0979411493673903,0,0.193136019026933,0,0,0,0,0,0.0249532542946253,0,0,0,0,0,0,0.0216502674259462,0,0,0,0,0,-0.0207283515756059,0.0583698800211863,0,0,0,0,0,0,0,0,0,0.0821028996350108,0,0,0,0,0,-0.107690328428282,0,0,0,0,0,0,0,0,0.00529088550843305,0,0,0,0,0,0,0
X000568.SZ,0.365750362178407,0,0,0.249105711524255,0,0.0186904260417815,0.0360741487079228,0,0,0,0,0,-0.125752604976666,0,0,0,0,0,0,0,0.196242310513724,0,0,0.043621732806017,0,-0.0762847347393477,0,0,0,0,0,0,0,0,0,0.117346922376758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188123032945121,0.0283771668850552,0,0,0,0,0,0
X600703.SH,0,0,0.101589528583641,0,0,0,0,0,0,0,-0.170162871494863,0,0,0.483656325783866,0,0,0,0,0.258156552693575,0,0,0,0,0,0,0,0,0.207622926552227,0,0,0,0,0,0,0,0,0,0.0645156858247972,-0.25391953046891,0,0,0.107810531883785,0,0,0,0.0387947764280141,-0.0172756796753728,0,0,0,0,-0.0163678673272534,0.0245683870945276,0,0,0,0,0,0
