,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X003816.SZ,X600104.SH,X000625.SZ,X300124.SZ,X002304.SZ,X000725.SZ,X000338.SZ,X002371.SZ,X000063.SZ,X000596.SZ,X600031.SH,X300014.SZ,X000100.SZ,X600089.SH,X002179.SZ,X600703.SH,X002241.SZ,X002129.SZ,X000157.SZ,X600372.SH,X002236.SZ,X600741.SH,X002049.SZ,X000661.SZ,X600584.SH,X601877.SH,X000977.SZ,X002028.SZ,X600522.SH,X600183.SH,X002463.SZ,X000800.SZ,X601799.SH,X002074.SZ,X002007.SZ,X600066.SH,X600460.SH,X300142.SZ,X002223.SZ,X000921.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0872481813416462,0,0,0,0.372646588436692,0,0.0322337632992561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222484841479968,0,0,0,0,0.0465997588545112,0,0,0,0,0,0,0,0,0,-0.0111446537689011,0.00241612341439604,0,0,0,0.0173927771574191,0,0
X000858.SZ,0.152873399522792,0,0,0,0,0.412211973813453,0,0,0,0,-0.0344903284195883,-0.0112316582955433,0,0,0,0,0,0,0,0.0570008265201675,0.0997475938007469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227362247260351,0,0.00884721721494403,0,0,0,0,0,0,-0.0132304997414053,0,0.0836102832716761,0,0.0857049536281139,0,0,-0.00288713829751869,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.173401510206064,0,0,0,0,0,0.312466301276945,0,0,0,0,0.104813836961579,0,0.0852241900386729,0,0,0,0,0,0,0,0,0,0.0309014408720888,0.0219764960811055,0,0,0,0,0,0,0,-0.0332810439366381,0,0,0,0.0132274753782989,0,0,0.000397733119438479,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187482181719828,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.329330725561813,0,0,-0.0310239439532602,0,0.0456012442125932,0,0,0,0,0,0.229340486369568,0.175327959130196,0,0,0.103109184175328,0,0,0,-0.0258346090258088,-0.00186804514574754,0,0,0,-0.00505289510866514,0,0
X600809.SH,0,0,0,0,0,0.447846687592111,0,0,0,0,0,-0.00970219103150192,0,0,0,0,0,0,0.370898314954049,0,0.157557119372529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230332171637703,0,0,-0.169365341996191,0,-0.0443923803610673,0.0472099978899127,0,0,0,0,0,0,0,0,0,-0.0160738634689675,-3.46944695195361e-18,0,0,0,-0.0262437453332707,0,0
X000568.SZ,0.279268800370781,0.692301649541937,0,0,0.0065726577768876,0,0,0,0,0,0,0,0,0.0456683027180658,0,0,0,0,0,0,0,0,0,-0.212163694489081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0171701276183046,0,0,0,0,0,0,0,0.00922552664514141,0,0,0,0,0.0138650378040622,-0.0150311839217485,0,0,0,-0.0467622013047254,0,0
X002475.SZ,0,0.108585006990301,0.0524083572778537,0,0,0,0,0,0,0,0,0.0197288230658336,0,0,0,0,0,0,0.0220127946336293,0,0,0.0456478846340259,0,0,0,0.122767864683325,0,0,0,0,0,0,0,0.160929353712389,0,-0.061343284799987,0,0.0727047760088256,0.0837465855271719,0,0.0804088910871994,0,0,0,-0.0191582293392249,0,0,0,0,0,0,-0.07973477815196,0.0503123418871728,0,0,0,0,0,0
X600690.SH,0,0.0245108540630997,0,0,0,0.267406248750887,0,0,0.0132393766689418,0,0,0,0,0,0,0.0755732989959829,0,0,0.0244053809150804,0,0,0,0,0,0,-0.0241784804291174,0,0,0,0,0,0,0.0743619540656489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026548980921266,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.463894753617642,0,0,0,0,0,0,0,0,-0.0442837177021608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0621761926387605,0,0,0.0783031436548013,0,0,0.158844704977703,0,0,0,0,0.000586504908177283,0,0.251296680243223,0,0,0.0267266503459005,-0.0141668626828452,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00722602136195378,0,0.104061042299658,0,0,0,0,0,0,0,-0.111484698512144,0,-0.084563871314466,-0.0533973089430775,0.0690994007657737,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581323645943135,0,0,0,0,0,0,0,0,0.0543094303956031,-0.0103668803696493,0.00403780519141595,0,0,0,0.0936615602660498,0,0
