,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X002236.SZ,X300003.SZ,X000338.SZ,X600031.SH,X601877.SH,X002008.SZ,X300124.SZ,X600867.SH,X002456.SZ,X600809.SH,X000625.SZ,X600271.SH,X600487.SH,X600066.SH,X002294.SZ,X000100.SZ,X600566.SH,X000981.SZ,X002241.SZ,X300142.SZ,X000596.SZ,X000661.SZ,X300136.SZ,X002180.SZ,X000050.SZ,X002007.SZ,X002508.SZ,X600522.SH,X000157.SZ,X002038.SZ,X600498.SH,X000977.SZ,X002179.SZ,X002049.SZ,X600089.SH,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.416376081252123,0.00532212683969103,0.103660849065511,0,0,0,0,0.065599944103392,0,0.0283296119923354,0,0,0,0,0,0.0441772792407805,0,0,0,0,0.0317097565954575,0,0,0,0,0,0,0,-0.0107310571432202,0,0,0,0,-0.0160696467585976,0,0,0,0,0,0,0,0.0238179480222824,0,0,0,0,0,0,0.00291506399422699,0.00439222411919684,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.154528974121654,0,0,0,0,0,0.110239374260663,0,0,0,0,0.106899853206268,0,0,0,0,0,0,0,0,0.176106804729232,0,0,0.0286924753265743,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,-0.0873031136457958,0,0,-0.0697774566204517,-0.0714507487329653,-0.0192017360069435,0,0,0,0,0,-0.0339869605590603,-0.0640473096378165,0,0,0,0,0,0
X002415.SZ,0.0194167493868464,0,0,0,0.0595168955618999,0,0,0,0,0,0,0,0,0,0.121008581708589,0,0,0,0,0.172816803674615,0,0,0,0,0,0,0.133481565048742,0,0,0,0.170627541698835,-0.0569163479772971,0.174885322491858,0.0525101908897375,0,0,0,0,0,0.0300139747709949,0,0,0,0,0,0,0,0,0,0,0,-0.00713718540320443,-0.0275816967901857,-0.119682263943709,0,0,0,0,0
X000858.SZ,0.235324172484514,0,0,0,0.22714485325613,0,0.022388632048748,0,0,0,0.157826815978612,0,0.0537522544778589,0,0,0,0,0.064317728048971,0.0521334830221369,0,0,0,0,0.121974072835851,0,0,0,0,-0.0954822044049605,0,0,0,0,0,0.0476144432360808,0,-0.0249818843205674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00961040686991066,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.424255640832158,0,0,0,0,0,0.275615166444827,0,0,0,0,0.0670717166869903,0,0,0,0,0,0,0.0283611735541703,0.0320758982966554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0464035059487194,0.314349788943804,-0.0589379024142797,0,0.108815442043048,0,0,0,-0.142272161386411,0,0,0,0,0,0.0589140405652952,0.101000389405985,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.087154269901655,0,0,0,0,0,0,0.0566306314417124,0,0.326025577192689,0,0.140161004927828,0,0,0,0,0,0,0,-0.108033857854274,0,0,0,0,0.0290485415831892,0,0,0,0,0.0726852315532744,0.0136780127408642,0,0,0,0,0.0287704497291671,0,0.242677209980911,0,0,0,0,0,0,0,-0.0524553620622589,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.256625461443099,0,0,0,0,0,0,0.114202968975762,0,0.306661377470305,0,0,0,0,0,0.0365441663216509,0,0,0,0,0.0468551066948106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295982813771609,0,0,0,0,0,0,0,0,0,0,0.0110535368015831,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0793138181424608,0,0,0,0,0.0417756917956266,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0970845442813803,0.118979928819827,-0.00587766985660584,0,0,0,0.143179138828248,-0.0097216723549385,0,0,0.0556732767709536,-0.159853624603468,0,0,0,0.0111980657353605,0,0,0.0587996326840541,0,0,0,0,0,0,0,0.0414455039151365,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.041457816176173,0,0,0.0181288787297107,0,0,0,0,0,0,0,0,0.0595747676713638,0,0,0,0.0879829707701743,0,0.0696689565909315,0,0,0,0,0,0.169094322784199,3.46944695195361e-18,0.320200976201813,0,0.0746860990406529,0,0,0,0,0,0,0.123064802267197,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.288301931214255,0.170909324448279,0,0.154565752723054,0,0,0,0.121290664164729,0,0.0453457154960402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0708953623897577,0,0.0686242548594297,0.0428621431081603,0,0,0.0468071211327068,0,0,0.0321751374228105,0,0,0,0.0395924887754421,0,-0.122120375987057,0,0,0,0,-0.00208795530763419,0,0,0,0,0,0,0
X000568.SZ,0.480250144333124,0,0,0.0780411964917237,0.0513294522428638,0.129465587536449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0622456499344311,0,0.120674142457993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248059414452175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00122757229979903,0,0,0,0,0,0,0
X600703.SH,0,0,0.22883668044163,0,0,0,0,0.0415304979702202,0,0,-0.151262723100317,0,0,-0.0499675519684993,0,-0.145249536678825,0,0,0,0,0,0,0.569538852086417,0,0,0,0,0,0,0,0,-0.340607381841884,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109647606529404,0.342498240741114,0.0534017728879725,0,0,0,0.0083318933502112,0,0,0,0,0,0,0
X600741.SH,0,0.311970201434512,0.0141349375062875,0.312688181449763,0,-1.73472347597681e-18,0.0052729309860399,0,0,0,0,0,0,0,0,0,0,0,0,0.0340396845136095,0,0,0,0,0,-0.11107346750326,0,0,0,0,0.0380463401457343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438633439257909,0,0.0395905123143667,0,0,0,-0.00686354452926649,-0.0527758899774624,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0.0762988765264292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516346772341909,0,0,0.0568809299365716,0,0,0,0,0,0,0.0361424705457596,0,0.00543778701939112,0,0.163091375168344,0,0,0,0,0,0,0,0,0.0189281373494805,0,0,0,0,0,0,0,0,0,0,0,0,0
X002236.SZ,0,0,0.675582626829004,0,0,0,0,0,0,0,0,0,0,0.188149007439817,0,0,0,0,0,0,0,0,0.304401713001784,0.0103732728283442,0,0,0,0,0,0,0,0,-0.074223484639245,0,0,0,0,0,0,0,0,0,0,0,0,0.137247126494433,0,0.0355977977411498,0,0,0,0.0128258111807131,0,0,0,0,0,0,0
X300003.SZ,0.0515720302337161,0,0,0,0,0.18120026561116,0,0,0,0,0.0880305985000221,0,0,0,0,0,0,0,0,0,0,0.250474346579166,0,0,0,0,0,0,0.0380697100095826,0,0.0178801298665927,0,-0.0773198019598528,0,0,0.0253219590835606,0,-0.0825738800191704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0280185855557389,0,0,0,0,0,0
X000338.SZ,0,0,0.101613913312865,0,0,0,0,0.093276351359192,0,0,0,0,-0.13499095504902,0,0,-0.0102291578854899,0,0.234286751038228,0,0,0,0,0,0.0790979085629859,0,3.46944695195361e-18,0,0,0,0,-0.0170360689893018,0,0,-0.0632548627638427,0,0,0.0744057569553851,0,0,0,0.0840487630957482,0,0,0,0,-0.021039572149805,0,0,0,0,0,-0.010443768365234,-0.00834831508928638,0,0,0,0,0,0
X600031.SH,0,0.0394844803804439,0,0,0,0.0613480697372636,0.0356073228978968,0,0,0,0.185721770504683,0,0,0,0,0,0.136062858012608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0446851379663321,0,0,0.0556944224926576,0,0,0,0.0132450538557277,0,0,0,0,-0.000922532015423175,0,-0.0106210489730096,0,0,0,6.7762635780344e-21,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170465438697855,0,0.0140141799148154,0,0,0,0,0,0.043241147326273,0.0266803897917412,0,0,0,0,0,0,0,0,0,0,0.099004994860138,0.197337848751993,0,0,0,-0.143115189803033,0.239941925991111,0,0.054061669362125,0,0,0,0.0371024004439812,0.0728511187588096,0,0,0,0,0,0
X002008.SZ,0,0,0,0,0,0,0,0,0,0,0.128730688517454,0.0234596289714558,0,0.00478628731543035,0.38912260680156,0,0,0,0,0,0,0,0,0,0,0.120000628971719,0,0,0.0812964053638099,0,0,0,0.0124460182661496,0,0,0,0,0,0,0.209492578940732,0,0,0,0,0,0.0671305110118634,0.217839228665062,0,0,0,-0.350466459117715,0.0214044318674656,0,0,0,0,0,0,0
