,X600104.SH,X600519.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X600276.SH,X600031.SH,X600690.SH,X000338.SZ,X600372.SH,X000157.SZ,X002241.SZ,X600741.SH,X600703.SH,X600066.SH,X600089.SH,X000100.SZ,X600271.SH,X601877.SH,X600118.SH,X000550.SZ,X002236.SZ,X000581.SZ,X600582.SH,X002475.SZ,X000800.SZ,X000623.SZ,X600177.SH,X000568.SZ,X300124.SZ,X000977.SZ,X000559.SZ,X002294.SZ,X000050.SZ,X002129.SZ,X000400.SZ,X600839.SH,X002292.SZ,X000869.SZ,X002465.SZ,X002456.SZ,X300003.SZ,X002007.SZ,X600312.SH,X600060.SH,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.138428383926923,0,0,0,0,0.151870394867535,0,0,0,0,0,0.57553022465233,0,0,0,0,0,0,0,0,0,0,0,0,0.000479538710915013,0.0167667713206095,0,0,0,0,0,0,0,-0.117069517113371,0,0.120176805837153,0,0,0,0,0,0,0.118884184287737,0,0,0,0,0,-0.0243556753665238,0,0,0,0,0
X600519.SH,0,0,0,0,0,-0.0222268051751271,0.0211132887210606,0,0,0,0.0120117330660063,0.20109099956661,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0139967597913947,0,0,0,0,0,-0.0246224431563125,0,0,0.0933113510179476,0,0,0,0,0,0,0,0,0,0,0.198044800467669,0,0,0,0,-0.00986137003131288,0,0,0,-3.46944695195361e-18,-0.00224412425156454,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.233084044131716,0.0995584536256806,0,0,0,0,0,0.0247003080926196,0.0104448522921207,0,0,0,0,0,0,0,0,0.0558835246259396,0,0,0,0,0,0,0,0.0942749923669006,0,0,0,0.0302229973897691,0,0,0,0,0,0,0,0,0,0,0,0,0.167241361293381,0,0,0.0488048158025626,0,-0.0382414696127104,-0.0265327072432112,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.203910024857173,0.0720768416845265,0,0,0,0,0.114728686167279,0,0,0,0,0,0,0.0328587352989772,0,0,0,0,0,0.0294157791484471,0.301521383322524,0,0,0,0,0,-0.0224012544097145,0,0,0,0,0,0.018029311186167,0,0.109562140631296,0,0,0,0,0,0,0,0,0,0,0,0,-0.0038447368633406,0,0,0,0,0,0
X000725.SZ,0,0,0.0852605098119833,0,0,0,0,0.169098418626179,0,0,0,0,0,0.0779532071113449,0.0873857831232682,0,0,0,0,0,0,0.054781899387323,0,0.0953667746041945,0,0,0,0,0,0.0928277723533411,0.147832005307954,0,0.12250445127088,0,0,0,0,0,0,0,0.0636509993713399,0,0,0.0667708964071429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0.321451796158027,0,0,0,0,0,0.113928859352974,0,0.245406721351261,0,0,0,0,0,0,0,0.136318667971882,-0.0200279209794366,0,0,0,0,0,0,0,0,0,0,0,0,0.0718843231514287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123388690688444,0,0,0,0,1.0842021724855e-19,0.000605423760503716,-0.0386414008718202,0.157797644772377,0,0,0,0
X002304.SZ,0.0428477689270022,0,0,0,0,0,0,0.539902640722111,0,0.184873105854865,-8.67361737988404e-19,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.0216258643370498,0,0,0.0258520361298764,0,0,0,0,0,0,-0.0274223470810662,0,0,0,0,0,0,0,0,0.132507354203946,0,-0.0523234478719877,0,0,0,0,0,0,0.00330315350238703,-0.00234849276121054,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.102753582815056,0,0.0252387943022091,0.0586259217038669,0.253110374050168,0,0.0757810493540869,0,0,0,0,0,0,1.0842021724855e-19,0,0,0.0384722772190158,0,0,0,0,0,0,0.0172114085120325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000331727360595129,-0.0205084282405246,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.158772979118236,0,0.101728874862453,0,0,0,0,0.123453370109761,0,0,0,0,0,0,0,0,0.0956896639193278,0,0,0,-4.2351647362715e-22,0.255098639872918,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00924030957254449,-0.0081557512179535,0,0,0,0,0,0
X600276.SH,0,0,0,0.057937355985257,0,0,0.041669798044634,0,-0.00714172631196642,0,0,0,0,0,0,0,0,0.194993168757512,0.217295243195074,0,0,0,0,0,0,0,0,0.0249996497465764,0,0,-0.0417956716393116,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297738835458441,0,0,0,0,0,0,-0.0232871379301155,0.00912821981475436,0,0,0,0.0290413417628105,0,0
