,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X002475.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600183.SH,X600703.SH,X000596.SZ,X002241.SZ,X002236.SZ,X002007.SZ,X000100.SZ,X000157.SZ,X300003.SZ,X601877.SH,X002463.SZ,X002179.SZ,X300142.SZ,X300124.SZ,X600271.SH,X000066.SZ,X002008.SZ,X000625.SZ,X002129.SZ,X600867.SH,X300136.SZ,X002506.SZ,X000977.SZ,X600498.SH,X600177.SH,X300014.SZ,X002049.SZ,X002180.SZ,X600066.SH,X002456.SZ,X002371.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.265877471732804,0,0,0,0,0,0,0,0,0,0.303882319776237,0,0,0,0,0,0,0,0,0,0.0139997827295876,0,0,-0.0342948680858503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0243089096480381,0,0,0,0.04132669511195,0,0,0,0.00859278574229408,0,0,0,0,0.0044146273136282,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0142042627698548,0,0,0.3230638295446,0,0,0,0,0.309921327717616,0,0,0,0,0.0602821027390318,0,0,0,0,0,0,-0.0449247771061652,0,0,0,0,0,0,0,0.0199455375334624,0,0,0,0,0,0,0,0,0,0,0.0474919576178619,0,0,0,0,-0.0299184512348682,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.126759298546491,0,0,0.225395523317339,0,0,0,0.0923197132729438,0,0.0432377454246123,0,0,0.0540458724942472,0,0,0,0,0,0.00500566755112288,0,-0.0210486403125696,0,0,0,0,0,0,0,0,0.00818255617360886,0,0.0542238962538314,0,0,0,-0.0546559418131004,0,0,0,0,0.0264206693880053,0,0,0,-0.00878493211385041,0,0,0,0.00512484027422596,0,0
X000651.SZ,0,0,0,0,0.0327206584489011,0,0,0,0,0,0,0,0,0,0,0,0.242052959484035,0,-0.0544709473517971,0,0,0,0.00426107209873366,0.25720958630415,0,0.02871204583796,0,0.0192244087893994,-0.0225878570099567,0,0,0.0680747593978311,0,0.117918062290327,0,0,0.0181524401499231,0,0,0,0,0,0,0,0,-0.0478802227858407,0,0,0,0,0,-0.00515682913766351,0,0,0,0,0.0142678222795436,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519998413042791,0.115723479349157,0,0,0.0908391191197143,0,0.0494979610923828,0.00987444273705651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017347553649779,0.0978472614486053,0,0.114418324233483,0,0,0,0.00746934412129029,0,0,0,0,-0.018456545798375,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0233281278655369,0,0.0256185340801585,0.087523847269665,0,0,-0.0626882601267545,0,0,0,0,0,0,0,0,0.0752441714256246,0,0,0,0,0,0,0.0587732248647875,0.167242952235125,0,-0.016326037593432,0,0,0,0,0,0,0.0428385671115345,0,0,0,0,0,0,-0.00684843809440332,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0.167918905142272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.134763273082319,0,0,-0.0638925062458193,0,0,0,0,-0.102929990155317,-0.0334136997232222,0,0,0,0,0,0,0,0,-0.114573890227578,0,0,0.0159398321155622,0,0,0,0,-0.033079896769438,0,0,0,0,0.174014630289052,0,0
X002304.SZ,0,0,0.215624091840116,0,0.033486050045538,0,0.156425625875277,0,0,0,0,0.226648535920705,0,0,0,0,0,0,0,0,0.057633804837085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0775612615225954,0,-0.00985808773742566,0.106583950248107,0,0,0,0,0,-0.014086000414999,0,0,0,0,0,0,0,0,0.0518889327425707,0,0,0,-0.0407475308155771,0,0
X002475.SZ,0,0.15111924783242,0,0,0.00253728294911902,0,0,0,0,0,0,0,0,0,0,0.145897918253608,0,0,0.061539651865803,0,0,0,0.0398903454106767,0,0,0,0,0,0,0,0,0,0,0,0.115944160199884,0,0,0,0,0,0,0,0,0,0.0972765100217185,0,0,0.186281915017499,0,0,0,0.00362231124925105,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.165095759036067,0,0,0,0,0,0,0.0136544568695945,0,0,0,0,0.129576192143213,0,0,0.194000880749804,0,0.0256837996396652,0.0963975219031585,0,0,0,0,0,0,0,0,0,0.0812776336594665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108959665134077,2.16840434497101e-19,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0684554055269863,0,0,0.156757369382598,0,0.00341147250022273,0,0,0,0.0360522860212158,0,0,0,0,-0.0208500682682472,0,0,0,0,0,0,0,0,0,0,0.152699525591309,0.0283245228590412,0,0,0,0,0,-0.0620532844291878,0.111068448597242,0,0,0,-0.024176903981697,0,0
X000568.SZ,0.0618817356812565,0.734296465184059,0,0,0,0,0,0.129357258918633,0,0,0,0,0,0,0,0,0,0.0466868841623679,0,-0.0649562804449745,0.130938670955959,-0.0753861502732608,0,0,0.0417876855025833,0,0,0,0,0,0,-0.0911978195358494,0,-0.00206316788064042,0,0,0,0,-0.0605215847182961,0,0,0,0,0.0764509673731082,0,0.118140676046613,0,0,0,0,0,-0.00202436647446658,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0790115878828466,0,0,0,0,0,0,0.0104255556792903,0,0,0,0,0,0,0,0,0,0.225781861855176,0,0,0.00458030123551384,0.112068071912056,0,0,0,0,0,0,0,-0.0395622122987662,0,0,0.0643683688279144,0,0,0,0,0,0,0,-0.0376130850192593,0,0,0.025244421288702,0,0,0,0,-0.023423839384162,0,0
