,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X600104.SH,X000651.SZ,X000725.SZ,X002371.SZ,X300124.SZ,X002129.SZ,X003816.SZ,X600031.SH,X300014.SZ,X002241.SZ,X002049.SZ,X000063.SZ,X600703.SH,X000338.SZ,X000596.SZ,X601877.SH,X002179.SZ,X000625.SZ,X600460.SH,X600089.SH,X000100.SZ,X600741.SH,X300142.SZ,X000661.SZ,X002180.SZ,X600522.SH,X600702.SH,X000157.SZ,X002074.SZ,X600884.SH,X000733.SZ,X002236.SZ,X000799.SZ,X600584.SH,X002008.SZ,X600563.SH,X600779.SH,X000977.SZ,X002414.SZ,X002007.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.414310864680864,0,0,0.137808515593912,0.0112017794282907,0,0.124347955253895,0,0,0,0,0,0,0,0,0,-0.0283879420439844,0,0,0,0,0,0.00915238648696959,0,0,0,0,0,0,0,0,0,0,0,0.156634892497601,0,0,-0.0130277346284876,0,0,0,0,0,-0.0489334939052999,0,0,0,0,0,0,4.33680868994202e-19,-0.00929143758403844,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.196835802805729,0.0535510024436655,0,0,0.00543109457938501,0,0,0,0,0,0,0,0,0,0.0178264364387306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460352375475519,0,0.126596414658157,0,0,0,0,0.00210051228204554,0.141930263579029,0,0,0,0,0,0,0,0,0,-0.0388767763041599,0.0446780534644837,0,0,0,0,0,0
X002415.SZ,0,0.15864412792789,0,0,0,0.124202143777543,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465192293080979,0,0,0,-0.0528755036912931,0,0,0,0,-0.148802175542293,0,0,0,0,0.0716275667643174,0,0,0,0,0,0,0,0,0,0,0,0.035120247514622,0.064046542734898,0,0,0,0,0.00414047334461871,0.0112655535574106,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.347375744712129,0,0,0.0708247168321344,0,0,0,0,0,0,0,0,0,0,0,0.0402134878951356,0,0,-0.442333342459875,0,0,-0.0201933008971582,0,0,0,0,0,0,0,0,0,0,0,-0.0185142636916785,0,0,0,0.158720076865296,0,0,0,0.0593531544149496,0,0.0491258517445281,0,0,0.00710874486716227,0.0208937847896095,-0.012358929365411,0,0,0,0,0,0
X000568.SZ,0.431632817957813,0,0,0.00740206925276042,0,0.00826180308303886,0,0,0,0,0,0,0,0,0,0,0,0.0622355510247218,0,0,0,0,0,0.125061503688218,0,0,0,0,-0.0533759460856053,0,0,0.00277156430611802,0,0.106136249388216,0,0,0,0,0,0,0,0.179690425846449,0,0,0.00766160945663148,0,0,0,0,0,0,0.000291326929123383,0.0306834329148274,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.341522306692484,0,0,0,0,0,0.340319221498899,0,0,0,0,0,0,0,0,0,0,0,0,-0.0198585297213652,0,0,0,0,-0.0113360238590933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107001607838008,0,0,0,0,0.0550908638421732,0,0
X600276.SH,0.136003206276093,0,0,0,0,0,0,0,0.259303572924686,0,0,0,0,0,0,0,0,0,0,0,0.281161328661578,0.0372153569644159,0.0293227074220973,0,0,0,0,0,-0.0270670943602868,0,0,0.0360916215872176,0.0262406562202999,0.00633257880623471,0,0,0,-0.0215568695424103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0389214731716189,0,0,0,-0.0594587056206877,0,0
X002304.SZ,0,0,0,0,0.00311058680640821,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.00392743115673789,0,0,0,0,0,0,0,0,0.270273750047665,0,0,0,0,0,0.0931393608558672,0,0.026396347166041,0,0,0,0,0,0,0,0,0.000916697190366476,0,0,0,0,0.194754744510294,0.0381542669450194,1.73472347597681e-18,0,0,0,-0.000844958646853713,0.0132248944824531,0,0,0,0,0,0
X600690.SH,0,0.101177303375047,0,0,0,0,0.0273332521493686,0.0530916809510223,0,0,0,0,0,0,0,0,0,0,0,0,0.0935494855434738,0,0.169513799714479,0,0,0,0,0.0719390687668129,0,0,0,0,0,0,0.127268230477198,0.0721315551584553,0,0,0,0,0,0.0513784467987928,0,0,0,0.091053672727408,0,0,0,0,0,-0.000623281350995269,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0152658736031941,-2.16840434497101e-19,0,0,0,0,0,0,0,0,-0.00866084394715942,0,0,0,0,0,0,0,0.0133259432574518,0,0,0.00955404732472549,0.196958555893316,0,0,0.211323011311726,0,0,0,0,0,0,0.121753786792997,0,0,0,0,0,0,0,0.00118068889293324,0.0165770136990551,0,0,0,0,0,0,0,0,0,0,-0.00509720191146459,0,0
X000651.SZ,0,0,0,0,0.0311166042997813,0,0,0.0594245762666812,0,0,0,0,0,0.157728265462707,0,0,0.158243530532711,0,0,0,0,0,0,0.00789877262737126,0,0,0,0.0140361759587639,0,0.103387278724183,0,0,-8.67361737988404e-19,0,-0.0475709683815623,0,0,0,-0.105794943577575,0,0,0,0,0,0,0,0,0.0017234126526106,0.0475924664896264,0,0,-0.00701790206103751,-0.0040946450910097,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,-0.0108497058135757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0953231613824414,0,0,0.0243934665376221,0.221589135589081,0,0,0.203012983295809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384606344495786,0.00288892132670461,0,0,-0.0415550211961475,0.0442288751258019,0,0,0,0.024728061451209,0,0
X002371.SZ,0,0,0,0.026225552894596,0,0,0,0,0,0,0,0,0,-0.0437306441103524,0.347205659646062,0,0,0.0590814850446878,0,0.179276573367159,0,0,0,0,0.165261893172267,0,0,0.42763541035164,0,-0.0725180435745969,0,0,0,0,-0.0195938421605576,0,0,0,0,0,0,0,0,0,0.23393852400625,0,0,0,0,0,0.012375145791125,0,-0.0198906170061675,0,0,0,0,0,0
