,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X000651.SZ,X300124.SZ,X600104.SH,X000063.SZ,X003816.SZ,X000725.SZ,X002371.SZ,X000625.SZ,X000596.SZ,X600031.SH,X300014.SZ,X002129.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X002049.SZ,X000100.SZ,X600372.SH,X002236.SZ,X000977.SZ,X600741.SH,X002241.SZ,X601877.SH,X600584.SH,X000157.SZ,X000661.SZ,X600522.SH,X002180.SZ,X002074.SZ,X000733.SZ,X600702.SH,X300142.SZ,X600460.SH,X000800.SZ,X002463.SZ,X002007.SZ,X601799.SH,X002028.SZ,X000066.SZ,X300003.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.347209054902912,0.0042728892288183,0,0,0.0162607625438507,0,0,0,0.0809266867715438,0,0,-0.022928585762673,0,0,0,0,0,0,0,0.0175100103749485,0,0,-0.0181829617293029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142747877692318,0,0,0,-0.0357065614376725,0,0,0,0,0,0,0,0.000364015869879471,0,0,0,0,0,0
X000858.SZ,0.18684831801247,0,0.570274942576102,0,0,0,0,0.0159028399934091,0.00613285680461944,0.118299354788142,0,0,0,0,0.0108937684180366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0478415748823816,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0.410918650503923,0.24903352217201,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0707178246538515,0,0.147527037237685,0,0,0,0,0,0,0,0,0,0,-0.0358534291067502,0,0,0,0,0,0,0,0,0,0,0,0.253775536496357,0,0,0,0,0,0,-0.068450557681135,0,0,0,-0.0100909764122437,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.22372699001434,0,0,0,0,0,0,0,-0.0541554007733364,0,0,0,-0.0838012757764303,0,0.0240957984834836,0.146740180452053,0,0,0,0.172329247587112,0,0,0,0,0.331255999953334,-0.0508615539733015,0,0,0,0,0,0.00553648389186618,-0.289874251667266,0.372966191282984,0,0,0.0302475972612238,0,0,0,-0.0614788320838725,0,0,-0.0517978995961618,0,0,0,0,-0.0542373109775587,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,-0.00541538906979258,0,0.092081037259122,0,0,0,0,0,0,0,0,0,0.25521655827537,0,0,0,0,0,0,0,0,0,0,0.0345694948856615,0,0,0,0,0,0,0,-0.0286409294886277,0,0,0.26380948397681,-0.0898438132764516,0,0,0,0,0,0,0,0,0,0.125146901316764,0.0832859537846675,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.166946863974639,0,0,-0.0544476533798817,-0.326382394489809,0,0,0,0,0,0,-0.529355492643745,0,-0.0538375794328151,0,0,-0.180144840312502,0.136515838645729,0,0,0,0,0,0.444150264529414,0.0477996722979264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0620508177823397,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0.109230257834534,0,0,0,0,0,0,0.0524379606880226,0,0,0,0,0,0,0,0,0,0,0,0,0.0173019684828957,0,0.035897381204921,0,0,0.0338691682472544,0.0484690051464129,0,0.614766306375603,0,0.14961594693163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.199608487191803,0,0,0,0.0743297544883456,-0.00250486433565523,0,0,3.46944695195361e-18,0,0,0,0,0.135618472246157,0,0,0,0.0323151302758909,0,0.0274350201701681,0,0,0,0,0,0,0,0,0,0,0,0.120109611144373,0,-1.73472347597681e-18,0,-0.0481038954116015,0,0,0,0,0,0,0,-0.0129736310141806,0,0,0,0,0,0.0966817169323276,0,-0.0296067995707305,0,0,0,0,0,0
X002304.SZ,0,0.284205834498294,0.219517333259219,0.00103175192846888,0,0,-0.0159500385005963,0.106164319067189,0,0,0,0,0,0,0.0431072160269194,0,0,0.0955027696873653,0,0.0402635936798042,0,0,0,0,0,0,1.73472347597681e-18,-0.00644779636115671,0.0243440137618965,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0.0243685121819956,0,0,0,0,0,0,0,0,0,0,0.00259789286692116,0.0155121805391294,0,0,0,0,0,0
X000651.SZ,0,0.14122368387297,0,-0.109157728761658,0,0,0.0280892750669483,0.410291948066498,0,0,0,0,0,0,0,0,0.0788655378382766,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.0224883486712495,0,-0.0284787329315222,0,0,0,0,-0.0418163049102119,0,0,0.0181027097598942,0,0,0,0,0,0,0,0,0,0,0,-0.00157128022374681,0,0,0,0,0,0,0
