,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000063.SZ,X000625.SZ,X600118.SH,X600690.SH,X600703.SH,X000100.SZ,X600271.SH,X600031.SH,X600372.SH,X002292.SZ,X002241.SZ,X000157.SZ,X000338.SZ,X600741.SH,X002236.SZ,X002475.SZ,X600089.SH,X600839.SH,X600066.SH,X600177.SH,X601877.SH,X002465.SZ,X000559.SZ,X000016.SZ,X000547.SZ,X600435.SH,X002129.SZ,X300003.SZ,X300124.SZ,X002498.SZ,X600582.SH,X000568.SZ,X002294.SZ,X002456.SZ,X600252.SH,X002276.SZ,X000066.SZ,X000550.SZ,X002179.SZ,X000977.SZ,X002049.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.205192652232599,0,0,0,0.0764203752254549,0,0,0.21168094715262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520844757954292,0,0,0,0,0,0.0129642837271643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203971696265257,0,0,0,0,0,0.0087532165607078,0.0261709640251357,0,0,0,0,0,0
X600104.SH,0.296072270657954,0,0,0,0,0,0.151103793133732,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.103022474072323,0,0,0,0,0.0248860055286833,0,0,0.203649076738138,0,0,0,0,0,0,0,0,0,0.0320125711742907,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.00140664437308398,0,0.0273015593380272,0,-0.0217849079148571,0.0106022199207937,0.0368478465847451,0,-0.0937961250930828,0,0,0,0
X000651.SZ,0,0,0,0.051785216256082,0,0,0,0.0786626751169726,0,0,0,0,0,0.0875422407707235,0,0.0899664612388456,0,0,0,0.100500217394512,0,0,0,0,0,0,0,0.00663153961011073,0,0,0,0,0,0,0,0,0,0,0,0.346356769461209,0,0,0,0,0,0,0,0,0.0601364164285368,0,0,-0.0158759342867862,0,0,0,0,0,0,0
X002415.SZ,0.0700761456847045,0,0.0692678362530856,0,0,0,0,0,0.0773553389522829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393351943045011,0,0,0,0,-0.0313272198038804,0,0,0.181356022415436,0,0,0,0,0,0,0,0,0,0.206118141380285,0.177793003305807,0,0,-0.00506218394648187,0.0411356493600417,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.121803588545319,0,0.146295436634367,0,0,0,0,0,0,0,0,0,0,0,0,0.0300648197769445,0,0,0,0,0.142614420529545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148910418426229,0.0706544352030049,0,0,0,0.0122298951441825,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.303666972394593,0.144934267756896,0,0,0,0,0,0,0,0,0,0,0,0.0536115403635894,0.103372566704317,1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.0122311461569371,0,0,0,0,0,0,0,0,0.47716359560382,0,0,0,0,0,0,0,0,0,0.0618140610770236,0,-0.00478752371026593,0.0122214132062952,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.300135431680708,0,0,0,0,0,0.000776947609923194,0,0,0,0,0,0,0.053988400371496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507493847319621,0,0,0,0.0133304602105242,0,0,0,0,0,0,0,0,0,0,-0.0105188648111088,0.0237755723028612,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.068662195487406,0,0,0,0.119588971988827,0.0602357461499765,0,0,0,0,0,0.199985902425106,0,0.0161287838249291,0,0,0.131417373496639,0,0,0,0,0,0.152158639195935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415814554603826,0,0,0,0,0,0.00161063264412494,0.018761981580544,0,0,0,0,0,0
X000063.SZ,0.152699628083986,0,0,0.0869107173767479,0,0,0,0,0,0,0,0,0,0,0.216632963363333,0,0,0,0,0,0,0.0805567792112312,0,0,0.274782615383267,0,0,0,0,0,0,0,0,0,0,0.00410898216875497,0,0.0413903034453815,0,0,0,0.00960921809157186,0,0,0,0,0,0,0,0,0,-0.00809737004430599,-0.0382576755987139,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0.0751677173267169,0,0.0303989144238624,0,0,0,0,0,0.0529507176301184,0,0,0.0761838216331818,0,0,0,0.131409000847484,0.201537876734756,0,0,0.0109213560377277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100533334130345,0,0,0,0,0,0.0309181310353807,0,0,0,0,0,0,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0.125178550359289,0,0,0,0,0,0,0,0,0,0,0.0871273533210306,0.0749811165199436,0,0,0,0,0.0331979633941931,0,0,0,0,0,0,0,0,0,0,0,0.501862260142719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214519302814615,0,0,0.034675835396053,-0.0369943015096578,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358664954904904,0,0,0,0,0,0.072826006157043,0.251427732797041,0.116686271846339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0762368731136401,0,0,0,0,0,0,0,0,0.0874119531446307,0.0622783237721517,0,0,0,0,0,0.036084244119994,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0.20217517031254,0,0,0,0,0,0,0,0,0.0746546278204122,0,0,0.0198990600623035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127866972030966,0,0,0,0,0.200186716059947,0.140172307397682,0,0,0,0,0,0,0,0,-0.0211540006202028,-0.0342707369393219,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.00367361463909221,0,0,0.126680983250834,0,0,0,0.165508066726473,0,0.096685302648496,0,0,0,0.0798518238145249,0,0.190047780857596,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0898188748060595,0,0,0,0.175559827359868,0,0,0,0,0,-4.2351647362715e-22,-0.00410748196851734,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0.154734819466177,0,0.120888712477327,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0204453680250144,0,0,0,0,0,0.277087154254152,0,0,0,0,0,0.0436711402014759,0.0149248779877775,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157463463521971,-0.0136515142169693,0,0,0,0,0,0
X600031.SH,0,0,0,0.0196115827815985,0,0,0,0,0,0,0,0,0,0,0,0,0.276929406174801,0,0,-3.46944695195361e-18,0,0.222649885270808,0,0,0,0,0,0,0,0,0.144584498014019,0,0,0,0,0.00899397380430072,0,0,0,0,0,0,0.0464507144592737,0,0,0,0,0,0,0,0,-0.00659784379587105,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0.0826121752721371,0,0,0,0.0920375981185078,0.0275051411310617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175748101532474,0,0,0.200743767246806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189104988967063,0,0,-0.000850630401088379,-0.029215087639513,0,0,0,0,0,0
X002292.SZ,0,0,0,0.0255229547137557,0,0,0,0,0,0,0,0,0,-0.064882966692835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0210696826053543,0.00606622228933169,0,0,0,0,0,-0.0394005135798688,0,0,0,0,0.0242504785724463,0,0,0.0167455138589334,-0.0207350834683577,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0.276068774269153,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165938088878463,0,0,0,0,0,0,0.00874591210138097,-4.33680868994202e-19,0,0.0310927305598349,0,0,0,0,0,0,0,0.0193539139832515,0,0,0,0,0.159747470789333,0.173098253806301,0,0,0,0,0,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0.376298625268988,0,0,0,0,0,0,0,0,0,0.358072270858774,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0273242885539061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439302570552734,0,0,0,0,0,0,0,0,0,0,-0.00364250284509246,0.0161375312407231,0,0,0,0,0,0
X000338.SZ,0,0,0.00189805341634375,0,0,0.0237944712458936,0,0,0,0.0507565085461522,0,0,0.0948576062208457,0,0,0.0783571543291147,0.0739434272035702,0,0,0.308831331491476,0,0.132339846487009,0,0,0,0.0327033351285817,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104813202993323,0,0,0,0,0,0,0,0,0.00235767544862488,0,0,0.00622165161998819,0.00401454234166852,0,0,0,0,0,0
X600741.SH,0,0,0.0108282128629319,0,0,0,0,0.147009700037988,0,0.124112078389076,0.00930528328684699,0,0,0.0136115768996233,0,0,0,0,0,0.178716702603507,0,0,0,0,0,0.0435246713368799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211999322658711,0,0,0,0.25803754588703,0,-0.00369853339904884,-0.0190646854436058,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0.0436526351333462,0,0,0,0,0,0,0.201842862727367,0,0,0,0.0407195474487214,0,0,0,0,0.113037190586473,0,0,0,0,0,0,0,0,0,0,0,0.0126342131530367,0,0,0.0926821849415564,0,0,0,0.13765673097303,0,0,0.180673549684106,0,0,0,0,0,0,0.00889578679267392,0,0,0,0,0,0
X002475.SZ,0,0,0.257238961768074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115926910830508,0,0,0,0,0,0.100045133516351,0,0,0,0,0.0594577245682437,0,0,0,0,0,0.103873625151835,0,0,0,0.220265137372903,0,0,0,0,-4.33680868994202e-19,-0.0716643069143513,0,0,0,0,-0.0152961089768741,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0.358783767362549,0,0.00842780367829535,0,0,0.0413794765993768,0.0239904702029189,0.0435249568794769,0.147540015190075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470177730626521,0,0,0,0,0,0,0,0,0,0.0239627196453284,0,-0.0091972861420621,0,0,0,0,0,0,0
X600839.SH,0,0,0,0,0,0,0,0,0,0,0.0875760819870308,0,0.0394554151532882,0.293082119263293,0,0,0,0,0,0,0,0.0263511380660744,0,0.0472657909326813,0,0,0,0,0,0,0.226385799176165,0,0.0958098013731879,0,0,0,0,0,0,0,0,0,0.0892490934847337,0,0,0,0,0,0,0,0,-0.035192150622717,-0.0178410670288408,0,0,0,0,0,0
X600066.SH,0,0.142832426549568,0,0,0,0.109660133526961,0,0,0.018261169103646,0,0.0139694797943241,0,0,0.325464831658493,0,0,0,0,0,0,0,0,0,0,0.200056028791739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117911829849575,0,0,0,-0.0248145267031171,0,0,0,0,0,0,0
X600177.SH,0,0,0.0549531872585801,0.148279541678369,0,0,0,0.193695368574582,0.041726169960296,0,0.0268585750101629,0,0,0.122453314767184,0.0326256409759233,0,0,0,0,0,0,0,0,0,0,0.0820153374899309,0,0,0,0,0,0,0,0,0,0,0,0.00480422493213053,0,0,0,0,0,0,0,0,0,0,0,0.122911737910551,0,0,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179146990313063,0,0.0210748061387662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0277023326491192,0,-0.0134452389108242,-0.00547414057001038,0,0,0,0,0.00742480780303239,0,0,0,0,0,0,0,0,0.0183123022148671,-0.0201247899252613,0,0,0,0.0808154106499636,0,0
X002465.SZ,0,0,0,0.145965869739252,0,0,0,0,0.136587257710274,0,0.150501337278362,0,0,0,0,0,0,0,0.0979651337531501,0,0,0,0,0.147843745146724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208119839969257,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0386574654508585,-0.0189480920390976,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048035878254849,0.32364007730866,0,0,0,0,0,0,0,0,0.190935730445086,0,0,0,0,0,0,0.0908964002748526,0,0.0503954894926323,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019917761021278,0,0,-0.00013420819276114,0,0,0,0,0,0,0
X000016.SZ,0,-0.0145833637882788,0,0,0,0,0,0,0,-0.0264498922526943,0,0,0,-8.67361737988404e-19,0,-0.00403914662876371,0,0,0,0,0,0.0403477758936254,-0.0358224067695413,0,0,0,0,0,0,0,0,0,0,-0.0586445415243434,0,0,0.22248252074629,0.0913115306873229,0,0,0,-0.25586896782353,-0.0919934748197856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
