,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X003816.SZ,X600690.SH,X000651.SZ,X600809.SH,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X600031.SH,X002304.SZ,X000625.SZ,X000063.SZ,X300124.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X000100.SZ,X002241.SZ,X300014.SZ,X600089.SH,X002463.SZ,X600584.SH,X000157.SZ,X600372.SH,X600703.SH,X002028.SZ,X000977.SZ,X600066.SH,X600741.SH,X002236.SZ,X600522.SH,X600418.SH,X600183.SH,X002049.SZ,X601877.SH,X000800.SZ,X002180.SZ,X600487.SH,X000921.SZ,X002294.SZ,X600177.SH,X002074.SZ,X601799.SH,X000661.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.299605612070241,0,0,0,0,0,0,0.0781034223322424,0.102059844725489,0,0,0,0,0,0,0,0,0.0251272392491018,0.0586597781031683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157091772470479,0,0,0,0,0,0,-0.058776716112639,0,-0.0055492009748574,0,0,0,0,-0.000161330570734649,-0.0609906067303762,0,0,0,0.024705566481664,0,0
X000858.SZ,0.281263770941428,0,0,0.0935659895501172,0,0,0,0,0.236493488202266,0,0,0.0635606063392119,0,0.0566632668115027,0,0,0,0,0.058403807415352,0.0876140522479476,0,0,0,0,0,0,-0.0326297359716601,0,0,0,0.0635449833321579,0,0,0.18230100064395,0,0,-0.0758262132038076,0,0,0,0,0,0,0,-0.0218604576752654,0,0,0,0,0,0,0.00318620038728891,0.0834461248750131,0,0,0,0.0161492279644993,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0814073551566483,0,0,-0.0595497712577951,0,0.529030266403022,0,0,0,0.269972218884338,0,0,0,0,0,0.0260578282282969,0,0,0.06447695551942,0,0,0,0,0,-0.0277164195032577,0,0,0,0,0,0,0,0,0,-0.0387737710936666,-0.0478337712929291,0,0,0,-0.0455666749137683,0,0
X600276.SH,0,0,0,0,0,0,0.0207283187946707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0625928085913802,0,0,0,0,0,0,0,0,-0.0178012588363286,0,0.00211248728856171,0,0,0,0,0,0.285757299440615,0,0,0,0.193267500544269,0,0,-0.0689128385038793,0.0216585586149627,0.00377943720907408,0,0,0.00659952230644668,0,0
X002415.SZ,0,0,0,0,0,0,0.186557655352909,0,-0.0174141315933831,0,0,0,0,0,0,0,0,0,0,0,0.0260676051751275,0.0685972789959164,0,0,0,-6.93889390390723e-18,0,-0.163645924315658,0,0,0,0,0,0,0.199461718864511,0,0.0457946503826846,0,0.189204952476002,0,0,-0.111696621786079,0.0370950269671178,0,0,0,-0.0999870117659637,0.0693255628417336,0,0,0,0.0173862538596214,0,0,0,0,0.0165431102321149,0,0
X003816.SZ,0,0,0,0,0,0,0,0,-0.0580373885817116,0,0,0,-0.171850956326623,0,0,0.240067164176874,0,-0.0561028190745084,-0.00125044624311425,0,0,0,0,0,0,-0.087945172377505,0,0,0,0,0,0,0,0,0,0,-0.0550087801792468,-0.0382176841778855,-0.017490580040185,0,0,0,0,0,0,0,-0.0640111839867686,0,0,-0.380894488380223,0,0.019997544557351,0,0,0,0,-0.00311641071420168,0,0
X600690.SH,0,0,0,0,0.0050654648806218,0,0,0.244096174364187,0,0,0,0,0.0795060755240166,0.094830262498861,0,0,0,-0.0768476870111285,0.0616269374527347,0,0,8.67361737988404e-19,0,0,0,0.122240806842272,0,0,0,0,0,0,0,0,0,0.034594210684574,0.0499072195844445,0,0,0,0,0,0,0.0836163317672716,0,0,0,0,0,0,0,0,-0.0262926109432165,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0742458193888697,0,0.00863687599824947,0,0,0,0,0,0,0,0,0,0.033320563421077,0.0338718248347171,-0.00247622284386915,0,0,0,0,0,0,0,0,0,0,0,0.0561245598787556,0,0,0,0,0,0,0,0,0,0,0.129750972886658,0,0,-0.0603312372878254,0,0,0.000430398413081165,0,0,-1.0842021724855e-19,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.0624552239819049,0,0,0,0.146504386264356,0,0,0,0,0,0,0,-0.0200218175625442,0,0.63518193325298,0,0,0,0,0,0,0,0,0.0137245901179032,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.156680015233158,0,0,0,0,0,0,0,0,0.0289606300345479,0,0,0,0,0,0,0
X000568.SZ,0.112192604242959,0.504499685984071,0.0986146255471073,0,0,0,0,0,0.125369851057057,0,0,0,0,0,0,0,0,0,0,0.123908096742757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643367391869714,-0.082685991775366,0,0,0,0,-0.0943799655665357,0,0,0,0,0.00474572527925078,0,0,0,0,-0.0351799942737414,-0.0335141929355662,0,0,-0.0193334293323091,0,0
