,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X002236.SZ,X600741.SH,X000568.SZ,X000625.SZ,X002475.SZ,X600031.SH,X002241.SZ,X000338.SZ,X002456.SZ,X600066.SH,X601877.SH,X000100.SZ,X300124.SZ,X002508.SZ,X002008.SZ,X300003.SZ,X002085.SZ,X600177.SH,X600089.SH,X300136.SZ,X002294.SZ,X600271.SH,X600522.SH,X000157.SZ,X600487.SH,X600118.SH,X000981.SZ,X600867.SH,X600699.SH,X600566.SH,X600372.SH,X000050.SZ,X002074.SZ,X600809.SH,X000559.SZ,X300115.SZ,X000066.SZ,X002007.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0330406173963418,0,-0.0551283805733697,0,0.0222601900423859,0,0,0,0,0,0.247577407359307,0,0,0,0,0,0.00977804251251765,0,0,0,0,0,0,0,0.115382182161789,0,0.135639352799837,0,0,-0.0466292057101218,0,0,0.0634211485135368,0,0,0,0,0,0,0,0,0.267984923689717,0,0.0581108625250177,0,0,0,0,0,-0.0204229108833748,0,0,0,0,0,0
X600104.SH,0,0,0,0.204259079455905,0,0,0,0.0369098553753241,0,0,0,0,0.381393043759132,0,0.176690139910281,0,0,0,0,0,0,0.0140289130648916,0,0,0,-1.73472347597681e-18,0,0,0,0,-0.094228582221847,0,-0.039623637727742,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0682316532484937,-0.166950134383652,0,0,-0.0968135230196363,0.035067251345775,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0367168018219128,0,0,0.00420898632715501,0,0,0.441911112392204,0.0952971886135516,0.0394944260560913,0,0,0,0,0,0,0,0,0,0,0.317439218159361,0,0,0,0,0,0.0794267328873689,0,0,0,0,0,0,0,0,-0.137137295056878,0,-0.0580733140697983,0,0,0,0,0,-0.00165347248718935,0,0,0,-0.0247242450574658,0.045769178931611,0,0,0,0,0,0
X000651.SZ,0,0.0449745011624311,0,0,0.194023584403215,0.0324195924686796,0,0,0,0.0463610319638387,0,0,0,0,0.124813690371238,0,0,0,0,0,0.149225513376672,0,0,0.145037151949415,0.0783965632998507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569065413702895,0,-0.0135960607775466,0,0,0,0,0,0,0,0,-0.000522338063706063,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0692840613077122,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.724974352717605,0,0,0,0,0,0,0,0.071882916864344,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155581824911832,0,0,0,0,0,0
X000725.SZ,0,0,0.131779521233195,0,0,0,0,0,0.162528775459664,0,0,-0.0608610403337329,0,0.0390082799259483,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321608100302102,0,0.232097681818691,0,0,0.595326862905148,0,0,0,0,0,0,0,0,0,0.095066803668015,-0.0490142644796858,0,0,0,0,0,0,0,0,0.045115649152301,0,0,0,0,0,0
X600276.SH,0,0.010968121541026,0.0748885259253548,0,0,0,0,0,-0.0303279687677676,0,0,0,0.194903383156455,0,0,0,0,0,-0.092127757111372,0,0,0,0,0,0,0,0.150620991428953,0,0,0,0,0,-0.0610314818792505,0,0,0,0,0,0,0,0,-0.0609007913984489,-0.0495011728733241,0,0,-0.118615917377847,0,0,0,0,0,0.0138731441201501,0,0,0,0,0,0,0
X002304.SZ,0.164153937779499,0.120205812125681,0,0,0.285493867841793,0,0,0,0,0.098299335155588,0,0,0,0,0,0,0,0,0.019819034949811,0,0.0233565517908045,0.0631151877577091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198982891850876,0,-0.0877542260899564,0,0,0,0,0,-0.0156196069162866,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.011014462502786,0.164248386678225,0,0,0.121365396861021,0,0,0,0.0331676445347366,0,0.147434819079661,0,0,0,0.191122770783213,0,0.172506239541644,0,0,0,0,0.0711865766362695,0.0732044888919634,0,0,0,0,0,0,0,0,0,0,0.0224960209527724,0,0,0,0,-0.041702878204685,0,0,0,-0.0232562224280705,0,0,0,0,0,0,0
X600690.SH,0,0.101895247562121,0,0.36016580736197,0,0,0,0,0,0,0,0.0892677755898488,0.235644741486717,0,0,0,0,0,0,0,0,0,0,-0.0335316062901664,0,0,0,0,0,0,-0.0927879829822536,0.253198831893451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0994543857427445,0.00958800985150162,0,0,0.0192892309027156,-0.00522373235043111,0,0,0,0,0,0
X600703.SH,0.268220040256955,0,0,0,0,0,0,0,0.147961347615318,0.114734404837437,0,0.0459843065952481,0.292520574594798,0,0,0,0,0.310443856884437,0,0,0,0,0,0,0,0.00122293474984829,-0.11515347523335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0132081261159701,0,0,0,0,-0.139491876058326,0,0,0,0,0.0584386143394885,0,0,0,0,0,0
X002236.SZ,0,0,0.415627882158149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.225192068940496,0,0.126561168671367,0,0,0,0,0,0,0,0,0,0,0.183815579524905,0,0,0,0.0634343660436611,0,0,0.0256946210066115,0,0,0.310507157477638,0,0,0,0,0.00334042416249523,0,0,0,0,0.261933925718586,0,0
X600741.SH,0,0.699197886963859,0,0,0,0,0,0.00476357420689006,0.163655165408722,0.0396920024381519,0.0107022978838143,0.0285909661799126,0,0,0,0,-0.0824739111707234,0,-0.0980444432451192,0,0,-0.0303773655197374,0,0,0,1.0842021724855e-19,0,-0.0224904658746819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0535992501170861,0,0,0,0,0.02876320166461,0,0,0,0,0,0
X000568.SZ,0,0,0,0.000361397188639409,0.713524759820749,0,0,0,0,-0.0720457228961229,0,-0.0513755872865506,0,0,0,0.0896176879663407,0,0,0,0,0,0,0,0,0.0703431465724386,0,0,0,0,0,0.0295994523366989,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.00488979343818834,-0.00776318441883367,0,0,0,0,0,0
X000625.SZ,0,0.172388672702434,0,0,0,0,0,0,0,0.118761246767173,0,0,0.0992327973226283,0,0,0,0,0,0,-0.0427315104289593,0,0,0,0,0,-0.0870410787427005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0619061385440383,0.19101732836033,0,0,0,0,0,0,0,-0.000841348008271877,-0.0666391464220547,0,0,0,0,0,0
X002475.SZ,0,0,0.00111756538180185,0,0,0,0,0,0,0,0,0.0446254104163646,0,0,0,0,0,0.205993685317281,-0.00965013413120116,0,-0.0100413102144077,0,0,0,0.0206541327067993,0.25541342913028,0,0,0,0,0.223779233057903,0,0,0,0,-0.0271439611986899,0,0,0,-0.0208665960503323,0,0,0,0.146448208717096,0,0,0,0,0,0,0,0.0296256878016599,-0.0681165214258679,0,0,0,0,0,0
X600031.SH,0,0,-0.140956610113377,0,0.153150861051063,0,0,0,0.0844119821812023,0,0,0,0,0,0.0610356307270801,0,0,0,-1.73472347597681e-18,0.0621835304361461,0,7.06248445150944e-05,0,0.0181337322911718,-0.214439146203609,0,0,0,0,0,0,0,0.212459763958084,0,0,0,0,0,0.012956024242768,0,0.170116814884833,0,0.0683340577603846,0,-3.46944695195361e-18,0,0,0,0,0,0.101277448585355,-0.0241437894818057,0.035565317346733,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475501304678061,0.0873272404580316,0.229527847822746,0,-0.000286377760464001,0,0.489564925801333,0,-0.131394537632182,0,0,0,0,0,0.0988879235709964,0,-0.058061323527797,0.0246790701738977,0,0.0969993226354524,0,0,0,0,0,0,0.0081717395261491,-0.0177950604024121,-0.0123475190173605,0,0,0,0,0
X000338.SZ,0,0,0,-0.17270668321448,0,0.0668577197834677,0,0,0,0,0,0,0,0,0,0,0.571402553560073,0,0,0,0,0.086610665643358,0,0,0,0.140758290302844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00202743714446856,0,-0.0925233043632561,0,0,0.168485761831,0,0,0,-0.00410859761283413,-0.0102806886340344,0,0,0,-0.0534635710041307,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0.0249153623140049,0.13108619377618,0,0,0,0,0,0,0,0,0.0669151955714994,0,0,0,0,0.0597506472417448,0,0,0,0,0,0,0,0,0,0.18809472973244,0,0,0,0,0,0,0.0472992975107508,0,0.125009815908919,0,0.159375394301487,0,0,0,0,-0.00424331821698747,0.0426205193458614,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.384853261590207,0,0,0,0,0,0,0,0,0.045694181609195,0,0,0,0,0,0,0,0,0,0,-0.0250475982410795,0,0,0,0,0,0,0,0.231832320692387,0,0,-0.030494808325666,0,0,0,0,0.037232655250314,-0.0336388559630164,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287872478099485,0,0.286469146597272,0,0,0,0,0,0,0,0,0,0,0,0.0370054787185705,0,0.114002338534985,0,0,0,0,0,0,0,0,-0.0233081343435555,0.046422929333479,0.247112449737044,0,0,0,0,0,0,0,0.0074822459444091,-0.0299746341094687,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,-0.0100720578268026,0,0,0,0.0241819316567725,-0.0110972466903951,0,0,0,0,-0.0438133928158396,0,0,0,0,0,0,0.0160901570852962,0,-1.87630630071509e-06,0,-0.000540291348904997,0.0581984212193497,0,0,0,0.227941470598111,0,0,0,0,0,0,0,0,0.0105234100346111,0,0,0.00705699967784256,0,0,0,0,0,-0.0175257446801887,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.253707344532673,0,0.166840692201027,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.156202064153312,0,0,-0.0464764743215565,0,0.0673734567233184,0,0,0.117018097813301,0,0,0,0,0,0,0,0,0,0,0.122758405817131,0,0,0,0,0,0,0,-0.0253541568379841,-0.0470042401934985,0,0,0,0,0,0
X002508.SZ,0,0,0.0190181691492395,0.506636833652907,0,-0.1337470910126,0,0,0,0,-0.0331066921485151,0.227441310244073,0,0.230956765930466,0,0.103689461103524,0,0,-0.0854246432924502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093346980174291,0,0,0,0,0,0,0,-0.00898602051502393,0,0,0,0,0,0,0
X002008.SZ,0,0,0.0378535342925108,0,0,0,0,0,0.050036618782532,0,0.213945793430089,0.00690644932252601,0,0,0,0.363563458432066,0,0.0793258540560775,0,0,0,0,0,0,0,0,0,0,0,0,0.054960459886136,-0.137239050601301,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.148738928902153,0,0,0,0,-0.0123659426647531,-0.00714313584890213,0,0,0,0,0,0
X300003.SZ,0,0.0545957273914997,0,0,0.220865391577644,0,0.0577855902884433,0,0.150679117198594,0,-0.181501537767028,0,0,0.000979063763090513,0,0,0,0,0,0,0,0,0,0,0.0172792143823029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0634475892541964,0,0,0,0,0,0,0.121040660397969,-0.291161919423841,0,0,0,0,0,0,0,0
X002085.SZ,0.2320817318349,0,0,0,0,0.461898501478601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00792430958060443,0,0,0,0,0,0,0.132885806991876,-0.275138814066327,0.115383828721039,0.069336285151498,0,0.0437607163396293,0,0,0,-0.0098342086461618,-0.0706331590873696,0,0,0,0.0496967156885697,0,0
X600177.SH,0,0,-0.0570294945609793,0,0,0.08711850147231,0,-0.0918468549854562,0,0.174381312601711,0,-0.0247262372844695,0,0,0.0667645225729549,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.0712665915481031,0,0,0,0,0,0,0,0,0,0,-0.0139184564683732,0.0142337625938169,0,0,0,0,0,0.00795340434105826,0,0,0,0.0206741306537672,-0.0292201032993907,0,0,0,0,0,0
