,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002236.SZ,X002475.SZ,X000338.SZ,X600031.SH,X002008.SZ,X000625.SZ,X002456.SZ,X601877.SH,X600066.SH,X600487.SH,X300124.SZ,X000100.SZ,X600809.SH,X300003.SZ,X002241.SZ,X002508.SZ,X002294.SZ,X300136.SZ,X600867.SH,X600522.SH,X600271.SH,X600566.SH,X000050.SZ,X000157.SZ,X600089.SH,X000981.SZ,X600177.SH,X000596.SZ,X600498.SH,X002085.SZ,X600707.SH,X002179.SZ,X600699.SH,X300142.SZ,X002180.SZ,X000661.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-0.11031276278828,0,0,0.594831440298389,0,0,0.0848712505960909,0,0,0.0059634344042762,0,0,-0.0127813558816498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0930419188579617,0,0,0,0,0,0.0600371064225462,0,0,0,0,0,0,0,0,0,0,0.00401633879369655,-0.00585568416523651,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,-0.133057408726789,-0.164845858266336,0.31124827957663,0,0,0.0696424086374315,0,0.287794827417875,0.0226865634383644,0,0,0,-0.0836809177068806,0.133882454040297,0,0,0,0,0,0,0,0,0,0,0,-0.020942083741388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0211952967335507,0.0133515672776852,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,-0.0563633969982888,0,0,0.292362328198742,0.139867537784821,0,0,0.055581855344361,0,0.0928984298323051,0.00732772386409685,0.145594869973686,0,0,0.0453246025278241,0,0.205251354869334,0,0,0,0.0017322852094671,0,0,0,0.120500607442746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0228318376772261,0.0117923536065329,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.317858854485294,0,0,0,0.0945983192111833,0.211597359786513,0,0,0,0.0657949360638701,0,0.00623954733605382,0.0813059637415675,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0862545969058983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0890693171447431,0,0,0,0,0,-0.00520171960140625,0.0555073443458014,0,0,0,0,0
X000858.SZ,0.00969911766162979,0,0,0.358260150014455,0,0,0,0.163016245293287,0,0,0,0.488497701957898,0,0.0246667379667116,0,0,0,0,0,0,0,0,0.016461510483411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163867950513649,0,0,0,0,0,0
X600276.SH,0,0,0.0665529310856761,0,0.0223584258834533,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.222498473991139,0,0,0.0142635520810334,0,0,0.272774418690069,0,0,0.0528731390371788,0.0696780314791551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00204866785459708,0,0,0.0109427369026012,-0.00973353287542271,0.0506894637092719,0,0,0,0,0
X000725.SZ,0.0494132432889152,0,0,0,0,0,0,0,0.468865196874948,0,0,0,0,0,0,0.0684248545345199,0,0,0,0,0,0,0,0,0,0,0.159963907650859,0,0,0,0.0292304951269684,0,0,0.136164562944242,0.00442742216917381,0,0,0,0,0,0,0.0380377427244223,0,0,0,0,0,0,0,0.200084115362403,0,-0.0380317447053103,0.0380195716999281,0,0,0,0,0,0
X002304.SZ,0.225832607300822,0,0,0,0.142472797582575,0,0,0,0,0,0,0.186926953381675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0115088063193067,0,0,0,0,0,0,0,0,0,0.222873128337088,0,0,0,0,0,0.0137497355852848,0,0,0,0,-0.016340661844144,0.0162960929000739,-0.128861064555428,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.405195574303334,0,0,0,0,0,0,-0.0597606679404131,0,0,0,0.0187124216157224,0,0,0.0267246969523856,0,0.231435436120187,0,0,0,0,0.0766007000111942,0,0,0,0,0,0.457771771343988,0.0736294770206772,0,0,0,0,0,0.0768885597349959,0.207357223108348,0.0943913592905728,0,0,0,0,0,0,0,0,0,0.0118309873792227,0,0,0,0,0,0
X600690.SH,0,0,0.0457512363015513,0,0.446590271044172,0.139954965557556,0,0,0,0,0,0,0,0,0,0.0103587456473368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455808680374001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0853843100026952,0,0,0,0,-0.00361672061214568,0.0155085862341497,0,0,0,0,0,0
