,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X600690.SH,X600031.SH,X000100.SZ,X600276.SH,X000338.SZ,X000157.SZ,X600372.SH,X600741.SH,X002241.SZ,X600271.SH,X600089.SH,X600703.SH,X600177.SH,X600066.SH,X601877.SH,X002236.SZ,X600118.SH,X002129.SZ,X000550.SZ,X000581.SZ,X000568.SZ,X600582.SH,X000559.SZ,X300124.SZ,X000623.SZ,X002475.SZ,X000050.SZ,X600060.SH,X300146.SZ,X000800.SZ,X300003.SZ,X002294.SZ,X002292.SZ,X600839.SH,X002456.SZ,X000977.SZ,X002465.SZ,X000869.SZ,X000400.SZ,X600166.SH,X600435.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.115191444778414,0,0,0,0,0.19466755401564,0,0,0,8.67361737988404e-19,0,0,0,0,0.371821333854135,0,0,0.0924775514606622,0,0.0284663358564033,0,0,0,0,-0.121804707789968,0.126501141568494,0,0,0,-0.00327580385823104,0,0.0400724258036294,0,0,0,0,0,0,0,0.179430667303148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600519.SH,0,0,0,0,-0.0202868339383467,0,0.104264305991126,0.188573969405753,0,0.0638268842374224,0,0,0,0,0,0,0,0,0,0,0,0.00261967911010843,0,0.0451772641290608,-0.0228625800056826,0,0,0,0.0111798253064816,0.1192185267002,0,0.084543812008237,0,0.027577699082549,-0.0767878190626905,0,0,0,-0.0217575260393665,0,0,0,0,0,0,0,0.00543319263119794,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.22319241507531,0,0,0.21917263940434,0,0,0,0,0,0,0.069969372836569,0,0,0.106859154390448,0,0.0389398022206253,0.0987112549698689,0.0372843631045589,0,0,0,0.113188058576284,0,0,0.0103799898394233,0,0,0,0,0,0,0,0,0.0552082068176711,0,0,-0.0377926625904756,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,-1.73472347597681e-18,0,0.0482004813495658,0,0,0,0,0,0,0,0,0.0451968693858625,0,0,0,0,0,0,0.0789620470229311,0,0,0,0.0551147410068939,0,0.0280110049506931,0,0,0.199772700601971,0.0610534773429223,0,0,0,0.164783212304334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426997307159826,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.1433142566191,0,0,0,0,0,0.0704372643102075,0,0,0,0,0,0,0,0.196686525703275,0,-0.19948341627958,-1.73472347597681e-18,0,0.164959459747971,0,0,0.21566142971198,0,0,0,-0.00979770270546652,0.169796872297177,0,0,0,0,0,0.156886618332581,0,0,0,0,0,0,0,0,0.0604090324776197,0,0,0,0,-0.0113117535181438,0,0,0,0,0,0
X000625.SZ,0,0,0.0629908475398943,0.130708725191433,0,0,0.243995882538532,0,0,0.0370842687163353,0,0,0,0,0,0,0.133186413688738,0,0,0,-0.0672564811302765,0,0,0,0,0.0258156409749765,0,0.260448977630888,0,0,-0.0589547247788321,0,0.0318483994664813,0,0,0,0,0,0,0,0,-1.35525271560688e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.0423983060203068,0.142242828403335,0,0,0.111580938898406,0,0,0,0,0,0,-0.0197479195050361,0,-0.0870451387709037,0.00981521508352773,0.0351900710163444,0,0.0594628940297486,0,0,0.328243379552764,0,0,0,0,-0.058594611202194,0,0,0,0,0,0,0,0,0,0,-0.311072105550886,0,0,0.173287098624039,0,0,0,0,0.0646084109743943,-0.0426653179868649,0,0,0,0,0,0
X000858.SZ,0,0,0.208549190724125,0,0,0,0.0245250649969149,0,0.157422947354708,0,0.161532295214075,0,0,0,0,0,0,0,0,0,0,0.0305931960719082,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0048746016528061,0,0,0.0525089637914126,0,0,0,0,0,-0.0571058637257044,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0678298890345437,0,0,0,0.0568207159546942,0,0,0,0.267021481963803,0,0,0.168852124136173,0,0,0,0,0,0,0.104415480654598,0.0703863974183751,0,0,0.0678849232983598,0,0,0,0,0,0,0,0,0.00388731395563759,0,0,0.0319079559821619,0,0,0,0,0,0,0,0,0.0323730969361859,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0.112711761094568,0,0.188962258352818,0.125464918085176,0,0,0,0,0,0,0,0.0410521746242593,0,0,0,0,0,0,0,0,0,0.191506923690643,0,0,0,0,0,0.0221498518442775,0,0,0,0.077995524712826,0,0,0,0,0.111562392835453,0,0,0,0,0,0,0,0,0,0,0,0,0.0577566139714574,0,-0.0557490148716887,0,0,0,0,0,0,0
X600031.SH,0.0945359208693915,0,0.000739085883816598,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.711516248724414,0,0,0,0,0,0,0.0942899994598775,0,0,0,0,0,-0.0346886618513547,0,0,0,0,0,0.0533614703946731,0,0.00584900677183112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
