,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000568.SZ,X000338.SZ,X600741.SH,X600703.SH,X002475.SZ,X601877.SH,X600271.SH,X300003.SZ,X002236.SZ,X300124.SZ,X600809.SH,X000100.SZ,X002008.SZ,X600487.SH,X600498.SH,X000625.SZ,X002007.SZ,X000661.SZ,X600867.SH,X300142.SZ,X000596.SZ,X000157.SZ,X600566.SH,X002179.SZ,X002456.SZ,X300146.SZ,X600177.SH,X600066.SH,X600089.SH,X002506.SZ,X600372.SH,X600522.SH,X002180.SZ,X600699.SH,X002294.SZ,X002241.SZ,X300136.SZ,X000977.SZ,X600201.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.570709763867524,0.14131592933325,0,0,0.0930042021930099,0,0,0,0,0,-0.0181692217102786,0,0,0,-0.0920238145714024,0,0,0,0,0.0474445634838395,0,0,0,0,0,0,0.19401904282792,0,0,0,0,-0.00667202912645143,0,0,0,0,0,0,0,0,0.00848513753685554,0,-0.042593285444038,0,0,0,0.00709865464442458,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.216040977246256,0,0,0,0,0,0,3.46944695195361e-18,0,0.187851951618634,0,0,0,0,0.0722295116170587,0.0775005887322591,0,0,0,0,0,0.13572779474124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181605280034251,0,0,-0.0201218261528769,0.0324851200870154,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.570998902852828,0,0,0.0936212342670444,0.450869815237916,0.00234167622405968,0,0,0,0,0,-0.103209821572807,0.0487646099244446,0,0,0,0,0,0,0,0,0,0,0,-0.0488122294920079,0,0,0,0,0,0,0,-0.00946132522379992,0,0,0,0,0.0458007123081226,0,0
X000651.SZ,0.134405358859314,0.111405018197573,4.33680868994202e-19,0,0,0,0.110169341267194,0,0.301070669765033,0,0,0,0,0.0866290077821619,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0658371813615037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0189766993216231,0,0,0,0.00240726120058274,0,0,0,0,0,0,0
X600276.SH,0,0,0.177539703263806,0,0,0,0,0,0,0.0605864471660158,0,0,0,0,0,0.0170530078226802,0,0,0.441647890684702,0,0,0,0,0,0,0,0,0,0,0.0347732156773229,0,0,0,0,0,0,0.047700660969934,0,0,0,0,0,0,3.46944695195361e-18,0,0.0666046901286327,0,0,0,0,0,0.00299602393813093,0.0210930117091768,0,0,0,0,0,0
X000858.SZ,0.135410761824511,0,0,0,0,0,0.190985947163254,0,0,0,0,0,0,0.101149918012797,0,0,0,0,0,0,0,0.222509307882473,0,0,0,0,0,0,-0.0400224606223267,-0.0137896158644285,0,0.272983585296067,0,0,0,0,0,0,0.0154802932764315,0,0,0,0,0,0,0,0,0,0,0,0,0.00492120781118372,0.0226217037040176,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.272720435606357,0,0,0,0,0,0.191713482193196,0,0,0,0,0,0,0.102231289610405,0,0,0.289713137080412,0,0,0,0,0,0,0,0,-0.0466365667150916,0.22156214280894,0,0,0,0,0.0732466941556209,0,-0.0637005803614531,0,0,0,0,0,0,0,0,-0.0574285233178288,-0.00221563059412383,0,0.126493211538461,0,0.0573562451568782,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213336754204045,0,0,0,0,0,0,0,0.0102983143873786,0,0,0.312741830016748,0,0,0,0,0,0,0,0.159207144932117,0.00986112658864106,0,0,0,0,0,0,-0.0231856158406991,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.0402986416073879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309408422999625,0,0,0,0,0,0.0265073421331666,0,0,0,0,0,0,0,0,-0.0461307379572232,0.00350394243236604,0,0.335152304085842,0,0,0,0,0,0,0,0,0,0.336781055765882,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0.00368951518192401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142840005843464,0,0,0,0.100531178220777,0.479073473045307,0,0,0,0,0.12623193973045,0,0,0,0,0.0931773169265264,0,0,0,0,0,0,0,0,0,0,0,0.0425194591019736,0,0,0,0.0313246952119518,-0.03029937378055,0,0,0,0.179154089595112,0,0
X600031.SH,0,0,0.0445152442772407,0,0,0,0.0521223574822426,0,0,0,0,0,0,0,0,0,0,0.0603488567454965,0.0441407673903397,0,0,0,0,0,0,0,0,0,0,0,0,0.034448944879133,0,0,0,0,0.0385452208520442,0,0,0,0,0.00205457361787907,0,0,0,0,0,0,0,0.340468973221133,0.00940623731632442,-0.0236590262463605,0,0,0,0,0,0,0
