,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X600276.SH,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X300124.SZ,X300014.SZ,X600104.SH,X002129.SZ,X000725.SZ,X003816.SZ,X002049.SZ,X000625.SZ,X002371.SZ,X600031.SH,X000596.SZ,X000063.SZ,X002179.SZ,X002241.SZ,X600089.SH,X000338.SZ,X600522.SH,X600703.SH,X000661.SZ,X002180.SZ,X300142.SZ,X000733.SZ,X601877.SH,X000100.SZ,X002074.SZ,X600741.SH,X000157.SZ,X600487.SH,X300003.SZ,X600702.SH,X600884.SH,X600460.SH,X601799.SH,X000799.SZ,X002414.SZ,X600584.SH,X002236.SZ,X600372.SH,X600563.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.327936251303361,0.124483182791712,0.143971175993492,0,0,0,0,0,0,0,0.00562644801300728,0,0,0,0,0,0,0.00711361783159852,0,0,0,0,0,0,0,0,0,0,-0.0924733378611251,0,-0.00943051505719522,0,0,0,0,0,0,-0.04405673227448,0,0,0,0,0,0,0,0,0,0,0,0,-0.00133330530147193,0,0,0,0,0,0,0
X000858.SZ,0.0575963583713764,0,0.0321471119365831,0.189797339925019,0,0.0879811621732862,0.119874602669905,0.119235894937201,0,0.0227746006097388,0,0,0,0,0,0,0.0241937197841506,0,0.0748748968718563,0,0.0514401323165736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204941874476862,0,0.17341475321296,0,0.053905053099319,0,0,-0.0907966851407681,0,0,0,-0.0198180639870655,0,0,0,0.0139764034562327,0,0,0,0,0,0
X600809.SH,0,0,0,0.603635403495885,0,0,0,0,0.0381041247801957,0,-0.0466887860385082,0,0,0.0576535508223689,0,0,0,0,0.000952847865187936,0,0.0242209961892905,0,0,0,-0.0521947860398037,0,0,0,0.047234408491326,0,0,0,0,0,0,0,0,0,0,0.0322157732485467,-0.0962601329896521,0,-0.0942901353465072,0,0,0,0,0,0,0,0,0,-0.00244038422506874,0,0,0,0,0,0
X000568.SZ,0,0,0.461936505755072,0,0,0,0,0,0,0,0,0,0,0,-0.0273465938270837,0,0,0,0.062648551078829,0,0.0957938752400165,0,0,0,0,0,0,0,0,0,0,0,0,-0.00748891831136459,0,0,0,0,0,0.166724314448148,0,0,0,0,0,0,0.215932186265552,0,0,0,0,-0.0630675899363688,0.0354930155419107,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.0929087687442996,0,0,-0.024072356920703,0,-0.133067070917303,0,0,0,0,0,0.0349300429060446,0,0,0,0,0,0,-0.140207628160372,0,0,0,0.0333737435675235,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.313496565653037,0,0,0,0,0.306396964669288,0.177230690026093,0,0,0,0.011572013439228,0,0.00702724790399203,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,-0.148183358076335,0,0,0,0,0,0,-0.110924125434087,-8.67361737988404e-19,0,0,0.221659061948435,-0.0431019004906478,0,0,0,0,0.103504534069314,0.130572523107222,0,0,0,0,0,0,0,0,-0.112605623785346,0.137112795659859,0,0,0,0.034375204527328,0,0,0,0,0,-0.0915419415623234,0.0575063493239442,0,0.0182496378315634,-0.057055662055795,0,0,0,0,0,0
X600690.SH,0.417129009359655,0.103856048405318,0,0.0780293445318179,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0419924791198053,0,0.146256431369049,0,0,0,0.016616458005168,0.0459346641523738,0,0,0,0,-0.0435824069603583,0,0,-0.0889158669807825,0,0,0,0,0,0.0866462899971245,0,0,0,0,0,-0.0590329734982235,0,0,0,0,0,0,-0.0196573059701891,-0.00561857228884463,0,0,0,0,0,0
X002304.SZ,0,0.0897915841348939,0,0,0,0,0,0,0,0,0,0,0.168293413413227,0,0,0,0,0,-0.0161921931911009,0,0.0772753867394816,0,0,0,0,0,0,0,0,0.0738746011582147,0,0,0,0,0.0862062213111145,0,0,-0.105408891543801,0,0.146717737599264,0.00883846195438189,0,0,0,-0.139142505343983,0,0,0,0,0.0166150526596111,0,-1.0842021724855e-19,0.0145713923095223,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.359561881951042,0.134935415555774,0,0,0,0,0,0,0.0190443396269968,-0.0247964693170258,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0246765587515812,0,0,0,0,0,0,-0.00955880305344151,0,0,0,0,0,0,0.06413935280808,0,0.177910104533565,0,0,0,0,0,0.00932607732086058,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.393428359619742,0,0,0,0,0,0,0,0,0,0,0,0,0.187780912253362,-0.00297575823678037,0,0,0,0,0.043749031975658,0,0,0,0,0.0753980349695876,0,0,0,0,0,0,0,0.065967992020249,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0136899165601242,0,0,0,0,0,0
