,X600519.SH,X002415.SZ,X600104.SH,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X600271.SH,X601877.SH,X000100.SZ,X600776.SH,X002236.SZ,X300124.SZ,X600809.SH,X002008.SZ,X300003.SZ,X000661.SZ,X600487.SH,X000625.SZ,X002456.SZ,X000596.SZ,X000050.SZ,X600498.SH,X000977.SZ,X002007.SZ,X300142.SZ,X000157.SZ,X002179.SZ,X600066.SH,X600522.SH,X002371.SZ,X600177.SH,X600089.SH,X600372.SH,X002180.SZ,X600867.SH,X300146.SZ,X002241.SZ,X300136.SZ,X600566.SH,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0497018683850216,0,0.0916443235505373,0,0.0150679964933202,0,0,0,0,0,0,0,0,0,-0.0250797039417065,0,0,0,0,0,0,0,0,0.0232820543002238,0,0,0,0,0,0,0.0513063713023478,0,0,0,0,0,0,0,0,0,0,0,0,0.0105391350627708,0.0514415554831546,0,0.039679387642544,0,0.105939502290322,0,-0.00853914859874504,0.0106865940352119,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0441039012715297,0,0,0,0.00362866672492644,0.064548430270186,0.071422378394827,0,0.0847237796123317,0,0,0,0,0,0,0.290050393450121,0,1.73472347597681e-18,0,0.0116970911754021,-0.0171784230500674,0,0,0,0,0,0,0,0,0,0,0.15699178051157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283637225976929,0.0363985617566685,0,0,0,0,0,0
X600104.SH,0,0,0,0.225456264809298,0,0,0,0,0,0.113774813365007,0,0,0.117107664416674,0,0.168044827331216,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.020667230219311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220773415293114,0.0841353782094433,0,0,-0.0483126626698858,0,0,0,-0.0246281946167499,0,0
X000858.SZ,0.00467227636881991,0.0394510101242825,0,0,0,0,0.12141013998514,0,0,0,0,0,0,0.324262534095534,0,0,0,0,0,0,0.0743579433332785,0.0251449218556417,0.104359026682661,0,0,0,0,0,0,0.0345249057419982,0.00345089170915785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273005669341956,0,1.81358363223905e-05,0,-0.0161059381781835,0,0,0,0,-0.00735768479136788,0,0
X000651.SZ,0,0,0.155423754323587,0,0,0,0,0,0,0.241643566293483,0,0,0,0.0445725636843616,0.0536120105651639,0.0287851942904207,0,0,0,0.0154151708335702,0.0393852532032817,0,0,0,0,0,0,0.0450801454090801,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0402520356112802,0,0.0247266069136383,0,2.16840434497101e-19,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,-0.299815744361778,0,0,0,0.17228228406244,0,0,0,0,0,0,0,0,0.514404459768316,0.120185442736199,0,0,0,0.194034764336506,0,0,0,0,0,0,0,0,0.250501442595819,0,0,0,0,0,0,0.0372813976121861,0,0,0,-0.0621093318103987,0,0.023882996936341,0.0595564068956197,0,0,0,0,0,0
X002304.SZ,0,0,0.0504682221421578,0.220795158954158,0,0,0,0,0,0,0,0,0,0,0.0178026776142466,0,0,0,0,0,0,0.206348356133986,0,0,0.0940361437947526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178310607151104,0,0,0,-0.0287130881031623,0,0.015868878350899,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0748589871544731,0,0,0,0,0.0501481105691219,0,0.306355001452023,0,0,0,0,0,0,0,0.122155600821374,0,0,0.0124454633200785,0,0,0,0,0,0,0,0,0.233169042335508,0,-0.0552920265359955,0,0,0,0.153549971555168,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0763139388842215,-0.0173384675849384,0.00548466285840711,0,0,0,-0.0611388314946142,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0740663129881865,0,0,0,0.0978609036594484,0,0,0,0,0.0356409637948317,0,0.126657850369543,0.0114268520018481,0,0,0.0267306574853595,0,0,0,0,0.471003810854116,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00268295018807632,0,0.00569226349359942,0,0,0,0.0154264269975517,0,0,0,0,0,0,0
X600690.SH,0,0,0.19424145828677,0,0.39475495285843,0,0,0,0,0,0,0,0.0669985239898242,0,0,0,0,0,0,-0.0121523716420471,0,0,0,0,0,0,0,0,0,0,-0.00553866536246372,0,0.0347422353333793,0,0,0,0.127585791521948,0,0,0,0,0,0,0,0,0,0,0.0466228911023757,0,0,0,0.000174356181315602,-0.0212159443055293,0,0,0,0,0,0
X600031.SH,0,0.0820002595610988,0,0,0,0,0,0.118048164238474,0,0,0,0,0.286948057474364,0,0.0283787844926063,0,0,0,0,-0.0159229763620385,0,0,0,0,0,0,0,0,0.00136218660715404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180134928517298,0.0252978273247201,0,-0.00972418341035282,0.0367169579880698,0,0,0,-0.0302354495346922,0,0
X002475.SZ,0,0,0,0,0,0,-0.0303052754924515,0,0,0,0,0,0,0,0,0,0,0.269845460854167,0,0.0344314353178722,0,0,-0.0598244748602969,0,0,0.0840273533940446,0,0,0.0199797610908512,0,0,0,0,0.125153565004242,0,0,0,0,0,0,0,0,0,0,0,0.232326913329972,0,0.175244286533481,0,0,0,0.0176684958871584,-0.0421213140127956,0,0,0,-0.074220726472704,0,0
X000338.SZ,0,0,0.210197575802591,0.0682458772475409,0.281946226179674,0,0,0,0,0,0.088078122653348,0,0,0,0.0381370921612789,0,0,0,0,0,0.148007080811657,0,0,0,0,0,0,0,0,0,-0.054016494775071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284484441473464,0,0,0,0,0,-0.01220173377161,0.0261927395656315,0,0,0,-0.0663215091501751,0,0
X000568.SZ,0,0,0,0.137443480797259,0,0.0400357655219837,0,0,0,0,0,0,0,0,0,0,0,0.0948643144684738,0,0.0337237164737352,0,0,0.354842972871507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293603802191994,0.13793455327807,0,0.00923322409399802,0,0,0,0,0.0114203670243772,0,0,0,0,0,0
X600741.SH,0,0,0.459378736256516,0,0,0,0,0,0,0.152323223927889,0,0,0.126680109508527,0,0,0,0,0,0,0,0,0,0,0.296370873010481,0,-0.0578903205341328,0,0,0.0513935207972041,0,-0.0862953950582984,0,0,0,0,0,-0.0929157335176121,0,0,0,0,0,0,0,0.149305966938757,-0.0462799801786977,0,0,0,0,0,0.000764000056075766,0.0570333802825814,0,0,0,-0.0521926032117592,0,0
X600703.SH,0,0,0,0,0,0,0,0,0.0726540406992202,0,0,0,0,0,0,0,0,0,0.0113060009419432,0,0,0,0.172320889235456,0,-0.151424453489274,-0.00233185122843768,0,0,0.754791387045388,0,0,0,0,0,-0.207890385563176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710557021086665,0.156969342114066,0,0,0,-0.120050746137661,0,0
X600271.SH,0,0,0,0,0,0,0,0.0487988338420442,0.246321672036394,0,0,0,0,0,0,0,0,0,0,-0.105406169410635,0,0,0.106264164739247,0,0,0,0,0,0,0,0.0574237947504437,0,0.276869200419325,0,0,0,0,0,0,0,0,0,0,0.13631418925181,0.0688570675402342,0,0,0,0,0.0822667569057933,0,-0.0632092738309246,-1.73472347597681e-18,0,0,0,0.140009043805805,0,0
X601877.SH,0,0.0667631098392627,0,0,0,0,0,0,0,0,0,0.000525732297097484,0,0.0139811225641835,0.0583719098638621,0,0,0,0,-0.0126283413101392,0,0,0.235646457592584,0.0930766779185317,0,0,0,0,0,0,0,0.0495324827611906,0,0,0,0,0,0,0,0,0,0,0,0,0.0679694780158473,0,0,0,0,0,0,-0.00469256576892683,-0.00871330631187228,0,0,0,-0.00762896624549211,0,0
X000100.SZ,0,0,0,0,0,-0.172335170928293,0,0,0,0,0,0,0,0,0,0.0256641492897825,0,0,0,-0.00488710397683044,0,0,0,0,0.244946218407226,0,0,0.270861843996339,0.0608616509460271,0,0,0,0.253407633331637,0,0,0,0,0,0,0.090490032463996,0,0,0,0,0,0,0,0,0,-0.0257779300042977,-0.30504083395383,-0.0255279673321423,-0.031553567272493,0,0,0,-0.0511956029119121,0,0
X600776.SH,0,0,0,0,0,0,0,0,0.0217789304403154,0,0,0,0,0,0,0,0,0,0,0,0,0.513709274654073,0,0,0,0,0.130264619881378,0,0,0,0.266032155631155,0,0,0,0,0,0,0,0,0.187761950805488,0,0,0,0,0,0,0,0,-0.440165542342195,0,0,0.0420588027736855,0.107867511705342,0,0,0,0.271087939374534,0,0
X002236.SZ,0,0.111579413515248,0,0,0,0,0.0900841195561001,0,0,0,0,0,0,0,0,0,0,0,0,0.0561366925498897,0,0,0,0,0,0,0,0,0.178055576316672,0,0.021743971524854,0.101553676616461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225283332162117,0.0393942583631115,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0.235666093656722,0.051033698811336,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0766930129156059,0,0,0,0,1.73472347597681e-18,-0.0849247238978568,0.162219448189259,0,0,0,0,0,0,0,0,0,0.199418533050731,0,0,0,0,0,0,0.0631545739764157,0,0,0,0,0,0.000608929771126828,0,0,0.0946286299361381,0,0,0,-0.00156783529882243,0,0
X600809.SH,0,0,0,0.480255148205493,0,0,0.0345268494798261,0,0,0,0,0,0,0,0,0.0199960259433154,0,0,0,-0.0559618125145308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206651509104475,0,0,0.0709125287772431,0,0,0,-0.00444830935627258,0.0346077935186951,0,0,0,-0.0294505617427769,0,0
X002008.SZ,0,0,0,0,0,0,0,0.0325342537886897,0,0,0,0,0,0,0.132498293940666,0,0,0,0,-0.180107890537203,0,0,0,0,0,0,0,0,0.0954927062125452,0,0,0,0.0701895096600997,0,0,0,0.0887568572811294,0.149541802044357,0,0,0,0,0,0,0,0,0,0.164663920293709,0,0,0,0.00852928131206459,-0.0106467459688543,0,0,0,0.0561021070185508,0,0
X300003.SZ,0,0,0,0,0,0,0.00680768639860951,0,0,0.0503923798848791,0,0,0,0,0,0,0,0,0.204128779559873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11251240761886,0,0,0,0,0,0.641982732266041,0,0,-0.0351758296973199,0,0,0,0,0.3410747643167,0,0
X000661.SZ,0,0,0,0,0,0.209851782728321,0,0,0,0,-0.0765696747493911,0.0270453003391993,0,0,0,-0.155858802228904,0,0,0,0.00205997606082624,0,0,0.0761920502734248,0.227103015279903,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0532326441082181,0,0,0,-0.0192266212169274,0,0,0,0,0,0,0,0.117286793296779,0,0.167911142313347,-1.73472347597681e-18,0,0,0.0179250160941169,0,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0,0,0.384828337549324,0,0,0,0,0,0.0297573718155505,0,0,0,0,0.0415745961745572,0,0,0,0,0,0,0,0,0.0572207193343287,0,0,0.0163946693192728,0,0,0,0,0,0,0.0428835388209585,0,0,0,0,0,0.0887930162606251,0,0,0,0,-0.004592703815708,0,0,-0.00460554396292181,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,-0.0495008151378958,0,0,0,0,0,0,0.190329438323829,0.00827872810400683,0,0,0.190022025661395,-0.0129625176504178,0.0399751740104816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384557900603428,0,0.00924480096250471,0,0,0,0,0,0,0.0268575931013407,0,0,0,-0.0228895205658448,0,0
