,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X003816.SZ,X000725.SZ,X002304.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X000661.SZ,X600703.SH,X600741.SH,X000100.SZ,X600809.SH,X002241.SZ,X002371.SZ,X000596.SZ,X300003.SZ,X300014.SZ,X002007.SZ,X002236.SZ,X601877.SH,X000977.SZ,X600183.SH,X300124.SZ,X000157.SZ,X300142.SZ,X002456.SZ,X600118.SH,X000625.SZ,X002008.SZ,X002129.SZ,X600271.SH,X002179.SZ,X300136.SZ,X002414.SZ,X600584.SH,X002180.SZ,X000066.SZ,X002463.SZ,X600177.SH,X002074.SZ,X600699.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0202238529832654,0,0,0,0,0,0,0,0,0,0,0.00899056251036153,0,8.67361737988404e-19,0,0,0,0,0,0,0.21931364374469,0.255487883644928,0,0,0,0,0,0,0,0,0.0696349877290839,0,0,0,0,0,0,0,0,0,0,0,0,-0.100420725942553,0,0,0.0366898854846275,0,0,0,-0.0815559969345267,0,0,0,-0.0742204321608436,0,0
X000858.SZ,0,0,0,0,0.00561461510049485,0,0,0,0,0,0,0,0,0.530132453217377,0,0,0,0,0,0,0.028324628176994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02787730055771,0,0,0,0,0,0,0,0,0.100697400358346,0,0,0,0.0289273459677655,0,0,0,-0.00801352697059548,0,0,0,-1.35525271560688e-20,0,0
X600276.SH,0.146866754581275,0,0,0.0429587120994279,0,0,0.0187238749310777,0,0,0,0,0,0.111414462652248,0,0,0.0866140010851392,0,0,-0.0145944242205888,0.164785496659669,0,0,0,0.0674585847064922,0,0.176358400497927,0,0,-0.0986455715367676,0,0,0,0,0,0,0.0263087867770741,0.00385906428910882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262699167468761,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.117943489114818,0,0.0485375281160818,0,0.16026654908874,0,0,0,0,0,0,0,0,0,0.119117528136746,0,0,0,0,0,0,0,0,0,0,0,0,0.0398412104704897,0,0,0.0685153193547283,0,0,0.0952369490413087,0,0,0,0,0.0220338253802191,0,0,-0.0127741975920267,0.0371942316613796,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.254721133757574,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754181997702593,0,0,0,0,0,0.128456334267723,0,0,0,0.111334064952439,0,0,0,0,0.210398676152939,0,0,0,0,0,0,0,0,0,0,0,0,0.0788961449655993,0,0,0,0.0261816344109254,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.222256544076112,0,0,0,0,0,0,0,0,0.223291662569701,0,0,0,0.00359502640238287,0,0,0,0,0,0,0.0567842756056223,0.135928692009683,0,0,0,0.102187082543753,0,0,0,0,0,-0.00552104825324001,0,0,0,0,0,0,0.0175661982875273,0,0,0,0,0,0,0,0.00664413266473458,0,0
X002475.SZ,0,0,0,0,0.0742385586499306,0,0,0,0,0,0,0,0,0,0,0.135860070085906,0.063853829863438,0,0,0,0.219032480441358,-4.33680868994202e-19,0,0,0.0507980136643799,0,0,0,0,0,0,0,0.0356208535353686,0,0,0,0.0191930905850042,0.105318096130736,0,0,0,0,0,0.060971713684002,0,0,0,0,0.0418771572455037,0,0,0,0,0,0,0,0.0315783608131235,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545873421644878,0,0,0,0,0,0,0,0,0,0,0,0,0.00390920885844409,0,0,0,0,0,0,0,0,0.209876167619113,0.0591443221670497,0,0.0693614441738685,0,0.176406514954146,0,0,0,0,0,0.190780250650385,0,0,-0.0413511002722285,0.0305569720634426,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0691679645341557,0,0,0,0,0,0,0,0,-0.0310751639780244,0.157524019191658,0,-0.0311138662802567,0,0,0,0,0,0,0,0,0.0998467511912544,0,0,0,0,0,0,0,0,0,0,0.275583978793812,0,0,0.122321732385901,0.132377274223392,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.153704004052126,0,0,0,0,0,0,0,0.0716097033235686,0,0.38295479841393,0,0,0.0085079576673084,0,0,0,0,0,0,0.0366713670448564,0,0,0,0.0442079254242909,0,0,0,0,0,0,0,0,0,0,0.00696165584399678,0.0311482820059517,0.0844190063639342,0,0.0129876784644999,0,0,0,0,0,0,0,0,0.0395339751635347,0,0
