,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X000651.SZ,X002415.SZ,X600104.SH,X002304.SZ,X000661.SZ,X600031.SH,X000063.SZ,X000568.SZ,X000725.SZ,X003816.SZ,X600809.SH,X000338.SZ,X600703.SH,X600690.SH,X002241.SZ,X300014.SZ,X300142.SZ,X002007.SZ,X000596.SZ,X002371.SZ,X000100.SZ,X300124.SZ,X300003.SZ,X002049.SZ,X002129.SZ,X000157.SZ,X600741.SH,X600584.SH,X000800.SZ,X002414.SZ,X600183.SH,X601877.SH,X002236.SZ,X000977.SZ,X000625.SZ,X002456.SZ,X300136.SZ,X002179.SZ,X000066.SZ,X002008.SZ,X002185.SZ,X600118.SH,X002463.SZ,X601799.SH,X002180.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0953688495798361,0.00767708358322232,0,0,0,0,0.104253534834947,0,0,0,0.0126605491092623,0,0,0,0,0,0,0,0,0.0876862334985477,0,0.138508845772969,0,0,0,0,0.0640437672327095,0,0,0,0.0176638354620018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293578826541428,0,0.117009263928164,0,0,0,0,0,0,0,0,0
X000858.SZ,0.20456452697704,0,0,0,0,0,0,0.139451256853112,0,0,0,0.163625235878497,0,0,0.32794977042493,0,0.0270261014682501,0,0.101377158819663,-0.0474818181844033,0.0208162439662172,0,0,0,0,0,0.0844479663939374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00397955468332897,0.00389831175979303,0,0,0,0,0,0
X600276.SH,0,0,0,0.020486081158026,0,0,0,0.0885202479526773,0.346982482398186,0,0,0,0,0,0.050991528975119,0,0,0,0,0,0,0,-0.0362785195300532,0.10850216637247,0,0,0.101995472056339,0.0351743169784777,0,0,0,0,-0.0639032448435289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,-0.0143022434720476,-0.00602883045346353,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316573431631358,0,0,0,0.245991264060922,0,0,0.048845671594559,0.101363795042371,0,0,0,0,0.0155998865899508,0,0,0,0,-0.0237543440911658,0,0.203813294957491,0,0,0,0,0.0739864584412615,0,0,0,0,0.0467820182649649,0,0,0,0,0,-0.0246394630568812,-0.000774571027875768,-0.0240223418880328,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,-0.0684540843110894,0.0558611351110973,0.0252935820218854,0.100013806322602,0,0,0,0.109083794806553,0,0.0316648991197859,0,0,0.0400138539692467,0,0.0779299533566373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170736453731309,0,0,0,0,0,0,0,0.00903338310419006,-0.00964208375509917,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.134439347310335,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0806319666220962,0,0,0,0,0,0,0,0,0.150867775834579,0.0986886242301977,0,0,0,0,0,0.103986895033378,-0.0290995426304696,0,0,0,0.103607599871898,0,0,-0.00384733609529372,-0.00131113510741451,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.093971098204157,0.123181991532596,0,0,0,0,0,0,0,0,0,-0.00653320586499695,0,0,0,0,0,0,0,0,0,0,0,0,0.0567899867066585,0,0,0,0.188314174732218,0,0.119396011939786,0,0,0,0,0.0271130314411465,0.104191507186541,0,0,-0.0452188306288317,0,0,-0.132776224235781,-0.0039452741961424,0.00366549813334622,0,0,0,0,0,0
X002304.SZ,0,0.213524119414956,0,0,0,0,0,0,0,0,0,0.348004930161574,0,0,0.0584448765429096,0,0,0.0848668395349479,0,0,0,0,0.148653106578249,0.0710354093855623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528542793296698,0,0,-0.0419474122229114,0,0,0,0,0,0,-0.0128156090001092,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0.0401699996193071,0,0,0,-0.108269680195022,0,0,0,0,-0.109441546840081,0,0.152285682711174,0,0,0,0,0,0,0.0804760519172587,0,0.0697565309872837,0,0,0.164433648066804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112568655155239,0,0,0,0,0.131549794844052,0,0,0,0.025753713916216,-0.0384323898770504,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.0658794389946109,0,0,0,0,0,0,0,0.416735769057695,0,0,0,0,0,0,0,0,0,0,0.0244637893859681,0.045641903557676,0,0.133994466029415,0,-0.113855101275705,0,0,0,0,0,0.0143551556775278,0,0,0.0859248849093129,0,0,0.000106719559560065,0,0,0.278087844553943,0,0,0,0,-0.00214136158261843,-0.0206083112393829,0,0,0,0,0,0
