,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002236.SZ,X002475.SZ,X002241.SZ,X000338.SZ,X600031.SH,X002456.SZ,X000625.SZ,X600487.SH,X601877.SH,X002008.SZ,X000100.SZ,X300136.SZ,X600066.SH,X600522.SH,X300124.SZ,X600809.SH,X002508.SZ,X300003.SZ,X600867.SH,X600089.SH,X600271.SH,X002294.SZ,X600498.SH,X002085.SZ,X600699.SH,X000981.SZ,X000050.SZ,X000157.SZ,X300142.SZ,X600177.SH,X000596.SZ,X600584.SH,X600566.SH,X000661.SZ,X002179.SZ,X600118.SH,X000559.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.216795675598785,0,0,0.134937567561144,0.11526113064286,0,0,0.05477444427505,0,0,0,0,0,0,0,0,0,0,0.0892486334230611,0,0.040252098988792,0,0,0.0787597879574901,0,0,0,0,0,0,0,0,0,0,0,0,0.0326091089230542,0,0,0,0,0,0,0,0.0346236164201342,0,0.103022384746394,0,0,0.0292779225331589,0,0,0,0,0,0
X600104.SH,0,0,-0.105836721811636,0,0,0,0,0,0,0,0,0,0.308755063639839,0,0,0,-0.0502246392752903,0,0.049846125660692,0,0,0,0,0,0.0542671967455666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.091182219702802,0,0,0,0,0,0,-0.067397211968407,0.0606836235494818,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0161766079450627,0,0,0,0,0.220271134968162,0,0,0,0,0,0,0.0177025239046552,0.112539145834856,0.178795794676924,0,0,0.0268472082422207,0,0.204812583913649,0,0,0,0.151612068809761,0,0,0,0,0,0,0,-0.11175758019166,0,0,0,0,0.00798478445420557,0,0.0517975937581477,0,0,0,0,0.0027409212946411,0,0,0,0,0,0,0
X000858.SZ,0.0469590283275306,0,0,0,0,0,0,0.126426759005682,-0.0285601795695814,0,0,0.374506165796098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247009384461814,0,0,0,0,0,0,0,0,0.0273137620074188,0,0,0,0,0,0.0107326278359108,0,0,0,0,0,0.0705351659974972,0,0,-0.0089313028088869,0,0,0,0,0,0
X000651.SZ,0,0.256889056876481,-0.0748558960883335,0.175775798873006,0,0,0,0,0,0,0,0,0.0357306724372375,0.101675282345516,0,0.0453410461430588,0,0.14797574030919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0650009811307082,0,0,0,0,0,0,0,0,0,0,0,0,-0.0013426401461335,-0.00276372166822004,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,-0.0847892080491518,0.0539509432720574,0,0,0,0,0,0.18929654795864,0,0.0865067283552277,0,0,0,0,0,-0.123013430803318,0.110732150241393,0.156130566865721,-0.0530128423342789,0,0,0,0,0,0.260255901683606,0,0,0,0,0,0,0,0.390584217697863,0,0,0,0,0,0,0,0,0,0,0,-0.0297629444601592,0.0367823444266648,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.205277054521516,0,0,0.0884528034185425,0,0,0,0,-0.172515770935305,0,0,0,0,0,0,0,0,0.0176553457333466,0.03595640771115,0,0.00949467700779716,0,0,0,0.162157108215226,0,0,-0.0701571239726791,0,0,0,0.0228776733964227,0,0,0,0,0,0,0,-0.0134825448580214,0,0,0.0195691383840817,0,0,0,0,0,0
X002304.SZ,0,0,0,0.382959852709235,0.0109184879906149,0,0,0,0,0,0.117330735527594,0,0,0,0,0,-0.00225204434709051,0,0,0,0,-0.0321959082196052,0,0,0,0,0,0,0,0,-0.0487233402952834,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0396888436617272,0,0.0180099655637928,0,0,0.0986035174943377,0,0.0426168384369735,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.369363994794939,0,-0.195194295761573,0,0,0,0,-0.0950701850856637,0.0181095441950318,0,0,0,0,0,0,0,0,0.0317386167567254,0,0,0,0.00128074335383123,0,0,0,-0.166015753847125,0,0,0,0,0.254096533415134,0,0,0,0,0,0,0,0,0.238335993702844,0,0,0,0,0,0,0,0.0208859506734311,0,0,0,0,0,0
X600690.SH,0,0.0247120475416608,0.141858861577599,0,0,0,0,0,0,0,0.0407624212919199,0,0,0,0,0,0,0,0.0743226608776175,0,0,0,0,0,0.00709696586168804,0,0.231532423404993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.182147406135187,0,0.0664288228957397,0,0,0,0,0.0545187445167096,-0.0203207906694756,0,0,0,0,0,0
