,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600276.SH,X000568.SZ,X002475.SZ,X002304.SZ,X600690.SH,X300124.SZ,X000651.SZ,X600104.SH,X300014.SZ,X002371.SZ,X002049.SZ,X003816.SZ,X002129.SZ,X000725.SZ,X600031.SH,X000625.SZ,X000063.SZ,X002179.SZ,X000596.SZ,X002180.SZ,X000338.SZ,X600089.SH,X600703.SH,X600522.SH,X002241.SZ,X000733.SZ,X000661.SZ,X300142.SZ,X000100.SZ,X601877.SH,X002074.SZ,X600741.SH,X300003.SZ,X000157.SZ,X600487.SH,X600460.SH,X600584.SH,X600884.SH,X600563.SH,X600702.SH,X002414.SZ,X002025.SZ,X000066.SZ,X600372.SH,X002236.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.365552296469753,0,0,0.0684604242804498,0,0,0.0345030639938363,0,0,0,0.0278314909831639,0.00873605272779902,0,0,0.0880329622758184,0,0,0,0,0,0,-0.030654092717283,0,0,0,0,0.0588567124020949,-0.201376818422579,0,0,0,0,0,0,-0.0313600674352603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025520974445121,0.0410971500961245,0,0,0,0,0,0
X000858.SZ,0,0,0.193496280130369,0,0.159787071941946,0.178981186346692,0,0.081844368853783,0,0,0.0364160570990011,0,0,0.105409965229358,0.0398035265742785,0,0,0,0,0,0,0,0.0329009959634938,0,0,0,0,0,0,0,0,0,0,0,0.0380813500340504,0,0,0,0,0,0,0,0,0.0836246079769105,-0.0710912974407378,0,-0.0690529607514903,0,0,0,0,0.0118997351292099,0,0,0,0,0,0,0
X600809.SH,0.344766495040929,0,0,0,0,0.631486765524057,0,0,0,-0.0595425847109058,0,0,0,0,0,0,0,0,0,-0.0337318878403825,0,0,0.036383922657857,0,0,-0.0183881807313441,0,0,0,0,0.0853607360558824,0,0,0,0,0,0.0534452280108961,0,0,0,0,-0.057660096405976,0,0.0419510211282079,0,-0.00780434593225314,0,0,0,-0.0408265029791975,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11077153624626,0,0,0,0.130019197932163,0,0,0,0,0,0,0,0,0,0.14200776469124,-0.251414695141698,0,0,0,0.0990010694694874,0,0.345863238877965,0,0.0491553596508207,0.0328062744385534,0.00748706715515452,0,0,0,0,0,0
X600276.SH,0,0.042842506558209,0,0.065141557191485,0,0,0,0,0,0,0,0,-0.0528550684872984,0,0,0,0,0,0,0,0.0356530522518096,0,0,-0.0366098619092022,0,0,0,-0.101952472288213,0,0,0,0.0875715981897307,0,0,0,0,0.00255608008470923,0,0,0,0.0523332791507558,0,-0.066812365538268,0,0,0,0,0,0.066247855879312,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0.349541131794425,0,0.754244910691954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612559647039599,0,0,0,0,0.0875977740748965,0,0,0.0861471206504987,0,0,0,0,0,0,0,0,0,-0.0287236213045782,0,0,0,0,0,0,0,0,0,0,0,0.0151058236377932,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.332628909110051,0,0,0.0773991672694401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000234415978701539,0,0,0,0,0,0,0,0,0,0.206042954709487,0,0,0,0.0144069684426405,0,0,0,0,0,0
X002304.SZ,0,0.246361927337929,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.112848207007195,-0.101716974625269,0,0,0,0,0,0,0,0,0,0.0222627556808417,0.00554525048409069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201429458651761,-0.181125178037434,0,0,0,0,0.0807840058113633,0,0,0.0182464958099496,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.310728629367953,0,0,0,0,0.154469292857926,0,-0.0132460232023836,0,0,0,0,0,0,0,0,0,0,-0.0956798551865806,0,0.129473001270853,0.0170462723822682,0.0835372360084604,0.065594152237019,0,0,0,0,0,0,0,0,0,0,0,0,-0.0441291415356603,0,0,0,0,0,0,0,0,0,-0.0222200474219036,0,0,0,0,0,0,0
X300124.SZ,0,0,-0.245414679831897,0,0,0,0.334930376296508,0,-0.052630300150468,0,0,0,0,0,0,0,0,0,0,0.0796833007309412,0,0,0,-0.0560665925830613,0,0,0,0,0,0,0.0481979594278098,0,0,0,0,0,0,0,-0.0771054503452412,0,0,0,0,0,-0.132575863342862,0.240574467961869,0,0,0,0,0,0,-0.01662309004529,0,0,0,0,0,0
