,X600519.SH,X000858.SZ,X002415.SZ,X002475.SZ,X600809.SH,X000568.SZ,X600276.SH,X600690.SH,X002304.SZ,X000651.SZ,X600104.SH,X000725.SZ,X300014.SZ,X600031.SH,X300124.SZ,X002241.SZ,X003816.SZ,X002371.SZ,X002129.SZ,X000063.SZ,X000338.SZ,X002049.SZ,X600703.SH,X000596.SZ,X601877.SH,X000625.SZ,X002179.SZ,X600741.SH,X000100.SZ,X300142.SZ,X600460.SH,X600089.SH,X002180.SZ,X002074.SZ,X000661.SZ,X000157.SZ,X600702.SH,X002236.SZ,X000733.SZ,X600884.SH,X600522.SH,X000799.SZ,X002008.SZ,X002414.SZ,X601799.SH,X600779.SH,X600584.SH,X002007.SZ,X600183.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.618248766234612,0,0,0,0,0,0,0,-0.021125556296708,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941048647782139,0,0,0,0,0,0.00946941504426078,0,0,0,0.020741848000473,0,0,0.0520773296226104,0,0,0,-0.0309450162109915,0,0,0,0,0.00277643438740412,0,0,0,0,0,-0.0225297511358701,-0.00174806504418964,0,0,0,0,0,0
X000858.SZ,0.111968675035884,0,0,0.0825289823091844,0,0.178270414259026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082056660094587,0,0,0,0,0,0,0,0,-0.0202166609666987,0.0244915513733583,0,0,0,0.146711882602843,0.0315598052954129,0,0,-0.0133199601280603,0.0659603867412336,0,0,0,0,0,0,0,0,0,0.0116398356770944,0,0,0,0,0,0,0
X002415.SZ,0,0.0891649249574986,0,0.0922708084814724,0.0248510382011129,0,0,0,0.00556299751166292,0,0,0,0,-0.0676113777792371,0,0,0,0.18694574614838,0,0,0,0.0265531362867917,0,0,0,0,0,0,0,2.71050543121376e-20,0,-0.172747202121021,0,0,0,0,-0.19114085989979,0.164392399168942,0,0.108609458164128,0,0,0,0,0,0,0,0,0,0,0,0,-0.0071618094662949,0,0,0,0,0,0
X002475.SZ,0,0,0.160548662994857,0,0,0,0.0139754215250203,0,0,0,0,0,0,0,0.0974714684813799,0.458901796965615,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0188661571541505,0,0,0,0,0,0,0,0,0,0,0.0384229774304169,-0.182719589363024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0155144613235867,0,0
X600809.SH,0,0,0,0,0,0.153377645837096,0,0,0,0,0,0,0,0,-0.0183751256666309,0,0,0,0,0,-0.219636183302012,0.0330246688639288,0,0,0,0,-0.0658133503009872,0,0,-0.0110140440759228,0,0,0,0,0,0,0.353327791170348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011387495339701,0,0,0,0,0,0,0
X000568.SZ,0.23865929046881,0.125121962353544,0,0,0,0,0,0,0,0.134896336177932,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24336761500252,0,0,-0.0314805661237576,0,0,0,0,0,0,0,0.144999303559545,0,0,0,0,0,-0.0281847974714729,0,0,-0.189084402642733,0,0.137458394854103,0,0,0,0,0,0,0.0101021010811215,0,0,0,-0.00920910581584577,0,0
X600276.SH,0,0,0.0621621527010773,0.163388215746481,0,0,0,0.15470911673698,0,0,0,0,-0.107195333863276,0,0,0,0,0,0,0,0,0,0,-0.00879131080394259,0,0,-0.18557950474227,0,0,0.0960362988636426,0,-0.0874600806028295,0,-0.069011366686405,0.0705760937955554,0,0,0,0,0,0.10670987528396,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.0287809455123674,-0.00203061783322902,0,0,0,0,0,0
X600690.SH,0,0.117750177756249,0,0,0,0,0.183325290914819,0,0,0,0,0,0,0.304632427814606,0,0,0,0,0,0,0.0999371064058221,0,0,0.0293299546767635,0,0,0,0,0,0,0,0,0,0,0,0,0.0453630088177883,0,0,0,0.0154894393699825,0,0,0,0,0.045701440367781,0,0,0,0,0,0,-0.0106470081137588,0,0,0,0,0,0
X002304.SZ,0,0.133596790105887,0.0127380764183536,0,0,-6.93889390390723e-18,0,0.050909755651441,0,0,0,0,-0.078660413173684,0,-0.0113775494515611,0,0,0.157272813635677,0,0,0,0.065635984450947,0,0.114013906195091,0,0,0,0.0287553423437463,0,0,0,0,0,0,-0.067500567144326,0,0,0,0,0,-0.0394896821699513,0,-0.00590922603295139,0,0,0,0,0,0,0,0,0.00838030014034953,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0844625813985405,0,0,0,0,0,0,-0.0305409013913767,0.181491834277024,0.208028481488445,0,0,0,0,0,0,0,0,0.00636341141545,0,0,0,0,0,-0.0292802577348347,0,0,0,-0.0385597801494818,0.0118978733429203,0,0,0,0,0,-0.00111508075206216,0.0237104122196495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00775972418295741,0,0
X600104.SH,0,0,0,0.0899642451909895,0,0.107200941243424,0,0,0,0,0,0,-0.0569311682467287,0.137946212334017,0,0,0,-0.121839688774619,0,0,0.0830201358562575,0,0,0,0,0.135907935078129,0,0,0,-0.0116388798895434,0,0,0,-0.000268195360822374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00747944632188352,0,0,0,0,-0.0479068085166679,0,0
X000725.SZ,0,0,0,0.0756442165795652,0,0,0,0.104133845180328,0,0,0.00845723002109091,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0540102025134733,0,0,0,0,0,0,0,0.113306735061401,-0.00528676299789209,0.00800286000851492,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0024873122102896,0,0,0,0,0.0133615156892076,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100529555103698,0,0,0,0.0881350969177856,0,0,0,0,0.0901866604829224,0.109589783886709,0,0.2985710209839,0.238293551011688,0,0,0,0,0.173778600017413,0,0,0,0,-1.38777878078145e-17,0,0,0,0,-0.105827382137937,0,0,-0.0259398380633487,0,0,0,0,0,0
X600031.SH,0,0,0,0,-0.0875987108352006,0,0,0,0,0.248137045147226,0,0,-0.0236239969824851,0,0.0355807901193363,0,0,0,0,0,0.231559202124581,0,0,0,0,0,0,0,0,0.00898642171924543,0,0,0,0,0,0.0250553876969133,0,0,0,0,0,0,0,0,0,0,0,0.0285243836280958,0,0,0,-0.0332365179569756,-0.0138680580452403,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606583691212386,0,0,0,0.0435576523009907,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.13992361405489,0.022544244601209,0,0,0,0,3.46944695195361e-18,0.0233839302281165,0,0.136083032416009,0,0,0,0.278969696631758,0,0,0,0,0,0,0,0,-0.0117179150224432,-0.0133733436151782,0,0,0.0641398310559319,0,0
X002241.SZ,0,0,0,0.414799639927484,0,0.227275309722805,0,0,0,0,0,0,0.0338161317988318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153052881229662,0,0,-6.93889390390723e-18,0,0,0,0,0.252252778894184,0.107029033616081,0,0,0,0,0,0,0,0,0.122645730827227,0,0,0.0142753257524302,0,0,0,0,0,0
X003816.SZ,0,0,0,0.0494586214077607,0,0.0945560766053249,0,0,0,0,-0.0477989757900513,0,0,0,0.0647960724042186,0,0,0,0,0,0.156328223557269,0,0.125284498004391,0,0,0,0,0,0,0,0,0.173163734429953,0,0,0,0,0.0320978755782256,-0.0532689308931598,0,-0.0267244906573014,-0.0373933776815065,0.00620545344475743,0,0,0,0,0,0,0,0,0,0.0106333409607982,0.00748352889352474,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341215262467231,-0.034896152299582,0,0,0,0,0.415645498677431,0.146965492664017,0,0,0,0,0,0,0.0978426176045712,0,-0.0127287913894133,0,0.239160139593489,0,0,0,0,0,0,0.160488574872802,0,-0.0959477862198544,0,0,0,0,-0.186627715549903,0,0
