,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600271.SH,X600741.SH,X600066.SH,X002292.SZ,X002241.SZ,X000100.SZ,X600031.SH,X002236.SZ,X600177.SH,X600118.SH,X002506.SZ,X002475.SZ,X000559.SZ,X600372.SH,X000568.SZ,X000157.SZ,X000338.SZ,X002085.SZ,X002074.SZ,X300003.SZ,X002294.SZ,X300124.SZ,X600867.SH,X600089.SH,X002426.SZ,X002007.SZ,X002456.SZ,X000869.SZ,X000050.SZ,X002465.SZ,X002180.SZ,X600498.SH,X002508.SZ,X601877.SH,X002049.SZ,X000981.SZ,X002008.SZ,X600699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.254762336920474,0.171597904986842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0576196086211619,0,0,0,-3.46944695195361e-18,0.124703167826269,-0.148570013086162,0,0,0,0,-0.0633999840140063,0.00245679197174565,0,0,0,0,0,0,0,0,0,-0.00444490194031947,0,0,0,-0.0366991833293998,0,0.0281099935612973,0,0,0,0,0
X600104.SH,0,0,0.100509095451156,0,0,0,0,0,0,0.0229403369054052,0,0,0,0.359490858328152,0,0,0,0,0.0189874957249344,0,0.0103002812219051,0,-0.0221448141978101,0,0,0,0,0,0,0.0150992642964133,0,0,0,0,0,0,0,0,0,0,0,0,0.0337101733016185,0,0,0,0,0,0,0,0,-0.00720513623621371,-0.0664737212383417,0,0,0,0,0,0
X002415.SZ,0,0.11109981281106,0,0,0,0,0,0.00881782522207531,0,0,0,0,0,0,0,0.0124615100252202,0,0.0990855939716476,0,0,0,0,-1.73472347597681e-18,0,0.00338317711165085,0,0,0,0,0.0216670435474702,0.040815163271788,0,0,0,0,0.256042257200185,-0.111282041247707,0,0.249999041399362,0,0.0153219551513597,0,0,0,0.125161088374339,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0.025780103258039,0,0,0,0,0,0,0,0,0.0425068972528092,0,0,0,0,0,0,0,0,0,0.0178680072123405,0,0,0.00579172823969891,0,0,0,0,0,0,0.031486620710535,0,0,0,0,0,0,0,0,0,0,0,0,0.118505152334285,0,0,0,0.00123140612746977,0,0,0,0,0.042016151711792,-0.0373710698533084,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0879449883099108,0,0,0,0,0,0,0,0,0,0.0352511369082806,0,0,0,0.0725724191011103,0,0,0.0276794129433468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443988396702572,0,0.101724433318155,0,0,0.012565954023713,0,0,0,0,0,0,0,0.0231559502895705,0,0,0,0,0,0,0
X002304.SZ,0.0736570724812088,0,0,0,0.540599840328002,0,0,0,0,0,0,0,0,0,0,0,0.0345358606894202,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0618886293535607,0,0,0,0,0,0,0,0,0,0,0,0.0469619351609738,0,0,0,0,0,0,0,0,0,0,0,0,-0.0457176834087266,-0.0313819043906044,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186231565913099,0,0,0,0,0.07374094723643,0,0,0,0,0,0,0,0,-0.066251372682889,0.106103159905404,0,0,0,0,0,0,0.0628100774082151,0,0,0,0,-0.033335621386702,0,0,0,0,0,0,0.0221732353365824,0,-0.0238293421152533,-0.0193183037279957,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0795032409003501,0,0.131900151716925,0,0.178375663683358,0,0,0,0,0,0.0108408822877247,0,0,0.0918579167809531,0,0,0,0,0.114704561514018,0,0.0675803209794388,0,0,0,0,0.00215191774217501,0,0,0,0,0,0.00783273015869998,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.175639106536875,0,0,0,0,0,0.0229336727874993,0,0,0,0,0,0,0.0606136482797201,0.0563656027310168,0.0513546309092178,0,0,0,0,0,0,0,0,0,0,0,0,0.0743447146503342,0,0,0,0.0179314024014966,0,0,0.103910026965292,0.0465696665427013,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0882586821167364,0,0,0,0,0,0,0,0,0,0,0,0.44998057919312,0.105569829061498,0,0,0.0844774648970845,0,0,0,0,0.0294263120741757,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0550353589604929,0,0,0,0,0,0,0,0,-0.0240497358374351,0,0,0,0,0,0,0
