,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X002304.SZ,X000858.SZ,X000625.SZ,X600690.SH,X600276.SH,X000063.SZ,X000100.SZ,X600703.SH,X600031.SH,X600271.SH,X002292.SZ,X000157.SZ,X000338.SZ,X600741.SH,X002241.SZ,X600066.SH,X002475.SZ,X600118.SH,X601877.SH,X600089.SH,X002129.SZ,X002223.SZ,X002236.SZ,X600372.SH,X000016.SZ,X002456.SZ,X600177.SH,X300124.SZ,X002276.SZ,X002294.SZ,X000568.SZ,X600582.SH,X300003.SZ,X600839.SH,X000559.SZ,X000066.SZ,X000550.SZ,X000869.SZ,X600312.SH,X000581.SZ,X000623.SZ,X002465.SZ,X000800.SZ,X002414.SZ,X600252.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.118766960763833,0,0,0,0.0442863742589207,0.0792437211218975,0,0,0,0,0,0.0171860416946025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290398150971504,0.223432011558452,0,0,0,0,0,0,0.0187987035693643,0,0,0,0,0,0,0,0,0,0,0.0170533730993549,0,0.0158394180690428,0.0219845365783905,0,0,0,0,0,0
X600104.SH,0,0,0.0975763781691383,0,0,0.000318154536520888,0,0.0131545079774298,0.0494993997436945,0,0.0785765955888694,0,0.0374413601206552,0,0,0,0,0,0,0,0,0,0,0,0.142520632428153,0,0,0,0.0369706204873741,0,0,0,0,0,0,0,0,0,0.0462239578773914,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,-0.00191937977105011,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0772659980675448,0,0,0,0,0,0,0,0,0,0,0.033991147559831,0,0,0,0,0,0,0.0351322127412252,0.0529622281494558,0,0,0,0.106817111184524,0.135466916433644,0.142585714264451,0,0,0,0,0.0872161229176712,0,0.0559507756689943,0,0,0,0.0506392920419605,0,0,0,0,0,0,0,0,0,0,0,-0.0282245400939593,0,0,0,0,0,0,0
X000651.SZ,0,0,0.0780699696838682,0,0,0,0,0.0493481388426193,0,0,0.0650261014032558,0,0,0.113396409554248,0,0,0,0.0386034742323795,0,0,0,0,0.109214861139147,0,0,0,0,0,0.00739179813537498,0,0,0,0,0,0,0.203541674689124,0,0,0.0329884476100959,0.0690081133075805,0,0,0,0,0,0,0,0.0264234611149176,0,0,0,-0.00474948745578477,0,0,0,0,0,0,0
X000725.SZ,0,0,0.182459667191122,0,0,0,0,0,0,0,0,0,0.120129641057839,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.156924715921779,0,0,0,0,0,0,0,0,0,0,0,0,0.0702488328611534,0,0,0.0914504044768697,0,0,0,0,0,0.229276360630411,0,0,0,0,0,0,0.0167864367290553,-0.0138348245655408,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.341541626559239,0,0,0,0,0,0.0648427599986088,0,0.0240515958554216,0,0,0,0,0.178355545085044,0,0,0,0,0,0,0,0,0,0,0,0,0.0100149523064432,0,0.128773910133941,0,0,0,0,0.0168643221029581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0104156556033409,0,0.20624032323623,0,0,0,0.074698599335132,0,0,0.0239514957099119,0,0,0,0,0.206040226098154,0,0,0,0,0.0129839215441079,0,0,0,0,0,0,0,0,0,0,0,0,0.476891614769345,0,0,0,0,0,0,0.0131628010633705,0,0,0,0,0,0,0,0,-0.00811419886019212,-0.00171569139374979,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0709277859235707,0,0,0,0,0.048923132791669,0.0389222132764618,0,0,0,0,0,0,0,0,0,0,0.0687889804087225,0,0,0.177975455649687,0,0,0,0.121051519677577,0,0,0.0755212381388088,0.00235214604529945,0,0,0,0,0,0,0,0,0,0,0,0.000674814096007809,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.116186074942839,0,0.194395784781334,0,0,0,0,0,0,0,0,0,0,0,0.019209597954253,0,0,0,0,0,0,0,0,0,0,0.0132833885534626,0,0,0,0,0,0,0,0,0,0,0.136460684266414,0,0,0,0,0,0,0,0.0878095206134304,0,0,0,-0.00843371892456495,-0.0129219119517755,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0935279671028526,0,0,0,0,0,0,0.183039540288004,0,0,0,0,0,0,0,0.0480904270577402,0,0.0782502556663836,0,0,0,0,0,0,0.271393621047611,0,0,0,0,0,0,0.0284203358821543,0,0,0,0,0,0,0,0,0,0,0,0,-0.00456689599154978,0.0187926523606834,0,0,0,0,0,0
