,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X002475.SZ,X002241.SZ,X000625.SZ,X600741.SH,X600031.SH,X002456.SZ,X000338.SZ,X600066.SH,X000100.SZ,X300124.SZ,X601877.SH,X600809.SH,X300003.SZ,X002008.SZ,X300136.SZ,X600487.SH,X002508.SZ,X600089.SH,X002085.SZ,X600177.SH,X000157.SZ,X600271.SH,X600522.SH,X002294.SZ,X600118.SH,X300115.SZ,X600867.SH,X000050.SZ,X600372.SH,X000981.SZ,X600699.SH,X000559.SZ,X600566.SH,X002074.SZ,X600498.SH,X002179.SZ,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.00890434061770953,0,0.19777150063135,0,0,0.00577668173006904,0,4.33680868994202e-19,0,0.139548510072685,0,0,0,0,0,0,0,0,0,0,0,0,0.161683261965748,0.0141354554466403,0,0,-0.00706319849872897,0,0,0.0510441534023613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14964232072716,0,0.104747764349754,0,0,0,-0.00880698894619225,0,0,0,0,0,0
X600104.SH,0,0,0,0.182596814245436,0,0,0,0,0,0,0,0,0.0497597343716119,0.00648673675759931,-0.0632685683478378,0,0.327344811268465,0,0,0,0.261172079777653,0,0,0.0836792001961396,0,0.307248878363156,0,0,0,0,0,0.119448545619181,0,0,0,0,0,-0.0345884647215468,0,0,0,0,0,0,0,0,0.046370527825282,-0.376500597796166,0,0.00665484134928074,0,0.00589543781084325,0,-0.00701871595753348,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0150360152357711,0.200106489010873,0.102448331465982,0,0,0,0.246656870135788,0,0.0253696518624897,0,0,0,0,0,0,0,0,0,0,0.130878906151144,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22071244059312,0,0,0,0,0,0,0,0.0193888114519981,0.00640205392268949,0,0,0,0,0,0
X000651.SZ,0,0.0810523076850037,0,0,0.172746410028122,0,0,0,0,0,0.0742752876980013,0,0.13825102236963,0,0,0,0,0.046167006455466,0,0,0,0,0,0,-0.0327132399888087,0,0,0,0,0.0803755726157258,-0.030806835230106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459025949521167,0,0,0,0,0,-0.0113923964211381,0,0,0,0,0,0,0
X000858.SZ,0.315296878392949,0,0.155270775892478,0.0791824694680917,0,0,0.10927164932793,0,0,0,0,0.222865495041773,0.0127342974297481,0,0,0,0,0,0,0,0.0128791386212887,0,0,0,0.00690542670046615,0.0165850350582229,-1.73472347597681e-18,-0.0770467862640386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00226340195207252,0.00559920193473299,0,0,0,0,0,0
X600276.SH,0,0.0470982099462465,0,0,0.34240237536793,0,0,0,-0.0533104228551456,0,0,0,0,0,-0.103854230127188,0,0,0,0,0,0,0,0,-0.154763729264366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00852574977686864,0,0,0,0,0,0,0,0.119657524593662,0.0472545964961319,0,0.044042874729913,-0.0793482927264314,0.0211320915435718,-0.0103735375020338,-0.0695308768511357,0,0,0,0,0
X002304.SZ,0,0.00111310508155821,0,0,0.38102423556459,0,0,0,0,0.0368486951129108,0,0.243613318848952,0,0,0,0,0.0526517890360614,0.0382177405373408,-0.16864999192643,0.0279664941700527,0,0,0,0,0.0990847633111595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0303674997760733,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.00932341623093843,0,0,0,0,0,0,0
X000725.SZ,0,0,0.142341413355517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317359776186888,0,0,0,0,0.0526803224313096,0,0,0,0,0,0,0.270412001663646,0,0,0,0,0,0,-0.0261798364155211,0,0.159645204667255,0,0,0.0244386054896137,0,0,-0.0529091805389427,0.136371274409387,0.198326324439311,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0867202901448022,0,0,0,0,0,0,0.150154357985758,0,0,0.186013851339101,0,0.140869677088367,0,0.119438757486568,0,0,0,0,0,0,0,0,0,0.0210725722174758,0,0.171302583653274,0,0,0,0,0,0,0,0,0,0,0,0,0.110968186375979,0,0,0,0,0,0,0,0,0,-0.0329409420549748,0.013803891291496,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.22484130088515,0,0.255604824552114,0,0,0,0,0,0.298890004763029,0,0.0791070082327213,0.295090321120108,-0.0985081842473404,0,0,0,0.265571967967485,0,0,-0.157040997805602,0.0258189270087711,0,0,0,0,0,0,0,0,0,0,0,0,-0.0182623196131068,-0.0357470283704252,0,0,0,0,0,0,0,0,0,0,0.0091753085577733,0.0412957041535979,0,0,0,0,0,0
X600690.SH,0,0.0144435073655049,0,0.337261242685188,0,0,0,0,0,0,0,0,0.20939766886141,0,0,0,0.123759836633177,0,0,0,0,0,0,0,0,0,0.0849729357916586,0.0389576515610834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108719276510002,-0.0208800366325261,0,0,0,0,0,0
X000568.SZ,0.219170495072145,0,0,0,0.399077605294889,0,0,0.0919276063991558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736951753600188,0.0359260740849171,0.00754635919743396,0,0.00720405319869865,0,0,0,0,0,0,0,0,0,0.0429552486287728,0,-0.0861978835343425,0,0,0.0489775761300863,0,0,0,0,-0.00277282970483439,-0.0375579265231813,0,0,0,0,0,0
X002236.SZ,0,0,0.257323974993559,0,-0.099529425061006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172579247880889,0,0,0.140661948531607,0,0,0,0,0,0,0.114317660418828,0.125932692641097,0.209456171109696,0,0,0.000442821837650522,0,0,0,0.209057328825295,0,0,0,0,0,-0.00310727856845851,0.00412349806480778,0,0,0,0,0,0
X002475.SZ,0,0,0.00621733052037356,0,0,0,0,0,0,0.0422199233276599,0,0,0.227751237817416,0,0,0,0.0249779441866412,-0.0223537587822616,0,0,0,0,0,0,0,0,0.248348638445215,0.0741044194913086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135408283730011,0,0,0,0,0.00829884661960738,-0.0819981266500289,0,0,0,0,0,0
X002241.SZ,0,0.079834106851565,0,0,0,0,0,0,0.198499813593216,0.239405293863308,0,0,8.67361737988404e-19,0,0,0,0,0,0.308543467030139,0,0,0,0.0331573837584383,0,0.0295562208718895,0,0,0,0,0,0,0,0,0,0,0,0.155762909097689,0,0,0,0,0,0,0.0769184779249635,-0.169998791024679,0,0,0,0,0,0,0,-0.046107179881341,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0228048778196291,0,0,0.0661476493419317,0,0,0,0,0,0.083817018938888,0,0,0,0,0.0894947474166584,0,0.0771762416163006,0,0,0,0,0,0,0,0,0,0,0,0,0.0522186077086752,0,0,0,0,0,0.0199433252410949,0,0.123028910593753,0.0424730850204867,0,0,0,0,0,0,0,0,0,0,-0.00151787690031057,0,0,0,0,0,0
X600741.SH,0,0.463239694731635,0.0119115030199296,0,0,0,0,0,0,0.129227903328706,0,0,0,0,0,0,0,-0.0452324864259586,0,0,0,-0.197965425591294,0,0,0,0,0,0.185833485699477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00347529815675039,0.01813193475364,0,0,0,0,0,0
X600031.SH,0,-0.0762753969232155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113373284321297,0,0,0.139882893939009,0,0,0,0,0.163813104899777,0,0,0,0,0,0,0,0,0,0.155162843295334,0.0617662472947458,0,0.0472239612915661,0,0,0,0.230880172960201,0,0,0,0,0.0932063111207496,0,0.00486175119513717,0,0,0,-0.0325427564988018,0.0138063772368591,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.237199529191029,0,0.0688659452094668,0,0,0,0,0,0,0,0.0172604639641673,0,0,-0.0708790186471794,0,0,0.197252957163627,0,0,0,0,0,0,0,0,0,0.0259696600290012,0.163978554560947,0.101547856268924,0,0,0,0,0,0,0,0,0,0,-0.014983233625108,0.0403312861463689,0,0,0,0.121390940219674,0,0
X000338.SZ,0,0,0,-0.303758863142259,0,0,0,0,0.170483793076929,0,0,0,0,0,0,0,0,0.35270379201273,0,0,0,0,0,0,0,0,0.0784982862482364,0,0.203610415005419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206533109946186,0,-0.00366464849827547,0.0872580167515394,0,0,0,0,0.00361893089614942,0.0354577226219462,0,0,0,0,0,0
X600066.SH,0,0.0473095638764739,0,0,0,0,0,0,-0.188056880641357,0,0.0392390810361255,0,0,0,0,0,0,0,0,0,0,0,0.00362081544836304,0,0.0457304462662071,0,0.0175167701659592,0,-0.0736742510409711,0,0,0,0,0,0,0,0,0,0,-0.144062763805293,0.0732694864577476,0,0.309618073834398,0,0,0.0641602308316634,0,0,0,-0.00205480257032694,0,0,0.00561518261861872,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,-0.0134757426161016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00644540160015062,-0.0571500345695516,0,0,0,0,0.0476766313010611,0,0,0,-0.0109604777923834,-0.0776786426105876,0,0,0.0935907709318848,0,0,0,0,0,0.0132181641454158,0,0,0,0,-0.0127953370943216,-0.0206877274623066,0,0,0,0,0,0
X300124.SZ,0.112346946761766,0,0,0,0,0,0,0,0.0677926920401914,0,0,0,0,0.190453688141395,0.0605294435029626,0,0,0,0.165710185919125,-0.00783239140973684,0,0,0,0,0.113257122468458,0,0,0,0,0,0,0,0,0,0,0,0,0.0325292155737361,-0.0638912343263863,0,0,0,0,0,0,0.151812088262962,-0.0350274426245804,0,0,0,0,-0.0170479218467153,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0.24337018907658,0,0,0,0,0,0,0,0,0.00804164920223721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054434362281555,0,0.0809170106496731,0,0,0,0,0,0.294593845035968,0,0,0,0,0,0,0,0.00315556976681738,-0.0178248128563339,0,0,0,0,0,0
