,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X600690.SH,X000651.SZ,X002415.SZ,X600809.SH,X003816.SZ,X000568.SZ,X002371.SZ,X000725.SZ,X600031.SH,X600104.SH,X300124.SZ,X000063.SZ,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X300014.SZ,X000100.SZ,X002463.SZ,X002241.SZ,X600584.SH,X600089.SH,X600418.SH,X600703.SH,X600372.SH,X000977.SZ,X000157.SZ,X002049.SZ,X002028.SZ,X600066.SH,X600741.SH,X002236.SZ,X600522.SH,X600183.SH,X601877.SH,X600460.SH,X601799.SH,X600487.SH,X000921.SZ,X000661.SZ,X000800.SZ,X002180.SZ,X002294.SZ,X002074.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.507957626519703,0,0,0,0,0,0.0275156056534178,0,0,0,0,0,0,-0.0159138519075586,0,0,0.12472814914767,0,0,0,0,0,-0.0134235365447047,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.0076261373839054,0,0,0,0,0,0,0.0608103159833377,-0.131950904213061,-0.0266171925057694,0,0,0,0,0
X000858.SZ,0.221167806069244,0,0,0,0,0,0,0.584329359725577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0714620031631523,0,0,0,-0.00652488881147355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105042042084558,0,0,0,0,0,0.0864025817936452,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.361964918729657,0,0,0,0,0,0,0,0,0,0,0,0,0.265029758908439,0,0,0,-0.0239862273668043,0,0,0,0,0.0341183311768466,-0.0439349029618734,0,0,-0.0355403517881765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270194294846051,0,-0.155028791749266,6.93889390390723e-18,0,0,-0.117986169961912,0.0808296784493575,-0.167030673006321,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0405616721373979,-0.0132476883356659,0,0,0,0,0,0,0,0,0,0,0,-0.0606282018106161,0,0.0198284088820268,0.128144649319695,0.76875216477038,0,0,0.0547688985247003,0,0,0,0,0,0,0,0,0,0,0.0285226547186654,0,-0.060787102095581,0,0.171229093868909,0,0,0,0,0,0,0,0,-0.00627235700182301,0,0,0,0,0,0,0
X600690.SH,0.0440310751925118,0,0,0,0,0.449171468230561,0,0,0,0,0,0.0834012529287539,0,0,0,0,0.0605228205956047,0,8.67361737988404e-19,0.0193847927375019,0,0.0275455846671511,0,0,-1.73472347597681e-18,0,0,0.0760582220052705,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355102850639342,0,0,0.180270146627625,0,0,0,-0.103744708399314,0,0.0086625589156305,0,-0.0329289249774727,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0125910187743855,0.448563873047099,0,0,0,0,0,0,0,0,0.0910611245970115,0.100817399285613,0,0.0108380474580942,0,0,0.0255116096891808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0363813590011356,0,0,-0.0853912319396316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0.045903510938009,0,0.00807371281996807,0.0342352901455606,0.214836708440474,0,0,0,0,0,0.0069681381403897,0,0.0264888684627663,0,0,0,0,0,0,0.0122515560116444,0,0.246607258442719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408439113540049,0,0,0,0,0,0,0,0,0,0,0,0,0.127047041484582,0,0,0,0,0
X600809.SH,0,0.0404572979876298,0,0,0,0,0,0,0.0997957328949005,0.484858497334556,0,0,0,0,0,0,0,0,0,0.260839004582002,0,0.0036842362978775,0,0,0,0,0,0.0539879625923268,0,0.0887543958701872,0,0,0,0,0,0,0,0,0,-0.0430639643953447,0.00415931284748674,0,-0.0251367648754001,0,0,0,0,0,0,0,0,-0.0303734687184659,0,0.0683140640892735,0,0,0,0,0
X003816.SZ,0,0,-0.230618160976468,0,-0.000728790723811041,0,0.221401367702985,0.0735423241792078,0,0,0,0,0,0,0,0,0.16151426104757,0,0.384443227833266,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0.263270518672836,0,-0.48527881589977,0,0,0,0,0.00502797516544659,0,0,0,-0.0170725974451508,-0.398925439375358,0,0,0,0,0,0,0,0,0,0.0573207336193834,0,0,0,0,0
X000568.SZ,0.200887308567241,0.244713223485149,0,0,0,0,0,0.455632849914302,0,0,0,0,0,0,0,0,0,0,0,0.0962939941246641,0,0,0,0,0,0.0298194174776114,0,0,0,0,0.0221804187867829,0,0,0,0.00738377594280715,0,0,-0.100005299886987,0,0,0,0,0,0,0,0,0,0,0,0.0228196824723524,0,-0.0129165582868728,-0.00847394372063853,-0.0726060889431361,0,0,0,0,0
