,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600031.SH,X000568.SZ,X000100.SZ,X600066.SH,X002241.SZ,X002475.SZ,X000338.SZ,X002456.SZ,X002236.SZ,X600271.SH,X600118.SH,X600177.SH,X002085.SZ,X000157.SZ,X002007.SZ,X600372.SH,X300003.SZ,X300124.SZ,X000559.SZ,X600867.SH,X002292.SZ,X002294.SZ,X600089.SH,X601877.SH,X002426.SZ,X002180.SZ,X600522.SH,X002506.SZ,X002074.SZ,X000536.SZ,X000981.SZ,X002508.SZ,X000623.SZ,X600498.SH,X000869.SZ,X002465.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0420614395421466,0.0755664741891556,0,0.274302590838691,0,0,0.040455196160048,0,0,0.10558373065788,0.0481737319274277,0,0,0,0,0,0.0426246649136257,0,0,0.0828213349662723,0,0,0.0717815213766455,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.094118366028837,0,0,0,0,0,0,0,0.00588745223835628,0,0,0,0,0,0.0096496342032697,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.971935989918734,0,0,0,0,0,0.0405863158888887,0,0.0500360009717739,0,0,0,0,-0.0688833182303237,0,0,0,0,0,0,0,0,0,0,0,0,0.100568601565166,-0.0136530678849843,0,0,0,0,0,-0.030281160859605,0.0112984591764616,0,-0.160127357245558,1.73472347597681e-18,2.16840434497101e-19,-0.0178159741807053,0.14918531707174,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.554877721572927,0,0,0,0,0,0,0,0,0,0,-0.100111244269817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197771347738419,0,0,0,0,0.196834232828055,0,0.26636497077723,0.0272258488095469,0,0,-0.120319242058252,0.0470565681078141,0.119143477378471,0,0,0,0,0,0
X002415.SZ,0,0,0.0368576934636752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0753646857876074,0.00553469167073955,0,0,0,0,0.00342951365647153,0,0,0,0,0,0,0,0,0,0,0,0.115531128410087,0,0,0,0,0,0,0.355290880927584,0.0473058240699418,0,0,0,0,0,0.005831685369816,0,0,0,0,0,0
X000858.SZ,0,0,0,0.00898905667612544,0,0,0,0,0.181439626803877,0,0.091522076893153,0.101005160496447,0,0,0.380881334416147,0,0.00661401362936986,0,0,0,0.0619169748387905,0,0,0,0,0,0,0.100857484585255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.079149045149059,0,0,0.0196250058347699,0,0,0.06747091686537,0,0.0209588575391071,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0956143055652293,0,0,-0.0675787297009934,0,0,0.0374868751025068,0,0,0.0283636289070648,0,-0.0291122317762283,0,0,0.0701660977265706,0,0.0349567790532488,0,0,0,-4.33680868994202e-19,0,0.0780314611463382,0.0752595320261187,0,0,0,0.0250785792645713,-0.0257626408312888,0.189121467891695,0,0,0,0,0,0,0.00635032300238441,0,0,0,0,0,0,0
X002304.SZ,0,0.141289301170298,0,0,0,0,0,0,0,0,0,0,0.193939096322723,0,0.143996177236405,0,0.0733177773390157,0.0426312043606686,0,0.0579108000855164,0,0,0,0,0,0,0,0,0,0,0.0390689141133378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12038232595156,-0.0158888088324091,0,0,0,0,0,0,0
X000725.SZ,0,0,0.114104918100036,0,0,0,0,0,0,0.0476425853994996,0,0,0,0.0701065018729771,0,0,0,0.123598580947378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0579407675609697,0,0.0270441789620853,0,0.258967328449944,0,0.0438181875406821,0,0,0.0343274182511436,0.0345524675178723,-0.0241020412708922,-0.00989061491142231,0.129379560878003,0,0,0,0,0
X000625.SZ,0,0.25162679176735,0.0851577564974922,0,0.249274961598244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06527513354806,0,0,0,0,0.0655075537415528,0,0,0,0,0,0,0,0,0,0,0.124613125820474,0.0172857095293951,0,0,-0.0462670489686037,0,0,0,0.0527924769325418,0.00805237793155894,0,0,0,0,0.0430275460861019,-0.0251802764145013,0,0,0,0,0,0
X000063.SZ,0,0.050297278651375,0.108741663288084,0,0,0,0,0,0,0,0,0,0,0.0397957020817289,0,0,0,0,0,0.105660660925712,0,0,0,0,0,0.0169920575209465,0.0896617028010528,0,0,0,-0.0484627290063527,0,0,0,0,0,0,0,0,0.0647812667026826,0,0,0,0,0,0.172084248389153,0,0,0,0,0,-0.0238343226463753,0,0,0,-0.205412327403546,0,0
