,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600276.SH,X600809.SH,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X000063.SZ,X002371.SZ,X600104.SH,X300124.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X600031.SH,X000625.SZ,X002129.SZ,X300014.SZ,X000338.SZ,X600089.SH,X002179.SZ,X600703.SH,X002049.SZ,X000977.SZ,X000100.SZ,X002236.SZ,X600372.SH,X002241.SZ,X600584.SH,X600741.SH,X601877.SH,X000157.SZ,X000661.SZ,X600522.SH,X002180.SZ,X000066.SZ,X600702.SH,X002074.SZ,X600460.SH,X300003.SZ,X002463.SZ,X300142.SZ,X000733.SZ,X002156.SZ,X002007.SZ,X300146.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.198503361186476,0,0,0,0.0281968117425054,0,0,0,0,-0.0579460350979875,0.0398147936040174,0,0,0,0,0.0389480275439535,0,0,0,0.0609475945084371,0,0,0,-0.0250242354710661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0758473678540695,0,0,0,-0.0660140638588842,0,0,0,0,0,0
X000858.SZ,0,0,0.19839412521882,0,0,0.0757352200701112,0,0,0,0,0,0.00067271665115847,0,0,0,0,0.093109283144012,0.0777513657909445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000809304629777033,0,0,0,0,0,0,0.0117569007466052,0,0,0,0,0,0,0,0,0,0,-0.0513686138063391,0,0,0,0,0,0
X000568.SZ,0,0.302903360550764,0,0,0,0,0,0.0727438311538559,0,0.00408889154640603,0,0,0,0,0,0,0,0.0289657682005987,0,0,0,0,0,0,0,0,-0.073209877924802,0,0.115321310188708,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.0648248435101964,0,-0.0570249752470561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0198792053615284,0,0,-0.110282405397994,0,0,0,0,0,0,-0.0366304274909918,0,0.29720379613626,0,0,-0.0702437427278318,0.19093217688058,0,-0.00598360694221455,0,0.271251138943895,0,0,0,0,0,0,0,0,0,0.0789962481724135,0,0,0,0,-0.161706828360682,0,-0.0463742572462731,0,0,0,0,0,-0.0064597191791008,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.107179915558107,0,0,0,0,-0.0730877845711499,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0.00339152219366564,0,0,0.147883807670251,0.0397551117923213,0,0.179635115641958,0,0,0,0,0,0,0,0,0,-0.0768523428209544,0,0,0,0,-0.368898435706715,0,0,0,0,0,0,0,0.0342571402702955,0,0,0,0,0,0,0
X600809.SH,0,0,0.0326489424794409,0,0,0,0,0.249705075434921,0,0.0998478477835276,0,0,0,0,0,0,0,0,0,-0.156977786699063,0,0,0,0,0.083434318240861,0,0,0,0,0,0,0,0,0,0,0,0,-0.181719837279645,0,0,0,0,0,0,0,0,0,-0.297401714026925,0,0,0.405318759326667,-0.0363868122974004,0.0526982198707306,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0884589535497595,0,0,0.195254578999505,0,0.131589893756022,-0.105451077939701,0,0,0,0,0.311227472050665,-0.278987267327982,0,0,0,0,0,0,0,-0.0161029868474888,0,0.0422477249029087,0,0,0,0,0,0,0,0,0,0,0,-0.18088008810746,0,0,0,0,0,0,0,-0.0165468132462735,0,0,0,0.0227957041518052,0.0621715426733341,0,0,0,0,0,0,0
X002304.SZ,0,0.283917076586353,0.101946999128576,0,0,0.00189516966296153,0.0454707300060802,0,0,0.0811182067938306,-0.0260930462626148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114866635177952,0,0,0.042487439677819,0,0,0,1.73472347597681e-18,0,0,0,0.15673584031348,0,0,0,0.0271308942632854,0,0,0,0,0,0,0,0,-0.0124845328667325,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105076971872564,0,0,0.0764978479006434,0,0.0612115715654138,0,0,0,0.048613390940818,0,0.609191312203625,0.111152852386486,0,0,0,0,-0.0591167331954078,0,0,0,0,0,0,-0.0168345536894952,0,0,0,0.277752282550806,-0.17052879799032,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0742642573797385,0,0,0.108474486996021,0,0,0,0,0,0,0,-0.502757209628861,0,0,0,0,0,0,0.100061556666527,0.169232153796781,0,0,0,-0.364058747477115,0,0,0,0,0,0.0419958565399811,0,0,0,0.0183575191548883,0,0,0.037183211835964,0,0,0,0,0,-0.00499676806348435,0,0,0,0,0,0
