,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X002415.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X000338.SZ,X002475.SZ,X000568.SZ,X600741.SH,X601877.SH,X600703.SH,X000100.SZ,X600271.SH,X000596.SZ,X000661.SZ,X002236.SZ,X600809.SH,X300003.SZ,X000625.SZ,X300124.SZ,X002008.SZ,X000157.SZ,X600487.SH,X300142.SZ,X002007.SZ,X002456.SZ,X002506.SZ,X600498.SH,X600776.SH,X600867.SH,X000977.SZ,X600177.SH,X600066.SH,X002179.SZ,X002241.SZ,X600089.SH,X000050.SZ,X600522.SH,X002508.SZ,X002180.SZ,X600118.SH,X300146.SZ,X600372.SH,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.210357856988724,0,0,0,0.162260087600989,0,0,0.0335676144379592,0,0,0,0,0,0,0,-0.0828292320876458,0,0,0.0384589767163694,0,0,0.0472870997554101,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0274049605058696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00771568536404249,0,0
X000858.SZ,0,0,0,0,0,0,0.164549677012124,0,0,0,0,0.0509993616656588,0,0,0,0,0,0,0,0.0692902769509274,0,0.0382146102428608,0.208894185282182,0,-0.0129831608283799,0,0.120947112985207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220749266333011,0,0.172239118403806,0,0,0.00105586459870955,0,0,0,-0.0182578380286942,0.0387394396283015,0,0,0,-0.0607161074359103,0,0
X000651.SZ,0,0.157665842142586,0,0,1.73472347597681e-18,0,0.168884488754021,0,0,0.179190145926684,0,0,0,0,0.124325955077422,0,0,0,0,0,0,0.0503981656962178,0,-0.0772578548869635,0,0,0,0,0,0,0,0,-0.0507531433535925,0,0,0,0,0,0,0,0,0,0,0,0,0.0368455783427052,-0.02319122932509,0,0,0,0,0.00790500549068356,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0846945967699938,0,0,0.151267767967625,0,0,0.109038744125723,0,0,0,0,0,0.00329526628753432,0.159644784625502,0,0,0.0309872531362246,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620243933004264,0,0,0,0,0,0,0,0,0,0,0,0,-0.0253212848381346,0,0,0,0,0.0153322332732086,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0305697901388804,0,0,0.0548041342377678,0,0.01081315813988,0,0.0392119185606891,0,0,0,0,0,0,0.326164995019053,0.0319836879133993,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.0243528921209964,0,0,0,0,0,0,0,0,0.0541367459886736,0,0,0,0,0,0,-0.0234412515582451,0,0,0,0,0,0,0
X600276.SH,0,0,0,-1.73472347597681e-18,0,0,0.0939078959866782,0,0,0,0,0,-0.300348175910174,0,0,0,0.22822961931803,-0.0493601632111743,0,0.0830962152149621,0.0139083320584098,0,0,0.35276112315433,0,0,0,0,0,0.0970728196717698,0,0,0,0,0,0,0,0,0,0,0.0330553561650606,0,0,0,0.0253319556476165,-1.73472347597681e-18,0,0,0,0,0,0.00675965157051153,0.0415769083857679,0,0,0,0,0,0
X002304.SZ,0,0.0332342449970683,0.130327123023404,0,0,0,0,0,0,0,0.0690065183015347,0,0.0459561336286853,0.162227707697607,0,0,0,0,0,0.138281045067934,0,0,0.146113781170263,0,0,0,0,0,0,0.00914693577614028,0,0,0,0,0,0.00131364844610255,0,0,0,0,0,0,0,0,0,0,0,0.105423007904677,0,0,0,0,0,0,0,0,-0.0105002179280615,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0545042861179617,0,0,0,0.0248964753292561,0,0,0,0.0209152750298453,0.243866602934504,0,0,0,0.0602178668951517,0,0,0,0.00954154408238137,0,0,0,0,0,0,0,0,0,0.060538191931091,0,0,0,0,0,0,0.199972252120343,0,0,0,0,0,0,0,-0.089553525918076,-0.0583787159884261,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500284765951267,0,0,0,0,0,0,0.00294217250088845,0,0,0,-1.73472347597681e-18,0,0,0,0,0.261830366923293,0,0,0.082925682585219,0,0,0.206201334313278,0,0,0,0,0,0,0,0,0,0,0,-0.0138630505541444,-0.00534699238343768,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.063017972590456,0,0,0,0,0,0,0.0724324058091505,0,0,0.0839957878232651,0,0,0,0,0,0,0.0779769333556847,0,0,0.0497602470448978,0,0,0.137619903460615,0,0,0,0.051065526856806,0,0,0,0.0134339371494009,0,0.0184600576412411,0,0,0,0,0,0,0.331010909144528,0,0,0,0,0,0,-0.00799803028119257,-0.0366732140171131,0,0,0,-0.0112271270731284,0,0
