,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X002241.SZ,X002475.SZ,X000625.SZ,X600741.SH,X600031.SH,X000338.SZ,X002456.SZ,X600066.SH,X300124.SZ,X000100.SZ,X601877.SH,X300136.SZ,X300003.SZ,X002008.SZ,X002085.SZ,X600809.SH,X600487.SH,X600089.SH,X002508.SZ,X600271.SH,X600177.SH,X600522.SH,X000157.SZ,X600118.SH,X300115.SZ,X600867.SH,X002294.SZ,X000050.SZ,X000981.SZ,X600699.SH,X600372.SH,X000559.SZ,X600498.SH,X600566.SH,X002074.SZ,X002180.SZ,X600525.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.231183745652352,0,0,0,0,0.00920016904487485,0,0.0776543521970672,0,0,0,0,0,0,0,0,0,0.0540798509989692,0,0,0,0,0,0,0,0,0,0.0458031914803793,0,0,0,0,0,0,0,0.0509234636298744,0,0,0,0,0,0,0,0,0.0263985941179112,0,0,0.0154658408147599,-0.0289410363937292,0,0,0,0,0,0
X600104.SH,0,0,0,0.204537647170805,0,0,0,0,0,0,0,0,0.0633827098250559,0,0.231526935177855,0,0.368834066427325,0,0,-0.129510652934015,0,0,0,0,-0.013133470513786,0,0,0.219728874190903,0,-0.120026686163972,0,0,0.0210925317921813,0,0,0,0,0,0,0,0,0,0,0,0,-0.00598552140980244,0,0,0,0,0,0.0369080093797752,-0.011620840428332,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0391444065878283,0,0.142332245798089,0.00781378270795958,0.185763123568673,0,0,0,0.0226895907413814,0,0,0,0,0,0,0,0,0.113901274140907,0,0,0.0630779396887859,0,0,0.0348754796918156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189481905210209,0,0,0,0,0.0272401431906737,1.35525271560688e-20,0,0,0,0,0,0
X000651.SZ,0,0.107455269121257,0,0,0.211839326643018,0.0762452716851807,0,0,0,0,0.204597025332027,0,0.0588784590272266,0,0,0,0,0.126269950668183,0,0,0,0,0,0,-0.0478093260630912,0,0,-0.0647569297165579,0,0,0,0.0367315828468467,-0.0612198385235492,0,0,0,0,0,0,0,-0.049182572409029,0,0,0,0,0,0,0,-0.0270439555388955,0,0.0246965010242236,-0.0140123550129827,0.0336307988827994,0,0,0,0,0,0
X000858.SZ,0,0,0.00211249818890694,0,0,0,0,0,0,0,0,0.466710342441419,0.0292159114496391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405651337531935,0.0517482815211439,0,0,0,0,0,0,0,0,0,0,0,-0.0101371517020401,0,0,0,0,0,0,0,0,0.00971819217642091,0,0.00195289936611851,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0499524621537036,0,0,0,-0.169175261202006,0.104481148715107,0,0.172990270113012,0.00370407181203952,0,0,0,0,0,0,0,0,-0.0630853826241862,0,-0.069609625402917,0,0,0,0,0,0,0,0.0357030899586833,0,0,0,0,0,0,0,0,0,-0.154855425836029,0,0,0,0.189128300795189,0,0,0,0.053044863789287,0,0.0180676213181794,-0.0139551004126036,0,0,0,0,0,0
X000725.SZ,0,0,0.102719534771107,0,0,0,0,0,0,0,0.0512148116532758,0,0,0,0,0,0,0,0.113232070833741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137388835919955,0,0,0,0.300320501862251,0.154168864205762,0,0,0,0,0,0.000186584584938476,-0.00688322212747239,-0.179729581575441,0,0,0,0,0
X002304.SZ,0,0,0,8.67361737988404e-19,0.460870785253374,0,0,0,0,0,0,0.108502587779986,0,0,0,0,0.0498444995445513,0.0827975671739049,0,-0.198298351235066,0,0,-0.0242650391030528,0,-0.0548029111322881,0,0,0,0,0,0,0.0463956592876798,0,0,0,0,0,0.0308769668049474,0,0,0.0401880423337761,0,0,0,0,-0.0183495344058486,0,0,-0.0598967809271563,0,0,-0.000701301833357853,0,0,0,0,0,0,0
X000063.SZ,0,0,0.14120013222373,0,0,0,0,0,0,0.116465680131545,0.178598739239191,0,0.206508100035647,0,0,0,0.118823803600159,0,0,0,0,0.126697469525965,0,0,0,0,0,0,0.0103484620240411,0.204258690810829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068217812490374,0,0,0,0,0,-0.0369474072874155,0,-0.0204635147755432,0.0249879810173878,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0.182715229821564,0,0,0,0,0.0935178149317018,0,0,0.290429219851713,0,0,0,0,0.313889851992487,0,0,0,-0.281294607324823,0,0.0972725759450315,0,0,0,0,0,0,0,0,0,0,0,0.0412258833957251,0,0,0,0,0,0,0,0,0,-0.0938930198769634,-0.389755916815388,0.00656539631609213,0,0,0,0,0,0,0
