,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X000625.SZ,X000725.SZ,X003816.SZ,X000596.SZ,X002371.SZ,X000063.SZ,X000338.SZ,X600031.SH,X300014.SZ,X002179.SZ,X002129.SZ,X000100.SZ,X600703.SH,X600089.SH,X002236.SZ,X600372.SH,X002049.SZ,X002241.SZ,X000661.SZ,X600584.SH,X000157.SZ,X600741.SH,X000977.SZ,X601877.SH,X600522.SH,X600418.SH,X000800.SZ,X002074.SZ,X002007.SZ,X600183.SH,X002463.SZ,X601799.SH,X300142.SZ,X600702.SH,X002028.SZ,X002180.SZ,X000733.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.137334113570064,0,0.194971706797122,0,0.0468428162130268,0.0479524986183856,0,0,0,0,0,0.0709307779609926,0,0,0,0,0,0,0,0.0144526049700754,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0565074588053556,0,-2.16840434497101e-19,0.1732457610208,0,0,0,0,-0.00134968641212704,0,0.0133608765637709,0,0,0,0,0
X000858.SZ,0.177621653844267,0,0,0,0,0,0,0,0,0,0,0,0.0994415818881699,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101828881308248,0,0,0,0,0,0,0,0.0398368800129138,0,0,0,0,0,0,0,0,-0.064887984083846,0.0662041044106814,0.233375037697332,0,0.0427109375141825,0,0.150240570243262,0,-0.0117108916697458,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203276407619204,0,0,0,0,0,0,0,0,0,0.094594012127414,0,0,0,0,0,0,0,0.112401207311011,0,0,0.0234716281743703,0,0,0,0,0.0146083874215799,0,0,0,0,0,0,0,0.118214487305318,0.00525916410903393,-0.00678184748293724,0.0292688806454524,0,0,0,0,0
X000568.SZ,0.395603148216165,0,0,0,0,0.232809035538197,0,0,0,0,0,0.0664377438066545,0,0,0,0.25495806569599,0,0,0,0,0,0,0,0,-0.0360221644297879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0179471843151803,0,0,0,0.116290207782369,0,0,0,0,0,0.000613677725430642,0.0098984857472101,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.095856680960191,0,0,0,0,0,0,0,-0.00218104815188959,0,0,0,0.0260852237731156,0,0.105808283844844,0,0,0,0,0,0,0,0.193877759297683,0,0,-0.0691936693974985,-0.0773904193882494,0,0,0,0,0,0,0,0,0,0.0267817696278638,0,0,0,-0.0473048634129093,0.346446607552358,0,0,-0.00607326128100274,0,0,0,0,0,0
X600809.SH,0.269282655234717,0,0,0.361525572808387,0,0,0.041516810019473,0,0,0,0,0,-0.0633327946618687,0,0,0,0,0,0,0,0,0.0331891324095289,0,0,0,0,0.118398835997828,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381315975771154,0,0,0,0,0,0,0,0,0.0522353042033066,0,0,0.0263409335232063,-0.0536592629613616,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0373661962475065,0,0,0,0,0,0,0,0,0,0,0,0,0.0509241785462485,0,0,0.0530246370858417,0,0,0,0,0,0.0439461107559966,0,0,0.0743906117885132,0,0,0,0,0,0,0,0.0359693039598331,0.23220015306316,0,0,0,0.381729697550072,0,0,0.158507808067302,0,0,0,0,0,-0.0576847412403948,0.0832714459731641,0,0,0,-0.237501789981265,0,0
X600690.SH,0.141467340957404,0,0,0.0695396828586144,0,0,0,0,0,0,0,-8.67361737988404e-19,8.67361737988404e-19,0,0,0,0,0,0.0477944459842397,0.115649608803971,0.0535756460721997,0,0,0,-0.019188356909287,0,0,0,0.00641662871381785,0,0,0,0,0,0,0,0,0,0.0429034258767715,0,0,0,0.0478319500023645,0,0,0,0,0,0,0,0.0176887057564628,-0.0314277558557639,0.0507542762197992,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0944332770556641,0,0,0,0,0,0,0.158794545923946,0,0,0,0,0,0,0,0.176997996653395,0,0,0.0957629692159712,0,-0.0700227173975852,0,-0.0150765464502775,0,-0.0635038051671179,0,0,0,0.0266892748499732,0,0,0,0,0,0,0,0,0,0,0,0.0296575203809806,0,0,0,0,0,0,0.031370125401469,-0.0788447142460547,0,0,0,0,0,0
X002304.SZ,0,0,0,0.142031366842694,0,0.0998060531290545,0,0,0,0,0,0,0.149550870242325,0,0,0,0,0.0853497320572918,0,0,0.143263441972679,0,0,0,0,0,0,0,0,0,0,-0.0680627331894995,0,0,0,0,0,-0.0544620767203433,0,0,0,0,0,0,0,0.116484199382465,0,0,0,0,0,0,-0.0178094219992146,0,0,0,0,0,0
