,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600031.SH,X000568.SZ,X600066.SH,X002475.SZ,X002241.SZ,X000100.SZ,X000338.SZ,X002236.SZ,X600118.SH,X600271.SH,X601877.SH,X002456.SZ,X600177.SH,X002085.SZ,X000157.SZ,X600372.SH,X002007.SZ,X300124.SZ,X600699.SH,X300003.SZ,X002294.SZ,X600867.SH,X000559.SZ,X002292.SZ,X600089.SH,X002180.SZ,X002426.SZ,X002074.SZ,X600522.SH,X002506.SZ,X002508.SZ,X000623.SZ,X600498.SH,X000536.SZ,X002465.SZ,X000547.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.108721188266009,0,0,0.0306414981481023,0,0.105628961834406,0,0,0,0,0.157702089024976,0,0.107332543810488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192235127016509,0,0,0,0,0,0,0,0,0,0,0,0.0329198361333212,0,0,0,0,0,5.42101086242752e-20,-0.00088263322768311,0,0,0,0,0,0
X600104.SH,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,-0.0935634234866256,0,1.02333115145101,-0.00568209459707302,0,0,0,0,0,0,0,0,0,0,0.0307801298517855,0,-0.0621420633591732,0,0,0,-0.126214097149179,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0386092340223902,0,0,-0.0388815783341023,0,0,-0.00733530612704095,0,0.0308299412503033,0,0,0,0,0
X000651.SZ,0,0,0,0.100836115244632,0,0,0,0,0,0.516725005678321,1.04051405707089,0,0,0,0,0,0,0,0,0,-0.00333198527150669,0,0,-0.0640683528366523,-0.0185846002170192,0,-0.00342569772437379,0.0649474587844783,0,0,-0.139000807387067,-0.196885376851395,0,-0.171507787337676,0,0,0,0,0.186015307954436,0,0,0,0,0,0.229153234262125,0,0,0,0,-0.0824307078412155,0.0442910552726062,0,0,0,0,0,0,0
X002415.SZ,0,0,0.0828437334941617,0,0,0,0,0,0,0,0,0,0,0,0,-0.0292719288024645,0,0,0,0,0,0,0,0,0,0,0.0926753496736072,0,0,0,0,0,0.0454601317487927,-0.0924865376387506,0,0,0.0445620039157334,0,0,0,0,0,0,0.252578104528393,0.0903677526918711,0,0,0,0,0,6.7762635780344e-21,0.00193769596605896,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.121848453543594,0,0,0.165583782519072,0,0.0299314127646927,0.382699081140658,0,-0.00421213125644777,0,0,0,0,0,0,0.140959599087905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336957172495417,-0.0640545022373385,0,0,0,0,0,0,0,-0.0104967913914989,0.0209151835792672,0,0,0,0,0,0
X600276.SH,0,0,-0.0480603273433406,0,0,0,0,0,0,0,0,0,0,-0.0572830438076175,0.0981870401855363,0,0,-0.0400259891393164,0,0,0,0,0,0,0,0,0,0,0.223844543635384,0,0.105338850284967,0,-0.04110123883802,0.0623937975958256,0,0,0,0,0,0,0,0,0,0,0,0,-0.17431904436995,-0.0016363036374732,0,0,0,0.00713984180626168,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.274357956955267,0,0.248629369421438,0.147355961101246,0,0.0439577794824165,0,0.0605033956302073,0,0,0,0,0,0,0,0,0,0,0.021760628290934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121961940621181,-0.00888316687468539,0.014834503808098,0,0,0,0,0,0
X000725.SZ,0,0,0.0845854672089548,0,0,0,0,0,0,0.10913396820944,0,0,0,0.0305216594271065,0,0,0,0.149627209497698,0,0.0603896320117914,0,-0.0403422580943131,0,0,-0.11707427601886,0,0.149238252325809,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0926392827021075,0,0.102513083191289,0,0.0534272521632958,0,0,0.154236164307204,0,0,5.42101086242752e-20,-0.00595712601435099,0.0658972579120324,0,0,0,0,0.0219495070053887
X000625.SZ,0,0.229377885620513,0.0985097704877567,0,0.26019577017292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103886468416911,0,0,0,0.0799069327051856,-0.0983185084870361,0,0,0.0164025613844633,0,0,0,0,0.0315465561340741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00887124213193881,0,-0.0143784953840275,0,0,0,0,0,0
X000063.SZ,0,0,0.0911479659412247,0,0,0,0,0,0,0,0,0,0,0.0792420200657351,0,0,0,0,0,0.0483353931755177,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.103164716878651,0,0,0,0,0,0,0.120514757696974,0,0,0,0.192339848797065,0,-0.0336590650311631,0,0,0,0,5.90995500564204e-05,0,0,0,0,0,0
X600690.SH,0,0,0.236979236276587,0,0,0,0,0,0,0,0,0,0,0.0339662373399992,0.0545740368392659,0,0,0,0,0,0,0,0,0,-0.147794837824204,0,0,-0.0863013341286789,0,0,-0.0496778299343777,0,-0.03781356460136,0,0,0,0,0,0,0,0,0.164217848729028,0.0640572875277428,0,-0.102134206403428,0,0,0,0,0,0.010792324653563,-0.0217383949438281,0,0,0,0,0,0
X600703.SH,0,0,0,0.112375498673116,0.129017297828165,0,0,0,0.202308003050699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0790211027880401,-0.203299403418434,0,0,0.238940878018538,0,0,0,-0.0119553013513054,0,0,0,0,0,0.144546497261268,0,0,0,0,0,0,-0.0188484363475052,0,0,0,0,0.18043370980934,0.0178275760631887,0.0029669428227397,0,0,0,0,0,0
X600741.SH,0,0.417871127480106,-3.46944695195361e-18,0,0.0212928800363976,0,0.148777525354903,0,0.0378209412378162,0,0,0,0,0,0,0.0606413749941334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0899637243388541,0,0,0,-6.93889390390723e-18,-0.00758671816288797,0.00262648744641888,0,0,0,0,0,0
