,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X000100.SZ,X600703.SH,X002292.SZ,X600066.SH,X600741.SH,X600031.SH,X002236.SZ,X002506.SZ,X002475.SZ,X600118.SH,X002049.SZ,X000559.SZ,X002241.SZ,X000157.SZ,X600372.SH,X000338.SZ,X000568.SZ,X300003.SZ,X002294.SZ,X600089.SH,X002085.SZ,X600177.SH,X002074.SZ,X300124.SZ,X600582.SH,X600867.SH,X002465.SZ,X002180.SZ,X600498.SH,X601877.SH,X002007.SZ,X000869.SZ,X300001.SZ,X002456.SZ,X000623.SZ,X000550.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.063115282261253,0.135820119849961,0,0.190580708748406,0,0,0,0,0,0,0,0,0,0,0.248962738067534,0,0,0.0287560040005842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0336514867876357,0,0,0,0,0,0.0174719503749697,0,0,0,0,0,0,0,0,-0.0281086151440163,0.0166873535660485,0,0,0,0,0,0
X600104.SH,0,0,0.18852333666743,0,0,0,0,0,0,0,0,0.0756005228018558,0,0,0,0.247720623643716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223829669777544,0,0,0,0,0.0137282019281764,0,0.0652913133560235,0,0,0,0,0,0.0513755678849944,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.222953831314744,0,0,0,0,0,0.00365763841870844,0,0,0,0.291055791628672,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.10843484036852,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.225317412604523,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0.117901313971948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143423509412544,0.306219772901289,0,0,0,0,0,0,0,0.00625458283744817,0,0,0,0.00939244166559146,0.0337977491100979,0,0,0,0,0,0
X002304.SZ,0.177906805381106,0,0.0432980348448157,0,0,0,0,0,0,0.0660209961372247,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126839388184968,0,0,0.0687186177052501,0,0,0,0,0.137163740090859,0,0,0,0,0.0802702036447439,0,0.0915314153698769,0.0606650855889259,0,0,0.0569355943057436,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0874867673377234,0.10844405309832,0,0,0,0,-6.93889390390723e-18,0,0,0,0.0292951319132336,0,0,0.0316738537802694,0,0,0,0,0,0.0421426030977191,0,0,0,0,0,0,0,0.092475308186307,0.0359390385449647,0,0.17824469910258,0,0,0,0,0,0.0102639879016848,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0355775286459662,0,0,0,0.0474766985335682,0,0,0,0,0,0,0,0,0,0.0991979982877265,0,0,0,0,0,0,0,0,0.0188574804674063,0,0.0162741865182088,0.0214219109656821,0.0820879483354349,0,0,0,0.0308191244810691,-1.73472347597681e-18,0,0,0,0,0,0,0,0.017633749503474,0.0124343626490085,0,0,0,0,0,0
X000725.SZ,0,0,0.194989323272168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0822600623561338,0,0,0,0,0,0,0.0558023544298527,0,0,0,0,0,0.109233654239179,0,0.210804115174482,-4.33680868994202e-19,0.107403114394273,0,0,0,0,0.0508252868258909,0,0,0,0,0.00176973672457898,0.0539128845780398,0,0,0,-0.0149043157147146,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368536425376321,0,0,0,0.100804381443362,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.191904599130459,0,0,0,0,0,0.0158722591419387,0,0.0591704791367508,6.93889390390723e-18,0.18653154821951,0.190375051160163,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00922395229999131,0,0,0,0,0,0,0,0,0.371010138290297,0,0,0,0,0,0,0,0,0,0.159691207925924,0.0998163277197726,0.0629052444332385,0,0.015809084520195,0,0.0367008490180012,0,0,0.0536349711122035,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.216606594552668,0,0,0.581703659084736,0,0,0,0,0,0,0,0,0,0,0,0,-0.261372436484841,0,0,0,0,0,-0.0993767457587109,0,0,-0.0550824553218294,0,-0.255476658789355,0,0,0.364278812175583,0,0,0,0,-0.03612280395893,-0.174240649936713,0,0,0,0,0,0
X000100.SZ,0,0,0.0241784465039623,0,0,0,0,0,0.256997071260749,0,0,0,0,0,0,0,0,0,0.0988127301541912,0,0,0,0.0642180693068497,0,0,0,0,0,0,0,0,0,0,0,0.00435776798123311,0.025127335043195,0,0,0,0,0.0474272523999304,0,0,0,0.180370214606176,0,0,0,0.025760359728925,-0.0149692361349501,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571978093786924,0,0.0655050682221705,0,0,0,0,0,0,0,0,0.0966517670378294,0,0,0,0.105952009640363,0,0,0.0840402723742022,0.0436677908034805,0.0406372143415054,0,0,0.133264733040276,0.134005613248628,0,0,0,0,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.135819817694464,0,0.174225320485606,0.129946659011011,0,0,0.134358621727015,0,-0.0380257144001419,0.0988777275038548,0,0,0.610215938829871,0.0941568983134583,0,0,-0.211417164908975,0,-0.212954318620593,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103776826163953,0,0,0,0.0390465526406373,0.139412582032011,0,0,0,0,0,0.104536670628173,0,0.19767365485093,0,0,0,0,0.114610688800177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0.218649323761123,0.0493325739804954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7762635780344e-21,0.000332450498789045,0,0,0,0,0,0,0,0,0.316875264548231,0,0,0,0,0,-1.73472347597681e-18,0.0363702661541911,0.057149702425531,0,0,0,0.0685910849716739,0,0.0131597712806445,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.202559009031009,0.046050118684659,0,0,0,0,0,0,0,0.0234238040992003,0,0,0,0,0,0.168968109176725,0,0.124851812420723,0,0,0,0.0875341282816903,0,0.21711437608543,0.0174697723010264,0,0,0.0148845929067139,0,0,0,0,0,0,0,0,0,0,0,0.0113424541665559,-0.0209894412195246,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0.0314066365799734,0,0,0,0,0,0,0,0,0,0,0.0416530673966668,0,0,0,0.0503381996551714,0,0,0,0,0,0,0,0,0,0.189134150943993,-2.71050543121376e-20,0,0,0,0,0,0.350776794245202,0.277687585243468,0,0,0,0,0.00593432664567205,0,0,-0.0406128697076573,-0.0731454927978099,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0,0,0,0.0279612182396981,0.0669988521112451,0,0.0676441145046868,0,0,0,0,0,0,0.160473320097416,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141856739829614,0.0888224271175577,0.0909093121980095,0.182055388182212,0.0356028038123521,0,0,0,0,0.0813679419728952,0.163009848117625,0,3.46944695195361e-18,0,0.107393323639457,-0.00383365862075113,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343944625877011,0.0082480257571069,0,0.29438866098293,0,0,0.0342217219936035,0,0,0,0,0,0,0,0.0435120046702658,0,0,0.0796677922751172,0,0,-3.46944695195361e-18,-0.08083259152309,0.0319350434817403,0,0.0952514651060264,0,0,0,0,0.0473130287092507,0,0,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0.0228263535466693,0,0,0,0,0,0,0,0,0.0436425395410987,0,0,0,0,0.102168308679669,0,0,0,0.0231886298410089,0,0,0.358449594110358,0.0456165876627725,0,0,0,0,0,0,0,0,-0.0747497895289536,0.0674320085548924,0,0.0782832979657968,0.105010423879035,0,0,0,0.190732017497743,0.000409998267359799,0,0,0,0.00264413904502834,0,0,0,0,0,0,0
