,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600271.SH,X600066.SH,X600741.SH,X002241.SZ,X600118.SH,X000100.SZ,X002236.SZ,X600031.SH,X600372.SH,X002292.SZ,X002475.SZ,X002074.SZ,X000559.SZ,X600177.SH,X002506.SZ,X300003.SZ,X000157.SZ,X000338.SZ,X300124.SZ,X002456.SZ,X002085.SZ,X002007.SZ,X000050.SZ,X002180.SZ,X002426.SZ,X000869.SZ,X600867.SH,X002294.SZ,X002249.SZ,X600089.SH,X002508.SZ,X000981.SZ,X002465.SZ,X002049.SZ,X600498.SH,X002179.SZ,X600699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.0497506228337474,0,0,0,0.0675696744233798,0,0,0,0,0,-0.0789780606961836,0,0,0,0,0,0,0.0263906318076785,0.251451672705413,0,0,0,0,0,0,0.25871664010621,-0.0985289949876012,0.0893394274657103,0.263611151343316,0,0.0916170638841825,-0.130751253764335,0,0,0,0,0,-0.0183714974015684,0,0,-0.0757530398312734,0,0,0,0,-0.0308315442228637,0,0,0,0,0,0,0
X600104.SH,0.00437616978100964,0,0,0.0446889069913318,0,0,0,0.0902249295572669,0,0.0480075068135054,0,0,0.0234102948879156,0,0.128873973409985,0,0,0,0,0,0,0,0.0472431288719492,0,0,0,-0.00117273401432834,0,0,0,0,0,0,0.00448235152095618,0,0.0351945314583543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624551403264956,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0554462686522426,0,0,0,0.0631535357649778,0,0.0516902800425505,0,0,0,0,0.0760692147594742,0,0,0,0,0,0,0.04427523765486,0.0831227879080711,0,0.0634552044754957,0,0,0,0,0,0,0.0965369175567239,0,0,0,0,0,0,0,0,0,0.00386773751819422,0.0330247189296718,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.238936336454509,0,0,0,0,0.0440365632474013,0,0,0.0137054646276466,0,0,0.0228867927368814,0,0,0,0,0,0.0392088227334464,0,0,0,0,0.0730415633279009,0,0,0,0,0,0,0.0358643141262703,0,0,0.0947934594467488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.724054686700534,0,0,0,0,0,0,0,0,-0.0321153521957443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149363967942605,0,0,0,0,0.0264458270364783,0,-0.039647214034217,-0.0551454006666131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491552659236415,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123332985823284,0,0,0,0,0,0,0.0877631236188003,0,0,0.0365745595241886,0,0,0,0,0,0,0,0.0649259070002032,-0.000555190111034182,0,-0.0101191573708112,-0.0411815197917932,0,0,0,0,0,0,0,0,0,0.0329923902242792,0,0,0,0,-0.0155937032788688,0,0.13693872619315,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0314440490372399,0,-8.67361737988404e-19,0,0,0,0,0.191077883746097,0,0,0,0,0,0,0.112680321029869,0,1.73472347597681e-18,0,0,0.201647685550632,0,0.0693254354574631,0,0.0284827941892343,0,0,0,0,0,0,0,0,0,0,0.125921232320779,0,0,0,0,0,-0.0488135101315941,0.0179907888404296,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0178486694773496,0,0,0,0,0.250144068085931,0,0,0,0,0,0,0.168498763959498,0,0,0,0,-0.0895959040147162,0,0,0,-0.0770213761862452,0,0.0360620290065532,0,0,0,0,0,0,0,0,0,0.160112721764772,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0288157596128136,0.0577198313932985,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0485153797936868,0,0,0,0,0,0.135296881599846,0,0,0,0,0,0,0.0789788762176566,0,0,0,0,0.0222356399901671,0.250299717241135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200301497806039,0,0.0940913009725175,0,0,0.09939918227584,0,-0.016771108500053,0,0,0,0,0,0,0
X600690.SH,0,0,0.0516946634310728,0.177823637373283,0,0,0,0,0.0465378990813603,0,0,-0.12455231932283,0,0,0,0,0,0,0,0,0,0,0,0,0.121632703957255,0,-0.033242758503843,0,0,0,0,0.00677222999955301,0,0.0365040977790526,0.0405143591662789,0.00724942326768659,0,0.0600164044051652,0,0,0,0,0.0449351257734922,0,0,0,0,0.0869266633547269,0,0,-0.0159046114156193,0.0180665304522672,0,0,0,0,0,0
