,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X000338.SZ,X600031.SH,X600741.SH,X000568.SZ,X600703.SH,X300003.SZ,X601877.SH,X600271.SH,X300124.SZ,X600487.SH,X002456.SZ,X002007.SZ,X000100.SZ,X002236.SZ,X600566.SH,X002008.SZ,X000596.SZ,X002179.SZ,X600498.SH,X600809.SH,X000625.SZ,X000661.SZ,X600066.SH,X300146.SZ,X600177.SH,X002506.SZ,X002294.SZ,X000157.SZ,X600089.SH,X600867.SH,X300136.SZ,X300142.SZ,X600372.SH,X002180.SZ,X002241.SZ,X000977.SZ,X000981.SZ,X600522.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.292027219366483,0.132253945129188,0,0,8.67361737988404e-19,0,0,0,0,0.0750669114733538,0,0.124954727281312,0,0,0.0925415632874942,0,0,0,0,0,0,0,0.0443455355417119,0,0,0.0549722961497074,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00363549273015871,0,0.02167697090737,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0396425868833685,0.153596424263008,0,0,0.0728351026410679,0,0.0225365573676084,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419091866925676,0,0,0,0,0,0.208839353446271,0,0.0777685749818186,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214341898109383,0,0,0,0,0.0358132520631091,0,0,0,0,0,0,0
X000651.SZ,0.229650716465395,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263322219208142,0,0,0,0,0.112893204262186,0,0,0,0,0,0,0,0,0,0,0.0372371091928822,0,0,0,0,0,0,0,0,0,0.0404107654745685,0,0.0760484829778133,0.0156262150167853,0,0,0,0,0,0,0,0.0133245618991931,0.00869448417936858,0,0,0,0,0,0
X002415.SZ,0,0.111218057852752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0313955697046814,0,0.609951361670949,0,0.024805733515196,0,0,0.061776908655234,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0520147270733615,0.0578857366503919,0,0,0,0,0,0.235259171483198,0.0238370825727687,0.0707128852904964,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268191855529005,0,0,0,0,0,0.0665755164697481,0,0.24392111282261,0.0569870667299333,0,0,0,0,0,0,0,0,0.258734340847979,0,0,0.0693442705133242,0,0,0.00844616704780392,0,0,0,0,0,0,0,0,0,0,0.0306680181164615,0.0166243829280618,0,0,0,0,0,0
X000858.SZ,0.038473522686271,0.103017645649729,0,0.0168532297904795,0,0,0.106529059230538,0.0289279458742339,0,0,0,0,0,0.00498930595694573,0.334127933208727,0,0,0,0,0,0,0,0,0,0,0,0,0.100671542076506,0,0,0.116935959484578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00401507428894246,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.230247125032798,0,0,0,0.0234155390700902,0,0,0,0,0.450285085980142,0,0.0211142561716664,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263157170565924,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0156105725371677,0,0,0,0,0,0,0.0404265783098133,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14005282001727,0,0,0,0.0956605329627548,0,0,0.332077082824739,0,0,0,0,0,0.112246622394148,0,0,0.0384931593513581,0,0,0,0.154581010983954,0,0,0,0,0,0,0.132546975410096,0.0190260562879335,0,0,0,0.173555641849793,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.113453012717636,0.156695263570142,0,0,0,0,0.301552729491638,0,-0.0275111644219358,0,0,0,0,0,0,0,-0.0832153379508417,0,0,0,0,-0.0355060855210418,0,0,0,0,0,0.0166548678184516,0,0.0337919330177654,0,0,0,0.279639356693314,0,0,-0.0280339478231348,-0.068488566409447,0.00516418206601751,-0.043408176312749,0,0,0,0,0,0
X000063.SZ,0,0,0,0.196988318118389,0,0,0,0,0,0,0.238001945582311,0,0,0,0,0.202122607639274,0,0,-0.0267295689686343,0,0.0899500454496284,0.237246172828058,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,-0.158727877481826,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.0957767822390957,0,2.71050543121376e-20,0,0.30083420388549,0,0,0.0111918537788465,-0.010087322543161,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,-0.0578832613453856,0,0,0,0,0,0,0,0,0,0.191769929212156,0,0,0,0,0.576130980085111,0,0,0,0,0,0,0,0,-0.0308188223609802,0,0.13456792651696,0,0,0,0,0,0,0,0,0.11725906165738,0,0,0,0,0.193461219456288,0,0,0,0,0,0.0782778912358276,0,0,0,0,0,0
X000338.SZ,0,0.145646200199077,0.254703939666715,0,-0.0267574973052263,0,0,0,0,0,0,0,0,0,0,0,-0.0500795431279282,0,0,0.0231754600736113,0,0,0,0,0,0,0,0.0619973066186291,0,0,0.113453152173073,0,-0.00697996460050766,0,0,0,0,0,0,0,-0.0169871996146438,0,0,0.0875332804127854,0,0,0,0,0.163187798887097,0,0,0.0174994435116935,-0.0063663808599063,0,0,0,0,0,0
X600031.SH,0,0,0,0.192391360979491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00631372455291506,0,0.137653631492629,0,0,0,0,0.0159718337265435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248283050676445,0.139793917935731,0,0,0,0.00834291404516056,0,0,0,-0.00302732915176808,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0.027192234611905,0,0,0,0,0,0.195721605117945,0.157553229801783,0,0.0639921942936503,0,0,0,0,6.93889390390723e-18,0,0.100377540410072,0,0,0,0.0332172147082975,0,0.0789529716675811,0.0363819582440721,0,0,0,0,0,0,0,0.0289120922073595,0.0228767215991424,0.0686246422069203,0,0,0,0,0,0,0,0.00683529630831861,-0.00883650012687275,0,0,0,0,0,0
