,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000651.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X600031.SH,X600703.SH,X000338.SZ,X000568.SZ,X600741.SH,X300003.SZ,X600271.SH,X601877.SH,X002236.SZ,X300124.SZ,X002008.SZ,X002007.SZ,X000100.SZ,X600487.SH,X600498.SH,X002456.SZ,X002179.SZ,X000625.SZ,X600566.SH,X000661.SZ,X600867.SH,X300146.SZ,X600809.SH,X000157.SZ,X000596.SZ,X300142.SZ,X002180.SZ,X600177.SH,X600372.SH,X300136.SZ,X600089.SH,X002294.SZ,X600066.SH,X000977.SZ,X002506.SZ,X002241.SZ,X600522.SH,X000050.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.562453662454566,0.193416789827708,0,0,0,0,0,0,0,0,0,0,0,0,-0.0686985039369352,0,0,0.0449915785227949,0,0.0673010219317103,0,0,0,0,0,0.0996577209164386,0.033137948197026,-0.0148044890938556,0,0,0.10774123180521,-0.0827229154212405,0,0,0.0213588268538851,-0.0265182259686079,0,0,0,0,0,0,0,0,0,0,0.0136153873215522,0,0,0,0,0,0,0
X600104.SH,0,0,0.128395372362629,0,0,0,0,0,0,0,0,0,0,0,0,0.251252643187293,0.0529202878528371,0,0,0,0,0,0,0,0,0.0560475089804729,0,0,0,0,0.0786855037784765,-0.0703802464272004,0,0.324976443332473,0,0,0,0,0,0,0,0,0,0,0.162747397836145,0,0,0,0,0,-0.147697188932454,0.0239793189048722,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203635470717898,0,0,0,0,0.634044921516484,0,0.173480581705149,0,0,0.0596340304596896,0.137995853432213,0,-0.147865939384555,0.311067688810565,0,-0.13494173257462,0,-0.0236891563444828,0,0,0,0,0,0,-0.0817451259648821,0,0,0,0,0,0,0,0,0,0,0.137182374053734,0,0.0176290260733754,0,0,0,0.0978127934059279,0.0872599921475739,0
X600276.SH,0,0.00896578596205888,0.108262099498174,0,0,0,0,0,0,0.0481512279367075,0.00604137502779781,0,0,0,0,0,0.407768390257169,0,0,0.0506895203015774,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823299676189108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567385344585008,0,0,0,0.026088467031704,0,0,0,0,0,0
X000651.SZ,0.223391329143935,0,0,0,0,0.112638366656588,0,0,0,0,0.0216130760509366,0,0,0,0.0389323979382448,0,0.126801715707684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202758618123509,0,0,0,0.0661496313124469,0,0,0,0,0,0,0.107765518057135,0,0,0,0,0,0,0,0,-0.0101170851108348,-0.0176497263196299,0,0,0,0,0.0802659106868285,0
X000858.SZ,0.0804195250139809,0,0,0,0,0,0.156106657656202,0,0,0,0,0,0,0,0.0794971625953594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345443979782197,0,0.144506909947313,0,0,0,0,0,0,0,0.0961884214563754,0,0,0,0,0,0,0,0.0206664359552446,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.413878155358187,0,0,0,0,0,0,0,0,0.434516542923669,0,0,0,0,0,0.0240922212629363,0,0,0,0,0,0,0,0,0,0.0269908604904957,0.0619385839386204,0.114544792944188,0.124617441357633,0,0.0555959386556802,-0.0136355756831797,-0.149117711199171,0,0,0,0,0,-0.0301225035731445,0,0,0,0,0,0,0,-0.00584123456429331,0.0391686933820047,0,0,0,0,0,0
X000725.SZ,0,0,0,0.159619965521015,0,0,-0.0114237166400668,0,0,0,0,0,0,0,0,0,0.00159934304747629,0.0846706195667854,0,1.73472347597681e-18,0,0,0,0.190897198713211,0.0850289928408172,0.259484440835156,0.0344805321101681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213079891718339,0,0,0,0,0,0,-0.00348863807583155,-0.0478718974256262,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.2574775997573,0,0,0,0,0,0,0,0,0.0383941663116004,0,0,0,0,0,0.238347793204197,0,0,0,0,0,0,0,0,0,0,0.0352438821864562,0,0,0,0,0.0114421360407893,0,0,0,-0.0891546349067758,0,0,0.179040458629984,0.241778652450016,0,0,0,0,0,0,-0.032676809077956,-0.00904969055903717,0,0,0,0,0,0
X000063.SZ,0,0,0.130948387438654,0,0,0,0,0,0,0,0.269267723486007,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.0786024884340052,0.023046501519511,0.37690388877569,0.129133982603767,0.269790522066333,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,-0.283424791269311,0,0,0,0,0,0,0,0,-0.0602466517448468,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,-0.0362793248198224,0,0,0,0,0,0,0,0,0,0.0919405725452056,0,0,0,-0.0675454298314569,0,0,0,0,0,0.590833996343473,0,0,0,0.246375280494516,0,0,0,0,0,0,0,0,0,0.102124479968337,0,0,0,0.17985619540143,0,0,0,0,0,0,0.00398419191711246,0.104699906355751,0,0,0,0,0,0
X600031.SH,0,0,0.0968404272915152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121089515526707,0,0.110436101831086,0,0,0,0,0,0,0.0115297399341487,0,0,0,0.0773178143896519,0.226940741160257,0,0,0.111401913944314,0,0,0,0,0,0,0,0,0,0,0,-0.02323952799176,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372296113559841,-0.228213215025868,0,0,0,0.0175051817692723,0,0.115496794144261,0.213555558305716,0,0,-0.0821402388282556,0,0.245967767741964,0,0,0,0.152173247187722,0.0159925303006585,0,0,-0.135395420259827,0,0,0,-0.0319989218301105,0,0,0,0,0,0,-0.0631074700862511,0,0,0,0,0,0,0
X000338.SZ,0,0.149477837693736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420956158621042,0.0428710686616683,0,0,0,0,-0.0157393492632515,0.0979613547824608,0.045884278504655,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.0108367380134275,-0.0347211391839692,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0.431404367696742,0,0,0.0671927709363609,0,0,0,0,0,0,0,0.00147943100956677,0,0,0,0,0,0.211047503426533,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.342862019464122,0,0,0,0.0956194554707597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00200508377915582,0,0,-0.0109424374472993,0,0,0,0
X600741.SH,0,0,0,0,0.0497790965556515,0,0.0456050604691422,0,0,0,0.124534494773344,0,-0.0728647150333011,0,0.0362734798120236,0,0,0,0,0,0,-0.0155534717063839,0,0,0,0,0,0,0.0996512697947152,0,0,0,0,0.219645784020318,0,0,0.0652985371400272,0,0,0,0.110686010244847,0,0,0.118856847605087,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106296784950614,-0.0447333066611843,0
