,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000858.SZ,X000625.SZ,X000063.SZ,X600690.SH,X002292.SZ,X600703.SH,X600271.SH,X600118.SH,X000559.SZ,X600031.SH,X000100.SZ,X002241.SZ,X600066.SH,X002236.SZ,X002475.SZ,X600741.SH,X600372.SH,X000157.SZ,X000338.SZ,X002049.SZ,X600089.SH,X300124.SZ,X002465.SZ,X600177.SH,X000568.SZ,X601877.SH,X002074.SZ,X600582.SH,X002294.SZ,X300003.SZ,X000869.SZ,X002506.SZ,X300001.SZ,X600252.SH,X002426.SZ,X002085.SZ,X000977.SZ,X600867.SH,X000547.SZ,X600839.SH,X002129.SZ,X002276.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.150303798049611,0,0,0,0,0.0914163034810015,0,0,0,0,0.00116972858054275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423834542129207,0,0,0,0,0,0,0,0,0,0,0.0654582536338348,0,0,0,0.0366935958758714,0,0,0,0,0,0.0359310030622766,0,-0.00648213515829766,0.00929599367850675,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,4.33680868994202e-19,0,0.332145310835128,0,0,0.0202904853664734,0.0845590925456366,0,0,0,0,0,0,0,0,0,0,0.0802220846966986,0,0,0.0193714808848741,0,0,0,0,0,0,0,0,0,0,0,0.00778889869694761,0,0.0198963552397159,0,0,-0.159792301191338,0,0,0,0.0482902817166208,0,0,-0.00363334271876213,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00174547757848789,0,0,0,0,0,0,0.100384967155942,0,0,0.0427726915898597,0,0,0,0,0.0929772524927177,0,0.190016348822671,0.0550595361533026,0,0,0,0,0,0,0,0,0.0146901993141068,0.0271978616953587,0,0,0,0.0215707418604608,0,0.137907302140628,0,0,0,0,-0.00980258916958793,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0619819998912428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475864585733407,0,0.0134589089175718,0,0.134900201584636,0,0,0,0,0,0.0594484608034691,0,0,0,0,0,0.0179065027925265,0,0,0.0184575528959617,0,0,0,0,0,0,0.0610379961629707,0.0473992279953165,0,0,0.0357027703148202,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00775095534921027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462502962158308,0,0,0,0,0,0,0.0294047668994527,0,0,0,0,0,0,0,0,0,0,0,0.048876065094623,0.126396809068051,0.169105470506631,0.0205171427126067,0,-0.00637098597851014,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.00953119634008923,0,0.120532259043055,0,0,0,0,0,0.0683547487745317,0.0435566847156152,0,-0.0697443428478458,0,0,0,0.100387524826686,0,0,0,-0.0235847539097828,0,0,0,0.0996371760307697,0,0,-0.0831502044711706,0,0,0,0,0,0,0,0,0.0265281907523964,0,0,0.0309392284604101,0,0,0,0,-0.0689230583914895,0.0602763430806132,0,-0.243680189439471,0,0,0,0
X002304.SZ,0,0.0932694526557194,0,0.0696538890964592,0,0,0,0,0,0,0,0.101950546076142,0,0,0.0750215510839626,0,0,0,0,0,0,0,0.146501886207827,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133058011881258,0,0.00907088679821096,0,0,0,0,-0.0325714010831222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0538208888576009,0,0,0,0,0,0.0412274698279175,0,-0.0426401116470027,0,0,0,0,0,0.172366876011351,-0.0898253588537017,-0.00319438058789199,0,0,0,0,-0.0417655915563221,0,0,0,0,0,0,0,0,0,0,0,0.0389202536889705,0.0904362235727104,0,0,0,0,0,0.0662718100134726,0,0,0.0014042197434451,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X000625.SZ,0,0.0224816965723034,0,0,0,0,0,0,0,0,0,0.0500848975402944,0,0,-6.93889390390723e-18,0,0,0,0,0.0836478051502743,0,0,0.357268026794267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0641857539929961,0,0,0,0,0,0.082665969112683,0.110860056648043,0,6.93889390390723e-18,0,-0.0232632771839891,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.108138797173887,0,0,0.0322879325609431,0,0,0,0,0,0,0,0,0.0296425628272134,0,0,0,0,0.226179487331801,0,0,0,0,0,0.0130120137914177,0,0,0,0,0,0,0,0.00293119303498343,0.0175551193657234,0,0,0,0.116681560061935,0.0148936229426499,0,0.00616304675196676,0,0,0,0,0,0,0
X600690.SH,0,0.0301286164192389,0,0,0,0,0.0281832581561071,0,0,0,0,0.00152621901056438,0,0,0,0,0,0,0,0,0,0.096435596740128,0.0731607222135098,0.117640320563802,0,0,0.0391066919752065,0,0,0,0,0,0,-0.0381325313661173,0,0,0,0,0.0282847558981698,0,0,0,0,0,0,0,0,0,0,0,-0.0371854016574581,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136041557980934,0,0,0,0,0,0,0.258129013372497,0,0.118912068670646,0,0,0,0,0,0.111771620305549,0,0,0,0,0,0,0.135866402944301,0,0.196271406555957,0,0,0,0,0,0,0,0,0,0.13945617882682,0,0,-0.0505484352390128,0,0,0,0,0,0
X600703.SH,0,0.151697787992613,0,0,0,0,0,0,0,0,0,0.0486758175764656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881949167051602,0,0,0,0,0,0,0,0,0,0,0,0.0412691461662198,0,0.147090845702205,0,0,0,0,0.0670746339736967,0.00588393736496032,0,-0.019228563949034,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279182022955815,0,0,0.105400134279607,0,0,0,0,0,0,0,0,0,0,0,0,0.0326135670781581,0,0.135220800779196,0,0,0.118474310302755,0.0305092936549307,0,-0.0672547721824958,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0.0300922645793577,0,0,0,0,0.0559717447686202,0,0,0,0,0,0,0.153529638811761,0,0,0,0,0.156873427625301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104363961674368,0,-0.0201100353868374,0,0.0184855847788518,0,0,0.389117235669882,0,0,0,0,-0.00673203523539555,0,0,0,0,0,0,0
X000559.SZ,0,0,0.15674332187871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0934963214440736,0,0,0,0,0,0,0,0,0,0.135255503634483,0,0,0,0,0.125053874303389,0,0,0.0211197049943939,0,0.0192592176457009,0.224574714714677,-0.0252408847536735,0,0,0.0777055416836703,0,0,0,0,0,0,-0.0341234533376952,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.0447658612567397,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0355712387791555,0.057268536397276,0.105392928108818,0.0339764439152204,0,0.221786975549162,0,0,0.0731084855910227,0,0,0,0,0,0,0.0183606528450647,0,0,0,0,0,0.176641433935398,0.030500969846721,0,0,-0.00432039053245981,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0979308017094095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261193981794651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843942137724988,0.109122524739809,0.120669620232964,0.00466965955340903,0,-0.00316557276457704,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051275561189905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013200451981017,0,0.055129823796869,0,0,0.215179363266247,-0.0847834652281842,0,0,0,0,0,0,0.491581792940565,0,0,-0.0284878811775643,0,0,0,0,0,0,0
X600066.SH,0,0,-0.0542375593851402,0,0,0,0,0,0.00237111768688811,0,0,0.0115952072471459,0,0,0,0,0,0,0,0,0,0,0.323785919005087,0,0,0,-0.0277644913405452,0,0,0,0.309704211367691,0,0,0,0,0,0,0.0567010653491971,0,0.0548186448928862,0,0,0.053630852708013,0,0,0.0364944262499192,0,0,0,0,-0.00632017354058987,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478115327401515,0,0,0,0,0,0,0.0487308229921213,0,0.0565179881887915,0,0,0,0,0,0.156508389480275,0,0,0,0,0.0276869767636299,0,0.131639734669835,0,0,0,0,0,0,-0.0357318987008069,0,0.0479569383782866,0,0.0547444513885051,0,0,-0.00565486708686276,0.00505430839351413,0,0,0,0,0,0
X002475.SZ,0,0,0.184721324478645,0,0,0,0,0,0,0,0,0.068258245663783,0,0,0.218488353100374,0,-0.0088323764329426,0,0,0,0,0,0,0.0714734114699208,0,0,0.0131393971227195,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,-0.00188752278326897,0,0,0,0,0,0,0,-0.0646081957713014,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0.213121369827385,0,0.184321972015023,0,0,0.00166763743594102,0,0,0,0,0,0,0.0702572714682957,-8.67361737988404e-19,0,0.1536900780603,0,0.140764745966788,0,0,0.0121927146535005,0,0,0,0.075737550618749,0,0,0,0,0,0,0,0.021692412180531,0,0,0,0.00986137926297841,0,0,0,0,0,0,0,-0.0143778558093541,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0.0760088099498795,0,0.0220966312579937,0,0,0.000421412610604597,0,0,0.659264731627253,0,0,0,0,0.064855726425398,0,0,0,0,0,0,0.0355359475410759,0,0,0,0,0,0,0,0,0,0.227524520836989,0.169853023298681,0.00707787994642072,0,0,0,0.0294199103138216,0,0,0,0,0,0,0,-0.0270556221124288,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616138160823792,0.0155995546608985,0,0.0621337518589663,0,0,0,0,0,0,0,0,0.0174435937420825,0.0467111737871259,0,0.113608044963979,0,0,-2.16840434497101e-19,0,0,0,0,0.0146799295372768,0,0,0,0.0291232270733003,0,0,0.134530835907412,0,0.125683439647647,0,0,0.0177532971137727,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0569911562714962,0,0,0,0.0225131579107945,0,0,0.0127752242308717,0,0,0,0,0,0,0,0.0122682049657819,0,0.209094735605851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0998408354776844,0,0.145703170734169,0,0,0,0,0,0,0,0,0,0
X002049.SZ,0,0.0558170213654772,0,0,0,0,0,0,0,0,-1.38777878078145e-17,3.46944695195361e-18,0.207165444902641,0,0,0,0,0,0.000520199922601359,0,0,0.100757871154228,0,0.384851953203092,0,0,0,0,0,0,-0.174192818722887,0,0,0,0,0,0,0.173151945394318,0.0214141321590155,0,0,0,0,0,0,0,0,0,0.182289156133593,0,-0.00970782325276469,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0.0488775013723868,0,0.0195259890231367,0,0,0,0,0.0505127337510846,0,0.0106203997132004,0,0,0,0,0,0,0,0.122453753621893,0,0.0279509972245803,0,0,0,0,0,0,0,0,0,0,0,0.0024719040640336,0,0,0.0409292148426858,0,0.12853345341886,0,0.131636499099125,0.040878803731983,0,0.00888098808194655,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0.0770136546289757,0,0.0771503587206637,0,0,0,0.218431333501298,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23765802645402,0,0,0,0,0,0,0,0,0.03514667684167,0.000264818738570678,0.036204435944184,0,0,0.0960532409940634,0,0,0,0.134560346460752,0,0,0,0.0560345786902771,0,0,0,0,0,0
X002465.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0122713636924666,0,0.038059833368293,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.0495377167535851,0,0.204738067144504,0,0,0,0,0,0.210712908280532,0,0.173768935187646,0,0.0559348317650397,0,0,0,0,0,8.67361737988404e-19,0.0524659367351779,0.191270054683278,0.0373474370031344,0,0,-0.00413631895248297,-0.00338309697452504,0,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0,0,0.0241304157283405,0.0687302085726003,0,0,0,0,0.00426958198752307,0,0.0408814984308439,0,0,0,0,0,0,0.0684163153760185,0,0,0.0150448192404011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540997748481657,0,0,0.0791037248437204,0.0895047776176637,0.165878556710347,0,0,0.00212442448634882,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0374703166067457,-1.73472347597681e-18,0,0.0258720122608654,0,0,0,0.0168446378764633,0,0,0,0,0.111151454682762,0,0,0.0298780993927175,0,0.0657001526050519,0,0,0,0,0,0,0,0,0.110184563438375,0.0755197252203204,0,0,0,0,0,0,0.025167691256547,0,0.0254604635492149,0,0,-0.00343865509521934,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,-0.0948646596890428,0,0,0,0,0,0.286613085044479,0,0,0,0,0,0,0,0,-0.273483692870567,0,0,0,-0.109758635617941,0,0.185055646718013,0,0,-0.0309045052791417,0.106756687324797,0,0,0,0,0.0050492672614148,0.127004341402602,0,0,0,0,0,0
X002074.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0669933393223199,0.388998082949732,0,0,0.0561158290494678,0,0,0,0,0,0,0,0.0023344558675769,0,0,0.0533989313607536,0,0,0,0,0,0,0.0417385932214301,0,0,0.107945985224363,0,0,0,0.0491690416333548,0,0.0562442710065713,0,0,0,0,0,0.00817407985528239,0,0,0,0,0,0
X600582.SH,0,0,0.0460962388413561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140133168310835,0,0.00832910797895631,0.303185436321683,0,0,0,0,0,0,0,0,0,0,-0.119852455037861,0,0.0637563408861064,0,0,0.0224363913506829,0.325936339928499,0,0.0608204829274146,0,0.0102623147135074,-0.00165819313341149,0,0,0,0,0,0
X002294.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0493078653615681,0,0,0.00163873907058603,0,0,0,0.0322393395341174,0,0,0,0,0.0662130865328634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516302128395395,0,0,0,0,0,0,0.0153355855359033,0,0.0717144023655699,0.0793101306258612,0,0,0.003818089633115,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,0,0,0.133614248191271,0,0,0,0,0,0,0.253795619543436,0,0,0,0,0,0,0,0,0,0,0,0,-0.0887056151361361,0,0,0,0.211873233312216,0,0.13335488950004,-3.46944695195361e-18,0,0.109582978893255,0,0.113508861529112,0,0,0,0,0,0,0,0,0,0,0,0,-0.0512956327288431,0,0
X000869.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107003584379564,0,0,0,0.0625496458790285,0,0,0,0.10506375569414,0,0,0.0791949678231235,0,0.0847678322436211,0,0.165574776451882,0,0,0,0,0.225256121831554,0,0,0,0,0,0,0,0,0,0,0,0.0344283101936858,0,0,0.00734394132451408,0,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0,-0.0727526822892471,0,0,0.197972743710464,0,0,0,0,0,0,0,0,0,0,0,-0.19877626223298,0,0,-0.0393589995679545,0,0,0,0,0,0,0.185112740528662,0.322867759249758,0,0,0,0,0,0,0,0.00731489958888052,0,0,0,0,0.302780330394065,0.0679001860469735,0,0,0,0,0,0,0,0,0
X300001.SZ,0,0,0,0,0,0,0,0,0,0,0,0.141782596001026,0,0,0,0.047419638675912,0,0,0.182327232811679,0,0,0.120826370519502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192255467275448,0,0,0,-0.115117752426996,0,0.0496022261246759,1.73472347597681e-18,0,0,0.518954446268951,0,0.0118505548400441,0,0,0,0,0,0,0
