,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X000338.SZ,X002241.SZ,X600031.SH,X000625.SZ,X002456.SZ,X600487.SH,X002008.SZ,X601877.SH,X300136.SZ,X600066.SH,X000100.SZ,X600522.SH,X300124.SZ,X600809.SH,X002508.SZ,X600271.SH,X300003.SZ,X600867.SH,X600089.SH,X002085.SZ,X002294.SZ,X000981.SZ,X600498.SH,X600699.SH,X000157.SZ,X600177.SH,X300142.SZ,X000596.SZ,X600118.SH,X000050.SZ,X600566.SH,X600584.SH,X002180.SZ,X002179.SZ,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.261250672680888,0,0.153733461442912,0.12031268769634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16214321241479,0,0,0,0.0692302967612723,0,0,0,0,0,0,0,0,0,0,0,0.0821125338424992,0,0,0,0,0,0,0,-0.0197504956835837,0,0,0,0,1.73472347597681e-18,0.0212429937494691,0,0,0,0,0,0
X600104.SH,0,0,0,0.00360991408584108,0,0,0,0,0,0,0,0,0.383829782408334,0.0921711125598705,0,0,0,0,0,0.0626619252458388,0,0,0,0,0,0.074167252812678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0999936607375061,0,0,0,0,-0.0525504384533892,0.104530327755042,0,0,0,-0.040168615238613,0.0465355161641162,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0397272205389347,0,0,0,0,0.0557132635544316,0,0,-1.73472347597681e-18,0.202504084913192,0,0,0,0,0,0.108141689591725,0.174203922260998,0.140136369536478,0,0,0.0133394295362972,0,0.155144566646512,0,0,0,0,0.0181863275798878,0,0,0,0,0,0,0,0,0.0479582853266535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0.295115726427603,-0.042781088896907,0,0.149185104843069,0,0,0.0112544469036749,0,0,0,0,0.096360810026492,0,0.148717246519134,0,0,0.145553913665771,0,0,0.00245525570634467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161160577647994,0,0,0,-0.0110925016133715,-1.0842021724855e-19,0,0,0,0,0,0
X000858.SZ,0.0267483952095491,0,0,0.044453243085199,0,0,0,0.11992241850517,0,0,0,0.3126388999682,0,0,0,0,0,0,0,0,0,0,0.0159512418346036,0,0,8.67361737988404e-19,0,0,0.248384157773311,0,0,0,0,0,0,0,0,0,0.0536405758633688,0,0,0,0,0,0.0425831803452519,0,0,0,0,0,0,0.00193376662285427,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,-0.0155694885061702,0.122982584133819,0,0,0,0,0.184610003650469,0,0,0,0.0711922714060384,0,0,0,-0.0989397266925639,0,0.1049674878985,0,0,0,0,0,0,0,0,0.198969245953954,0,0,0,0,0,0,0,0,0,0,0,0.347284943959163,0,0,0,0,0,0,-0.0559189265380641,0.0532905171577738,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.048949432821741,0,0,0,0,0.203562031398841,0,0,0,0.0975895597084641,0,0,0,0,-0.200450952310029,0,0.0420752711764331,0,0,0,0,0,0,0,0,0,0.101602458590422,0,0,0,0.153646871392756,0,0.0967961918130241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195517182551227,0,0,0,0,0,0
X002304.SZ,0.0991093464924162,0,0,0,0.47109667923116,0,0,0,0,0,0.0737442349033071,0,0.0916057202413821,0,0,0,0,0,0,0,0,0.0385891502331589,-0.00884999738555277,0,0,0,0,0,0,0,0,-0.0414502882834599,0,0,0,0,0,0,0,0,0,0,0,0,-0.0451226529831143,0,-0.0472773097016122,-0.0247524667361919,0,0,0,0.0487246531151091,8.67361737988404e-19,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.376343369736652,0,-0.132426953013109,0,0,0,0,-0.159284872259616,0,0,0,0,0,0,0,0,0.00838905656591643,0,0,0,0,0.0645707072630175,0,0,0,0,-0.0405840701471838,0,0,0,0,0,0.0924030099837532,0,0,0,0,0,0,0,0,0.127998924692236,0,0,0,0,0,0.0156974804673499,0,0,0,0,0,0
X600690.SH,0,0.0454583806069261,0.113311193844436,0,0,0,0,0,0,0,0.0523442525713905,0,0,0.0022597858211322,0.0600809803844103,0,0.0812119455368102,0,0,0,0,0,0,0,0,0.131721510804399,0.228116783421735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.130179618325751,0,0,0,0,0.0297876002607721,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0201651313899081,0.3039144464441,0,0,0.281308658420182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228058178495765,0,0,0,0,0,0,0,0.069096678155943,0,0,0,0.382467602989331,0,0,0.0187847909914047,0,0,0,0,0,0
X000568.SZ,0,0,0,6.93889390390723e-18,0.551752949842178,0,0,0.130769137648384,0,0,0.0116884626293247,0,0,0.0293046394394502,0.048498269781561,0,0,0,0,0,0,0,-0.00699774896566176,0,0,0,0,0,0.0916478419318507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311774746656326,0,0,-0.0211486407932141,0,0,0,0,0,0,0
X600741.SH,0,0,0.0836226249627262,0,0,0.085959885851366,0,0,-0.00324404812769594,0.109655222592715,0.00224678254816418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0596535273945684,0,0,0,0,0,0,0,0,0,0,0,0,0.0372683724097366,0,0,0,0,0,0,0,0.118306329039973,0,0,0.0150621024587762,0,0,0,0,0,0
