,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X000661.SZ,X601877.SH,X600809.SH,X000100.SZ,X600703.SH,X600271.SH,X000157.SZ,X002236.SZ,X300124.SZ,X300003.SZ,X002007.SZ,X002008.SZ,X300142.SZ,X600498.SH,X002506.SZ,X002179.SZ,X600177.SH,X000625.SZ,X000977.SZ,X600487.SH,X002371.SZ,X600183.SH,X600066.SH,X600776.SH,X600522.SH,X000050.SZ,X000066.SZ,X600867.SH,X002049.SZ,X002129.SZ,X600089.SH,X600118.SH,X300146.SZ,X002241.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.110595189285764,0,0,0,0,0,0.0232448835348064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182398694114185,0,0,0,0,0.164594539938285,0,0,0,0,0,0,0,0,0,0,0.0268059019838796,0,0,0,0,0,0,0,0,0,0.0112892907023947,0,0,-0.0297410862858326,0,0,0,0,0,0
X000858.SZ,0,0,-0.0843591225318098,0,0,0,0,0,0,0,0.13099517785583,0,0.353899811613681,0,0,0,0,0,0.313940355407779,0,0,0,0,0,0.0199325576005706,0,0,0,0.0796909786272154,0,0,0,0,0,0,0,0.0535428044394625,0,0,0,0,0,0,0,0,0,0,0,0,0.107107479195359,0,-0.037743475358339,0,0,0,0,-0.00208453856670356,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.302198851005616,0,0,0,0.131061040116752,0,0.0715828136748251,0.0877232045666516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0777923683488753,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.0507615113641941,0,0,0,0,-0.00410345864836745,0,0
X600104.SH,0,0,0.136120438494918,0,0,0.00285051719206754,0,0,0,0,0,0,0,0,0.0594021447249982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170741855307257,0,0,0,0,0.0552049708670543,0,0,0.0229320890461574,0.09904965960432,0,0,0,0,0,0,0.104911532228828,0,-0.00138780745129504,-0.00866368161179406,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177795626156651,0,0,0.140273194659938,0.0550589767691369,0,0,0,0,0,0,0,0.111725495948932,0,0,0.220348438717717,0,0,0,0,0,0,0,0,0,0,0,0,-0.014823278777895,0,0,0.0240258496621278,0,0,0,0.0736611639492743,0,0,0,0.00742058044884138,0,0,0,-0.00866231452641582,0,0
X002415.SZ,0,-0.0486011399773286,0,0,0,0,0,0,0,0,0.0306561608494261,0,0,0.228060854767331,0.170266304269535,0,0,0,0,-0.0397288114145585,0,0,0,0.536837097441619,0,0,-0.0534436133127261,0,0,0,0,0,0,0,-0.13548405801653,0.0704380776727213,-0.0526710194938817,0,0,0.0761857678337173,0,0,0,0,0,0,0,0,0,0,0,-0.0127542854227401,0,0,0,0,-0.026952382283204,0,0
X002304.SZ,0,0.271531686281571,0.0325773494441325,0,0,0,0,0,0,0.0824726853590778,0,0,0,0.0374112929674776,0,0.137524818581903,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.0656327292148969,0,0,0,0,0,0,0,0,0.0282184050165803,0,0,0,0,0,0,0,0,0,0.0155220160066392,0,0,0,0,0,-0.0166555045313818,0,0,0,0,0.0267652356492687,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459426559704776,0,0,-0.0125220101785872,0,0,0,0.11824824487647,0,0,0,0.312190498791724,0,0,0,-0.187644858581742,0.186892562470752,0.138134990266671,0,0,0,0,0,0,0.218043914226575,0,0.215163658163098,0,-0.102441780513823,0,0,0.104658776740545,0,0,0,0,0,0,0.0189692010208535,-0.0235849944339162,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235006328800974,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.111714296819557,0.045888613041211,0,0,0.0745786366258299,0,0,0.0150609347363644,0.192173618289794,0,0.0377419618484927,0,0,0,0,0.0483752052318641,0,-0.00103688699897693,-0.0905682894219961,0,0,0,0,0,0
X600031.SH,0,0.0571199169508858,0.190424513381841,0,0,0,0,0,0,0,0,0,0.329963680139436,0,0,0.014878616880896,0.163429479494059,0,0.0257792307671533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0852667809760161,0,0,0.0883833063067217,0,0,0,0,0,0,0,0,-0.0261006416144316,0,0,0,0,0.00131772942913279,0,0
X600690.SH,0,0,0,0,0,0.213604682617106,0,0,0,0,0,0,0.00693577567000342,0,0.0929770137319211,0.077799914025716,0,0,0,0,0,0,0.0658920419264689,0,0.150416624624667,0,0,0,0,0,0,0,0,0.0388140464362808,0.125497421128503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0210649841892054,0,0,0,0,0.0315298273366537,0,0
X000568.SZ,0,0.357218071788566,0,0,0,0,0,0,0,0,0,0,0,0.049381509026575,0,0,0,0,0.00680982142139026,0,0.0279224006019701,0,0,0,0,0,0,0,0.174358958677664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685469615803311,0,-0.031474660224105,0,0,0,0,-0.0201963159791512,0,0
X000338.SZ,0,0,-0.0300585581962352,0,0,0,0,0,0,0.70720025788205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0989838679322455,0,0,0,0,0,0,0,0,0,0.233644783912419,0,0,0,0,0,0.0857588317519989,0,0,0,0,0,0,-0.0444935340515025,0,0,0,0,0.00640754089523939,0,0
X002475.SZ,0,0,0.118221092171113,0,0,0.048694858809812,0,0,0,0,0,0,0,0,0.0606429910648832,0,0,0,0,0,0.297888660560618,0,0,0,0,0,0,0.194980412195799,0,0,0,0,0,0,0,0.0611930891336361,0,0,0,0,0,0,0.0902419102083264,0,0,0,0,0,0,0.0196307469178943,0,0,0,0,0,0,-0.0450591883816808,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0.265118703575873,0,0,0,0.0720604653591196,0,-0.0214007267232827,0,0,0,0.168274025903704,0,0,0,0,0,0,0,0,0,0,0.291541537470862,0,0,0,0,0.181124080752604,0,0,0.12385162604844,0,0,0.0173812809426042,0,0,0,0,0,0,0,0,0,-0.0257355783311142,0.027554685843784,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0,0.0119101725423345,0,0,0,0.374401073020347,-0.049963436419075,0,0,0,0.0651096556843067,0,0.398676531990543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0835835661145705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156976529369262,0,-0.0255598298808013,0,0,0.0462072412476741,0,-0.0127933800112566,0,0
